English,Kikuyu
"Trees affected lose vitality, become sparsely foliated and do not produce a good crop.","Mītī īrīa mīrwaru yagaga hinya wa gūciara, īkaruta mathangū manini na ndīrutaga maciaro maingī."
"Leaves are pale-green and wilted, branches usually become sunburned and dieback in advanced stages.","Mathangū magīaga rangi mūhunyūku wa ngirini na makahoha, honge ikahīa nī riūa na īgakua mīthia-inī mūrimū watherema."
Feeder roots get darkened and decay and trees will eventually die prematurely,Mīri īrīa īheyaga mūtī irio īiraga na īkabutha na mūthia mūtī ūkooma ihinda rītarī ikinyu.
How do I control root rot die back?,Ingīhota atīa kūgirīrīria mūrimū wa mīri kūbutha na honge kūūma mīthia-inī?
Uprooting of affected trees.,Kūmunya kwa mītī yoothe mīrwaru.
Hot water and fungicide treatment of seeds for propagation.,Kūhūthīra maaīmahiū na dawa ya kūūraga njamuthi mūthemba wa fungi hīndīya kūharīria mbeū cia kūhanda.
Grafting on Phytophthora-tolerant and/or resistant rootstocks.Ridging or raised beds rootstocks,Gūciarithania itina cia ndūire iria itahotagwo nī mīrimū ta Phytophthora.
What are the common pests that affect avocado production?,Nītūtambi tūrīkū kaingī tūthīnagia mīkorobia?
Avocado thrips;Fruit flies;False codling moth;Scales;Red spider mites,"Tūtambi tūtū nī hamwe na thrips, kīhuruta, ngūci, mbūmbūī ndune"
What are the common diseases that affect hass avocado in Kenya?,Nī mīrimū īrīkū kaingī īnyitaga mīkorobia mūthemba wa Hass būrūri-inī wa Kenya?
Root rot and anthracnose,Mūrimū wa kūbūthia mīri na anthracnose
What are the symptoms of root rot in avocado production and how can it be controlled?,Nī maūndū marīkū monanagia atī mīri ya mīkorobia nīrabutha na mūrimū ūyū ūngīgirīrīrio atīa?
Root rot is a fungal disease that is caused by poorly drained soils and mostly occurs in areas prone to flooding.,Kūbutha mīri nī mūrimū ūrehagwo nī jamuthi mūthemba wa fungi wonekanaga kūrīa tīīrī ūtaikūrūkagia maaī wega na kūndū kwarahaga maaī thutha wa mbura.
Trees have pale-green and wilted leaves and the branches are sunburned and die back.,"Mītī īkoragwo na mathangū ma rangi wa ngirini mūhunyūku na mahohu, na honge ikahīa nī riūa na īgakua mīthia-inī."
It is controlled by uprooting affected trees.,Ūrigagīrīrio gūtherema na njīra ya kūmunya mītī yothe mīrwaru.
It can be prevented by keeping trees dry and treating seeds for propagation with hot water and fungicides.,Ningī ūgiragīrīrio na njīra ya kūiga mītī īrī mīūmū na Kūhūthīra maaī mahiū na dawa ya kūūraga njamuthi mūthemba wa fungi hīndī ya kūharīria mbeū cia kūhanda.
What are symptoms of anthracnose in hass avocado and how can it be controlled?,Ndariri cia mūrimū wa anthracnose mīkorobia-inī ya Hass nīirīkū na ūngīgirīrīrio atia?
Anthracnose is a fungal disease that attacks the fruit.,Mūrimū wa anthracnose ūrīa ūrehagwo nī njamuthi mūthemba wa fungi ūnyitaga matunda.
"The fruit develops dry, dark brown spots leading to abnormal development.",Matunda magīaga maroro maniaru na mairū methondekete ngothi-inīya makorobia na magakūra na mūhianīre ūtarīmwega.
Mature fruits are most likely to be attacked but young fruits also drop.,Kaingī matunda marīa makūrū nīmo marwaraga mūno o na gūkorwo marīa manini o namo nīmarwaraga na makagwa kuuma mītī-inī.
It is controlled by proper orchard sanitation and use of fungicides.,Mūrimū ūyū ūrigagīrīrio na njīra ya kūiga mūgūnda ūrī mūtheru na dawa cia kūnina fungi
How does false codling moth manifest in avocado?,Gatambi mūthemba wa kīhuruta kīyonanagia atīa mīkorobia-inī?
"After emerging from the egg, the young caterpillar tunnels into the fruit and a discoloration appears at the point of entrance.","Thutha wa kuuma itumbī-inī, kīgūnyū gīthegethaga ikorobia, naguo rangi wa harīa kīaingīrīra ūkagarūrūka."
"While inside they feed on the pulp, causing premature ripening and fruit drop.","Ihinda-inī rīu igunyū irī thīinī, irīaga ikorobia igatūma rīruhe tene rītarīikūrū na rīkagwa kuuma mūtī-inī."
How does thrips attack manifest itself in avocado?,Tūtambi mūthemba wa thrips twīyonanagia atīa mīkorobia-inī?
"These are small, slender insects with two pairs of fringed wings which feed by sucking the plant sap.","Tūtū nī tūtambi tūnini, tūceke, tūrīna mathagu mana marīna guoya mīthiya-inī na tūnyuaga maaī ma mūmera."
They cause damage to the leaves and fruit and the affected parts become whitish or silvery and are usually covered by dark-coloured droppings.,Twanangaga mathangū na matunda na kūrīa gūothe gūthūkangie gūkagīa na rangi mwerū kana wa betha na kaingī gūkahumbīrwo na kīoro kīrairīrīra.
Attacked fruits develop a leathery brown skin and feeding is most common on young fruits.,"Makorobia marīa mahutie magīaga makoni marīna rangi wa gītīīri, ūndū ūyū kaingī wonekaga makorobia-inī marīa manini."
How does scale infection manifest itself in avocado?,Tūtambi mūthemba wa scales twīyonanagia atīa mīkorobia-inī?
"These are small, stationary brown greenish insects commonly found sucking sap from avocado leaves.","Tūtū nītūtambi tūnini, tūtaumaga harīa tūrī na twīrangi wa gītīīri na ngirini na kaingī tūnyuaga maaī mathangū-inī ma mīkorobia."
"The soft scales excrete large amounts of honeydew, which lead to the development of sooty mold on leaves, branches and fruit.","Tūtambi tūtū tuororo tūtigaga kioro kīingī kīhana ūūkī kīrīa gīcokaga gūcenjia gīkahana mūrarī mathangū-inī, honge-ini na matunda-inī"
"The honeydew also attracts ants. Armored scales may encrust young twigs, leaves and fruit and do not produce honeydew.","Kīoro gīkī kīhana ūūkī nīkīgūcagīrīria mūthūa. Ngūci noikunīke honge iria nini, mahuti na matunda na hīndī īno itirutaga kīoro."
Damage can be serious on young trees and small twigs may be killed.,Ūgwati no ūnenehe mītī-inī mīnini na honge iria nini no ciūme.
"Although the presence of scales on the skin of fruit does not cause internal damage, it may lead to rejection of fruit, especially if grown for export.","O na gūtuīka scales cikaire igūrū wa ikoro itithūkagia thīinī wa ikorobia, no gūtūme makorobia meregwo thoko-inī, na makīria thoko cia rūraya."
How is spider mites infection manifested in avocado production?,Hihi ndariri cia mbūmbūī mīkorobia-inī nīirīkū?
Attack by spider mites produces circular necrotic spots covered by dense webbing.,Tharīkīro ya mbūmbūī yonekaga thutha wa tūcigo tūthiūrūrī tūrabutha tūhumbīrītwo nī nenda cia mbūmbūī kwīyumīria
"As mite populations increase, feeding causes leaf distortion and eventual drop.he growth of young trees is seriously affected and yields can be reduced significantly.","O ūrīa mbūmbūī irongerereka ikīrīaga, mathangū nīmekūnjaga na thutha makagūa kuuma mūtī-inī. Mīkorobia īrīa mīnini ndīkūraga wega ona hanini na maciaro no manyihe biū."
At what temperature should avocado be pre-cooled?,Hihi makorobia mabatiī kūigwo kūndū kwīna heho īigana atīa?
"After harvesting, avocadoes must be cooled as quickly as possible to the optimum storage temperature of 5oC for Fuerte and Hass varieties; within 5 h of harvesting","Mathaa-inī matano thutha wa kūgethwo, makorobia no mūhaka maigwo kūndū kūrīna heho o naihenya o ūrīa kūngīhoteka ithimo-inī cia 5°C harī mīthemba ya Fuerte na Hass."
How should hot water treatment be done?,Maaī mahiū mahūgathīrwo atīa kūūraga njamuthi?
This treatment is used to kill fungal spores on and in the skin of the fruit.,Maaī mahiū mahūthagīrwo kūūraga mbeū cia njamuthi iria irī igūrū na thīinī wa ikoro rīa ikoribia.
The avocados should be immersed in water heated to a temperature of 50°C for 3-5 min.,Makorobia maikio thīinī wa maaī mahiūhītio kwa gīthimo kīa 50°C na marekwo maikare ndagīka ithatū nginya ithano.
Treatment of fruit using fungicides such as Bavistin (Carbendazim) and Sporta K Brochlura z improves the effectiveness of this treatment,Kūhūthīra dawa cia kūnina tūtambi mūthemba wa fungi ta Bavistin (Carbendazim) na Sporta K Brochlura z nīkwagīrithagia ūrigitani ūyū makorobia-inī.
How is grading and packaging of avocado done?,Makorobia mathuuranagio na kūbangwo irīti-inī atīa?
Avocado fruits are graded according to size and weight. Injured and diseased fruits should be removed.,Makorobia mathuuranagio kūringana na ūrīa maigana na ūritū. Makorobia marīa marīna nguraro na marwaru mabatiī kweherio.
"The fruits are packed as per the orders and quality standards in 4 kg cartons after all debris, soil and foreign particles are removed using a water bath.","Makorobia mabangagwo kotoni-inī cia kiro inya kūringana na wendi wa mūgūri na ithimi icia njīra iria nginyanīru thutha wa kweheria indo ciothe itarendeka, tīīri ona indo ingī ūkīhūthīra maaī."
This water must be changed periodically to avoid cross contamination.,Maaī maya mabatiī gūcenjio maita maigana ūna nīguo gūīthema gūtambia mīrīmū na gīko.
A fungicidal treatment (Thiabendazole) at 300 ml per 100 L of water is used.,Maaī nīmongagīrīrwo dawa cia kunina fungi (Thiabendazole) na gīthimi kia 300ml harī rita 100 rīmwe ria maaī.
"The fruits are waxed, and dried in hot air. Avocado fruits are stored in cold storage (5°C).",Makorobia nīmahakagwo mūhūra na magacoka kūniario rīera-inī ihiū. Makorobia maigagwo kūndū kwīna heho ya githimo cia 5°C
How should avocado be packaged for transportation?,Makorobia mohagwo atīa nīguo makuīke?
The fruits should be packaged in well ventilated cartons made of solid or corrugated fiberboard.,Makorobia no mūhaka mabangwo katoni-inī njega ithondeketwo na mbodi cia faimba na iretīkīria rīera gūcera.
They should be arranged in a single layer.,Katoni ici icoke ibangwo ciiganīrīirwo.
The boxes should have holes to allow for effective cooling and air circulation.,Mathandūkū no mūhaka mekīrwo marima mīena ma kūhehia na gwītīkīria rīera gūcera
"The boxes should be well labeled with the variety packed, size of fruits and a traceability number that’s easy to trace the produce from market to the farms in case of a quality concern in the market.","Mathandūkū no mūhaka mekīrwo imenyithia ironania mūthemba wa makorobia ūrīa ūrīthīinī, thaithi ya matunda na namba ya kīmenyithanio īrīa īngīhotithia kūmenya mūgūnda ūrīa itunda riūmīte kuuma thoko-inī rīngīkorwo rīrīna thīna."
How should avocado for export be dispatched?,Makorobia ma thoko cia rūraya magīrīirūo gūtwarwo na njīra īrīkū?
The packaged fruits should be palletized to allow for stacking of boxes to minimize on damage during transportation and movement of fruits within the boxes.,"Makorobia marīkia gwīkīrwo makatoni-inī, mabangwo mbareti-inī nīguo mabangīke na kūnyihia ngūraro hīndī ya ūkui kana rīrīa mararingana me thīinī wa makatoni."
The pallets should be hot water treated in a KEPHIS authorized facility,Mbareti ibatiī gūthambio na maaī mahiū thīinīwa nyūmba īrīa yendekithītio nī KEPHIS
What are some of the  avocado varieties  grown in Kenya?,Nīmīthemba īrīkū ya mīkorobia īkūragio Kenya?
Kenya has over 40 varieties of avocado.,Kenya gūkūragio mīthemba makīria ma mīrongo īna ya mīkorobia?
Hass is the main export variety and Fuerte is preferred for processing.,Kaingī mūthemba wa Hass ūkūragio nīūndū wa thoko cia rūraya nayo Fuerte īkoragwo ya gūthondeka magūta.
"Other commercial varieties are Keitt, Reed, Booth 8, Simmonds, Pinkerton, Nabal, Puebla, Tonnage, Ettinger, Hayes, G6 and G7.","Mīthemba īngī īrīmagwo īrī ya biacara nīhamwe na Keitt, Reed, Booth 8, Simmonds, Pinkerton, Nabal, Puebla, Tonnage, Ettinger, Hayes, G6 na G7."
"Varieties used as rootstocks include Puebla, Fuerte, Duke, G6, and G7.","Mīthemba īrīa īhūthīkaga īrī ya gūciarithania mwena wa mīrī, kana nīyo īkīragwo mūrūri, nī Puebla, Fuerte, Duke, G6 na G7."
How do I identify hass avocado?,Ingīhota atīa kūmenya ikorobia mūthemba wa Hass?
"Bumpy, fairly thick skin that turns from green to purplish black when ripe;","Ikoro rīkoragwo na mathundo na nīitungu na rīeruha, nīrīcenjagia rangī kuuma ngirini rīgatwīika ria papo mata."
It is round or oval in shape;,Ningī ikorobia rīkoragwo rīhana mūbira kana ovo.
The flesh closest to the skin is a lime green color and as it nears the central pit it develops a rich creamy yellow tone;,Rīonūrwo rīkoragwo na rangi mūnini wa ngirini ūrīa ūcenjagia ūgatuīka wa yellow mwena wa kūnyitana na mbegū.
"It’s flesh has a buttery, creamy texture;",Ikorobia rīrī rīkoragwo rīhana maguta.
"It has a smooth, nutty and sweet taste","rīgakorwo rīrī inyoroku, na mūrīo"
It peels easily;,Rīūnūkaga na ūhūthū
"It has a large, round seed",Rīkoragwo na mbegū nene ya gīthiūrūrī.
Hass avocados come in varying sizes but they typically weigh about 200g,Makorobia mūthemba wa Hass makoragwo ma thaithi ngūrani no kaingī makoragwo na ūritū ta wa gramu magana merī.
Why is hass avocado the most preferred avocado fruit?,Nīkīī gītūmaga ikorobia rīa Hass rīendeke mūno?
It is higher in fat than other varieties.,Rīkoragwo na maguta maingī kūrī mīthemba īngī.
"This fattiness gives it a smoother, creamier texture.",Maguta maya matūmaga rīgakorwo rīrī inyoroku na rīkaha kīrimū.
Hass avocado trees have high yields compared to other varieties.,Mīkorobia ya Hass īciaraga matunda maingī kūrī mīthemba īngī ya mīkorobia.
It has a longer shelf life;It has the most culinary uses;,"Ningī matūnda ma Hass maikaraga ihinda iraihu mategūthūka, na marīagwo na njīra nyingī itiganīte."
It is good for cooking because it is easy to mash and whip and richer in taste,Matunda ma Hass nīmega kūruga nīūndū nīmakimīkaga na ūhūthū na gūkorogeka na nīmarī mūcamo mwega.
It withstands long distance shipping much easier than other varieties,Nīmakuīkaga thabarī ndaya ya iria-inī gūkīra mīthemba īngī.
It has one of the longest harvesting seasons,Mīkorobia ya Hass īgethagwo ihinda iraya
What are the benefits of Hass avocado in Kenya?,Nīūguni ūrīkū ūkoragwo na mīkorobia ya Hass būrūri-inī wa Kenya?
Hass is the most demanded avocado variety in Europe especially in The Netherlands and the United Kingdom (UK).,Hass nī mūthemba wa makorobia marīa mendetwo mūno Europe makīrīa mabūrūri-inī ma Netherlands na United Kingdom (UK).
The Hass variety is very suitable for ripening;Hass avocado farmers earn two times more than farmers growing other avocado varieties.,Mūthemba wa Hass wīruhaga wega; Arīmi a mīkorobia ya Hass mathūkūmaga maita merī makīria ma arīmi a mīkorobia mīthemba īngī.
The Kenya Plant Health Inspectorate Service (KEPHIS) says that avocado exports in 2019 were worth Sh10 billion of which 70% were Hass avocados.,Rūhonge rwa Kenya Plant Health Inspectorate Service (KEPHIS) rwīrīgīte kuuga atī gīcunjī kia mīrongo mūgwanja kīa makorobia marīa mothe mendirio mabūrūri-inī ma nanja mwaka-inīwa 2019 marīa makinyirie shiringi birrioni ikūmi maarī ma mūthemba wa Hass.
Avocado exporters in Kenya buy Hass avocado at Sh10-Sh17 per fruit compared to Sh3 for Fuerte;,Agūri arīa matwaraga makorobia mabūrūri-inīma rūraya magūraga o ikorobia rīa Hass kuuma shiringi ikūmi nginya ikūmi na mūgwanja narīo rīa Fuerte shiringi ithatū.
Hass avocado trees takes little space therefore small scale farmers can also venture into growing Hass avocados;,Mīkorobia ya Hass ndīnenehaga mūno na kwogūo arīmi anini no mamīkūrīe.
Growing Hass avocado is easy and require less labor and time to maintain than the traditional cash crops like tea and coffee;,Gūkūria mīkorobia ya Hass nīkūrī ūhūthū nīūndū gūtibataraga mīrūtīre mīingī ya wīra kana ona mathaa maingī ma kūmītungata ta mīmera īngī ya biacara ta macani na kahūa.
What are hass avocado tree?,Hihi mūkorobia wa Hass ūhana atīa?
Hass trees are dense and evergreen;,Mīkorobia ya Hass īkoragwo īrī mītumanu na ngirini hingo ciothe.
"Have glossy, dark green leaves that have a vein-like pattern;","īkoragwo īrīna mathangū mathaka, marīna rangi wa ngirini mūcamu"
Their flowers are small and yellowish-green;,Mahūa makoragwo marī manini na marangi wa ngoikoni na ngīrini.
They are fast-growing;,Mīkorobia īno īkūraga naihenya.
They can grow up to 9m tall,Noīraihe ngīnya mita kenda.
How long do hass avocado take to mature?,Hihi mīkorobia ya Hass yoyaga ihinda rīigana atīa gūkūra?
Hass avocado trees begin bearing fruit after three to four years.,Mīkorobia ya Hass yambagīrīria gūciara thutha wa mīaka ītatū nginya īna.
Hass avocado trees in Kenya flower in October and are ready for picking between June and September.,Mīkorobia ya Hass būrūri-inī wa Kenya īcanūkaga mweri-inī wa ikūmi na matunda magakorwo marī makūrū gītagatī-inī kia mweri wa ītandatū nginya wa Kenda.
What are the indicators of hass avocado maturity?,Makorobia makūrū ma hass mamenyekaga atīa?
Since Hass avocado is a dark variety it starts to change color from green to black or purple;,"Tondū makorobia ma Hass makoragwo mūthemba ūrīa mūtuku, manjagia gūcenjia rangi kuuma ngirini nginya papo njamu īrairīrīra."
Fruits that float on the surface when immersed in water are usually mature.,Makorobia marīa makūrū mareraga igūrū me maaī-inī.
Immature fruits sink or float below the surface.,Namo marīa matarī makūrū mareraga thīinī wa maaī kana makarika nathībīū.
Pick a few fruits and leave them to ripen in a warm place.,Tua makorobia manini na ūmaige handū harīna ūrugarī meruhe.
"If they soften evenly within a week at room temperature (about 20°C), then the trees are ready for picking","Thutha wa kiumia kīmwe maigītwo handū hena ūrūgarī ta wa nyūmba(20oC), makorobia maya meruha wega monanagia atī nīmakinyu magūtuo."
What is the average yield per hass avocado tree?,Hihi mūkorobia ūmwe wa Hass ūbatiī kūruta maciaro maigana atīa?
Hass avocado trees are very productive and can fruit all year round.,Mīkorobia ya Hass nī īciaraga mūno na no īciare īrūmanīrīirīe mwaka wothe.
The first harvest comes after the second or third year.,Maciaro ma mbere monekaga thutha wa mwaka wa kerī kana wa gatatū.
A farmer can harvest 70-100 fruits per tree.,Mūrīmi no agethe makorobia mīrongo mūgwanja nginya igana rīmwe harī o mūtī.
"After the fourth or fifth year, one tree can yield 400-800 fruits per season.","Thutha wa mwaka wa kana kana wa wagatano, mūtī ūmwe no ūciare makorobia magana mana nginya magana manana."
"That means a farmer can harvest between 60,000 and 120,000 fruits per īka.",Ūguo nīkuga atī mūrīmi no agethe makorobia kuuma ngiri mīrongo ītandatū nginya ngiri igana rīmwe rīa mīrongo īrī harī īka.
"After the six to seven years, a Hass avocado tree can yield 1000 fruits per year.","Thutha wa mīaka ītandatū nginya mūgwanja, mūkorobia ūmwe wa Hass no ūciare matunda ngiri īmwe o mwaka."
Yield per tree increases gradually year after year as the tree gets older.,Magetha harī o mūtī mongererekaga kahora o mwaka o ūrīa mūtī ūrakūra.
"Proper wedding, pests and disease control and feeding of trees will yield more fruits per tree.","Kūrīmīra na njīra njega, kūhiūrania na tūtambi na mīrimū na kūhe mītī irio nīgūtūmaga mītī īciare matunda maingī."
This will also improve the fruit size which in turn will yield better incomes,Maūndū maya nīngī nīmatūmaga matunda manenehe ūndū ūrīa wongagīrīra ūmithio.
What are the main hass avocado export market destination,Hihi thoko nene cia rūraya cia makorobia mūthemba wa Hass nīirīkū?
European Union;The Middle East;Russia;Singapore;Egypt;Hong Kong,"Ngwatanīro ya Europe, Gītarū kīa Arabu, Russia, Singapore, Egypt, Hong Kong."
What are the common features of fuerte avocado?,Makorobia mūthemba wa Fuerte mahanaga atīa?
Fuerte is one of the major varieties in export markets.,Fuerte nīīmwe ya mīthemba īrīa yendagio mūno mathoko-inīma mabūrūri ma rūraya.
"The tree is broad, very productive and susceptible to both Anthracnose and Scab.","Mūtī wa Fuerte ūkoragwo mūnene, ūciaraga mūno no nīūnyitagwo na ūhūthū nī mīrimū ya Anthracnose na Scab."
Pear-shaped fruit with medium seed.,Matunda makoragwo na mūhianīre wa ngarīki na mbegū ītarīnene mūno?
Weight: 140 – 395 g per fruit.,Ūritū: itunda rīa fuerte rīkoragwo na ūritū wa gramu 140-395.
Smooth thin green skin.,Nīngī ikoro rīkoragwo rīrī inyoroku.
Skin remains green when fruits are mature.,Ikoro rīticenjagia rangi wa ngirini ona itunda rīeruha.
"Creamy, pale green flesh.",Nyama yarīo īkoragwo na rangi wa kīrimū na ngirini theūku.
What are the common features of hass avocado?,Makorobia mūthemba wa Hass mahanaga atīa?
The tree grows tall and requires cutting back;,Mūtī nīūnenehaga na kwoguo nīūbataraga kūrengwo;
Distinctive for its skin that turns from green to purplish-black when fruits are mature;,Matunda mamenyekaga na ngothi yamo īrīa īgarūrūkaga īgatuīka ndumanu īgatuīka ya papū īrairīrīra meruha;
Oval-shaped fruit with small to medium seed;,Ikorobia rīkoragwo na mūhianīre wa oval na mbegū ītarīnene;
Easy peeling;,Rīūnūkaga na ūhūthū;
Great taste;,Mūcamo mwega mūno;
Outstanding shelf-life and shipping characteristics ;,Rīoyaga ihinda rīnene gūthūka na nīrīega maūndū-inī megiī ūkui.
One of the longest harvesting seasons,Nīmūthemba ūmwe ūgethagwo ihinda iraya.
What are the common features of pinkerton variety?,Makorobia mūthemba wa Pinkerton mahanaga atīa?
"Long, pear-shaped fruit with small seed ;","Ikorobia rīkoragwo rīrī iraihu, mūhianīre wa oval na mbegū nini."
Large fruit that weighs 225 – 510 g per fruit;,Itunda rīrīa inene nīrīkinyagia gramu 225 nginya 510
Medium thick green skin with slight pebbling;,Ikoro tīitungu na nīrīrīthundo nini
Green skin deepens in color as it ripens;,Rangi wa ngirini wa ikoro wūingīhaga o ūrīa rīreruha.
Excellent peeling;,Rīūnūkaga na ūhūthū mūno.
What are the common features of the reed avocado variety?,Makorobia mūthemba wa Reed mahanaga atīa?
Round fruit with medium seed.,Matunda ma reed makoragwo marī magīthiūrūrī na mbegū nini.
Medium to large fruits with the weight of 225 – 510 g per fruit.,Matunda manene nīmakinyagia gramu 225 nginya 510.
Thick green skin with slight pebbling.,Ikoro itungu na nīrīrī thundo nini
Skin remains green when fruits are mature.,Ikoro rīticenjagia rangī wa ngirini ona itunda rīeruha.
Creamy flesh with good taste.,Rī rangi wa kīrimū na mūcamo mwega
Easy peeling,Rīūnūkaga na ūhūthū
What are the common features of the publa avocado variety?,Makorobia mūthemba wa publa ūngīmamenya atīa?
Small compact fruits resembling “Hass”.,Makorobia manini mahana Hass
"Skin of ripe fruit is black, thin and smooth.","Ikoro rīa ikorobia rīīru nī rīirū, rīceke na inyoroku."
Fruit has a velvety flesh with nutty aroma and a rich butter taste,Makorobia nīmanyoroku wega na mūtararīko mwega wa njūgū na mūcamo mwega ta wa iria.
What are the varieties used as rootstocks?,Nīmīmera īrīkū īhūthagīrwo īrī gītina kīrīa gīciarithanagio?
Cultivars used as rootstocks are “Puebla” or “Local varieties”,Mīmera īrīa īhūthagīrwo īrī gītina gīa gūciarithania nī Puebla kana mīhīrīga ya kīdūire.
Do avocado trees use a lot of water?,Hihi mītī ya mīkorobia nī īhūthagīra maaī maingī?
Yes they do. A good avocado fruit consists of 73% water.,Nīma nīīhūthagīra. Ikorobia rīega rīkoragwo rīrī na maaī gīcunjī kīa mīrongo mūganja na īthatū.
"To achieve this, the crop must be sufficiently watered.","Nīguo ūndū ūyū ūhinge, no mūhaka mīkorobia īheo maaī maiganu."
"Water early in the morning because as the day progresses, the soil warm up.","Mītī īheo maaī rūcinī tene tondū o ūrīa mūthenya ūrakīa, noguo tīīri ūrahiūha."
Watering in the evening can be done but is not recommended in places where temperatures drop very low because your soil will be too cold.,Mīkorobia no īheo maaī hwainī ona gūtuīka gūtiagīrīire matūra-inī marīa kūhehaga mūno nīūndū tīīri nīūhehaga mūno.
"This low moist soil temperature is a precursor for root rot disease manifested by small canopies, yellowing and a slow growing crop.","Tīīrī mūhehu mūigū ūrehaga mūrimū wa kūbutha mīri ūrīa wīyonanagia na njīra ya mītī kwaga kūneneha, mathangū makagīa rangi wa yero na mīmera gūkūra kahora."
Avoid watering in the hot afternoons because water losses to evaporation will be high,Wītheme gūitīīrīria mītī maaī rīrīa kūrīna riūa ihiū mūno tondū maaī maingī nīmagūcagio nī riūa.
How many litres of water does an avocado tree need?,Mūtī wa mūkorobia ūbataraga maaī mūigana ūrīkū?
70 litres daily.,Rita mīrongo mūgwanja o mūthenya.
"This is what must be present in the soil always to give you the recommended avocado yield per īka in Kenya of; 300-400 kgs (30,000 to 40,000 fruits) in the third to fourth year,","Maūndū marīa no mūhaka makorwo tīīri-inī nīgetha mūkorobia ūkūhe magetha maingī thīinī wa eka īmwe nīta: 300-400kg, kana  matunda mūigana wa 30,000-40,000 mwaka-inī wa gatatū nginya wa īna"
"and 800 kgs-1 ton (80,000 to 100,000 fruits) from five years.","Na kiro 800 nginya tani īmwe kana mūigana wa matunda 80,000 nginya 100,000 kuuma mwaka-inī wa ītano."
"Avoid overwatering which causes leaves to curl, and the stems to soften weakening the plant structure",Ndūkahe maaī makīria marīa matūmaga mathangū mekūnje na honge ihūthe na gūthūkia mūhianīre wa mūtī.
How much water does an avocado farm need?,Mūgūnda wa mīkorobia ūbataraga maaī maigana atīa?
"Your farm needs 25mm of water weekly (which is 101,200 litres) for a vibrant, well producing crop.","Mūgūnda ūrabatara 25ml cia maaī harī wiki īmwe iria nī rita 101,200 kūrī mūtī ūrakūra na ūgaciara wega."
"This translates to about 96 litres per plant daily assuming an average crop population of 150 trees per īka. 70 litres are enough, so the 26 extar litres (96-70) caters for losses due to evaporation",ūū nītakuga rita 96 harī mūtī ūmwe o mūthenya angīkorwo mūigana nīwa mītī 150 ya mīkorobia harī eka īmwe. Rita 70 nīnjiganu nīguo icio ingī 26 ikanyuo nīriūa.
What is the best irrigation system for avocado trees?,Nī njīra īrīkū njega ya gūitīīrīria mītī ya mīkorobia maaī?
It is recommended 2 key ways to irrigate your avocado crop. drip irrigation.,Harī njīra igīrī cia bata ciendekithagio gūitīīrīria mītī ya mīkorobia maaī. Gūitīīrīria ūkīhūthīra mīberethi īna tūrima tūnini.
This is by the use of a button drip irrigation system.,Njīra īno īhūthīkaga na mīberethi īna tūrima na mbatoni  cia kūhingūra.
"The avocado drip irrigation cost in Kenya is from Kes 100,000 per īka.",Njïra īno īhūthagīra ciringi ngiri igana rīmwe harī eka īmwe.
"A button drip irrigation system is the best because it delivers water to the root zone where it is required, in drops.",Gūitīīrīria maaī na njīra ya drip nīyo njega nīūndū īteithagīrīria gūtwara maaī haarīa mīri -inī harīa marabatarania.
This makes it water efficient because there is no wastage,Njīra īno nīīteithagia ūhūthīri wa maaī na njīra njega nīūndū matiūraga.
How do I know when to water my avocado?,Ingīmenya hīndī īrīa yagīrīire kūhe mītī ya mīkorobia maaī atīa?
Check your soil moisture to a depth of 10 cm.,Rora ūgunyu wa tīīri ūriku-inī wa 10cm .
Test it by squeezing it in your hand.,Thuthuria na kūhihinya tīīri na guoko.
"If it holds together, then the moisture is enough.","Angīkorwo nīukūnyitana, maaī marīa me tīīri-inī nīmaiganu."
"If it crumbles, it is time to irrigate your avocado tree","Ūngīrekania, nī hīndī njega ya kūhe tīīri maaī."
Do avocados need irrigation?,Hihi mīkorobia nībataraga gūitīīrīrio maaī?
"Yes they do, unless the crop is growing in an area that receives 0ver 40 inches or 1,016mm of rain annually.","īīnīyagīrīire, tiga angīkorwo mūkorobia ūrakūra kūndū kuraga mbura makīria ma iji 40 kana milimita 1061 cia mbura o mwaka."
"This is partly because the plant has shallow roots, hence requires water all year round","Gītūmi nītondū mūkorobia ūkoragwo na mīri ītarikaga mūno, kuoguo īkabatara tīīri gūkorwo na maaī hīndī ciothe."
When is harvesting of avocado done in Kenya?,Makorobia magethagwo hīndī īrīkū gūkū būrūri-inī wa Kenya?
Avocado is harvested between Mid-March and September in Kenya.,Makorobia magethagwo gītagatī-inī kīa mweri wa ītatū nginya mweri wa Kenda gūkū būrūri-inī wa Kenya.
