English,Kikuyu
This can be avoided by storing them in a cool and dark place,Wítheme úú na kúiga warú handū hahehu na harí na nduma.
How can a farmer determine if irish potatoes are mature?,Múrími angimenya atía waru ciake ní ngúru?
Maturity period varies from one variety to another and can be indicated by yellowing of the crop’s leaves and easy separation of tubers from their stolons.,Gúkúra kwa waru kúringanaga na múthemba wa waru na umenyaga mahuti magia rangi wa ngoikoni
What is the recommended ph for irish potato production?,Ni pH íríkú yendekithitio harí úkúria wa waru?
The recommended pH level for potatoes is 6.2.,pH íría yendekithitío ni 6.2
"However, from a soil with pH of 5.0 you can still grow potatoes, but then add lime to the soils.",Harí o oúgúo ph ya kuma 5 no íkúrie waru no úcoke wongerere lime tírí íni
What is the recommended standard bag for harvesting potatoes in Kenya?,ní múhuko úriku wendekíthítio kúiga waru Kenya?
Potatoes are supposed to be sold in the standard 50kg units in the markets,Waru cibatíe kwendio míhuko-ino ya kilo 50 thoko-ini
What are the factors to consider during harvesting of potato?,Ní maundu maríkú ubatie kúrora úkígetha waru?
Harvest when the soil is dry;,Getha ríría tírí wí mūmū
"Do not expose harvested tubers to sunlight for a long time to prevent them from drying out too quickly and avoid greening of the white skin varieties, which would reduce their keeping quality and consumer acceptance.",Dukaciaríre waru ciaku ríuaní kahinda karaihu niguo citikome narua na citikagie rangī wa ngirini kuma rangu mweru úria uri rangi wa míthemba mííngi ya waru. No cicenjie úgacíru na gúítíkíríka thoko-ini
Avoid harvesting when the soils are wet in order to avoid pathogens sticking on tubers.,"Witheme kugetha ríría kúri na úgunyu, níguo kúgiríríria kwínyitíríra kwa tútambi túria túngirehe mírímú."
How to manage potatoes while on the farm?,Ungírora atía waru círí múgúnda ini?
One way to manage potatoes while on the farm is to start weeding at least 2 weeks after planting.,Njĩra ĩmwe ya kũmenyerera waru rĩrĩa ũrĩ mũgũnda nĩ kwambĩrĩria kūmūnya ria ta ciumia igĩrĩ thutha wa kũhanda.
Failure to weed may result in poor yield because the weeds will compete for nutrients and moisture with potato tubers.,"úngíaga kúímíra waru ciaku, maciaro níkúnyiha manyihaga níundu wa gútharana irio na maí hamwe na waru."
Weeding can either be done manually or by the use of a herbicide.,No urímíre na moko kana úhúre dawa ya ria
Test the type of herbicide they use on a small portion before applying it to the whole farm.,Geria dawa ya ria handū hanini útanahúra múgúnda wothe
An agricultural expert should advise on the best application procedure.,Buata mútaratara wa kúhúra dawa íno kuma kúrí abithaa a úrímí
What is the correct spacing to plant potatoes?,Warú cíbatíe gútígíthíkanio atía?
"Planting and spacing: For pure stand potato the spacing is 75cm between furrows , place tubers 30cm apart in the furrow.","Kúhanda na gútigithúkania: muthemba wa pure stand, tígíthúkanía 75cm harí mítaro na harí waru 30cm mútaro íní"
Avoid direct contact of the tubers with the fertilizer as this may have a burning effect on the tubers.,Wítheme kúhutithania bataraitha na mbeu tondú bataraitha no icicine
Place tubers in furrows with the side having sprouts facing up.,Íkira waru ciaku mítaro-íni na úreke mwena úria wina nguha úrore iguru
Cover the tubers with soil completely to avoid sun scorching,Kuníka waru na tírí wega níguo citigacinuo ní ríua
What is the best time to plant potatoes?,Ní ihinda ríríku ríega ria rīa kúhanda waru
Planting should be done shortly before onset of rains.,Wagīrīruo kúhanda waru ciaku mbura íhakuhí kura
How to set up a potato farm?,Múgúnda wa waru ūharagīrīrio atía
"Before setting up a potato farm, you need to identify high-yielding varieties.","Útanacagura múgúnda wa kúhanda,  úbatie wa mbere úmenye mútheba wa waru úría úciaraga múno"
"For example, the Sherekea variety produces 160 bags of potatoes per īka.","Harí múhano, múthemba wa Sherekea no úgethuo míhuko 160 harí o íka"
"Farmers can also use Kenya Mpya, which produces 140 bags per īka.",Arímí no mahúthíre Kenya mpya  íría íngígethwo míhuko 140 harí o íka
"The seed variety you choose should be high-yielding, fast-maturing, and disease-resistant.","Mbeu íría úgúcagúra ní íbatíe íkoruo na maciaro mega, írakúra na ihenya na gúítiria mírímú"
How to prepare land for potato farming?,Úharagírírírio atia  múgúnda wa waru?
"The soil needs to be well cultivated, with a raised seedbed to ensure uniform and large potato tubers.",Tírí ubatíe kúharírírio wega wíígananíire  na wina bed níguo waru ciaku cione ha gútamba wega
"Also, organic matter in the ground that does not decompose quickly must be removed.",Thumu úria uri tírí íní útarabutha úbatie kweherio naihenya.
This is because they may attract pests.,Gītūmi ní atī níugucagíríria tútambi.
You should ensure that the land is plowed at least 20 cm deep and that there are no soil clods.,Tígíríra níwaríma úriku útanyihíire 20cm na tírí ndūrī na magíkía
What is the correct way to plant potatoes?,Ní njíra íríku njega njega ya kúhanda waru
It would be best if you planted the seeds at the onset of the rains.,Ní wega úngíhanda mbura íríhakuhi kúra
"When planting, plant in furrows.","Úkíhanda rí, handa mítaro-íni"
"The plant should also be grown 30 cm from each other, with the sprouts facing up.","Tígíthúkanía 30cm harí waru na úkíhanda rí, reke nguha irore igúrú."
"The furrow depth should be between 8 -12 cm, allowing a tuber population of 18,000 per īka.",Úriku wa mútaro úbatie gúkoruo 8cm-12cm
"The spacing makes it easy for you to scout for pests and diseases, harvest, and spray the farm.","Utígithúkanio úyú úteithagia híndí ya kúrora tútambi, mírímú, kúgetha na raithi kúhuhíra"
"It is also important to note that you should plant them in ridges with a height of 25 cm, making them easy to harvest.",He bata makíría kúhanda míkaro-ini na útígithúkanu wa 25cm níguo gútigíríra ní úragetha raithi.
"Also, the tubers have room for expansion.",Waru ukona handū cingítunguhíra.
"What is hilling, and why is it important in potato farming?",Kúoera tírí níkíí na wí bata úríkú úrímini wa waru.
Hilling involves mounding soil around the base of growing potato plants.,Gúthikíkíríra ní kuongerera tiri gítina ini kía waru
This practice is crucial for several reasons.,Gwika úú ní gwa bata níundu wa maundû matiganíte.
"It provides support to the plants, prevents greening of tubers by shielding them from sunlight, and encourages the development of additional tubers.","Ní úteithagia múmera gwitíra, kúgítíra warú kúgía rangi wa grini níundu wa ríua, na gúteithia waru iciare makíria"
"Hilling also aids in weed control and improves soil aeration, contributing to overall crop health and a successful harvest.",Makíría níitethagia kunyihia ria na kúreka tírí kúgía na ríera wega na úgúo múmera úgakúra wega na magetha makaingiha.
How many bags of potatoes can one īka produce in Kenya?,Ní míhuko ígana atía íngígethuo kuma íka imwe Kenya?
"Before setting up a potato farm, you need to identify high-yielding varieties.","Útanacagura múgúnda wa kúhanda,  úbatie wa mbere úmenye mútheba wa waru úría úciaraga múno"
"For example, the Sherekea variety produces 160 bags of potatoes per īka.","Harí múhano, múthemba wa Sherekea no úgethuo míhuko 160 harí o íka"
"Farmers can also use Kenya Mpya, which produces 140 bags per īka",Arímí no mahúthíre Kenya mpya  íría íngígethwo míhuko 140 harí o íka
What is the profit of growing potato in one īka farm?,Ní baita íígana atia harí íka thutha wa kúgetha waru
"Potato profit per īka is between Kshs 90,000 – 200,000.","Baita ya waru harí íka ni Ksh90,000_ 200,000"
It is impossible to estimate the actual profit per īka because there are alot of factors involved.,Ní harí hínya kúmenya baita harí o íka tondu ní maūndū maingí mahúthíkaga
One main factor that can determine the profit per īka is the variety.,Ūndū ūmwe úngíteithia kúmenya baita harí o íka ní múthemba úría múhande wa waru.
"For example, if you plant the Arizona variety, you can expect an average yield of 16 tonnes per īka.","Harí múhiano, Angikúria mútheba wa Arizona wa waru no útanye kegetha tani 16 harí o mwaka."
What is the estimate for growing shangi variety?,Thogora wa gúkúria warú wa shangi ní beca cigana hihi?
Shangi estimated potato farming costs are broken down as follows:,Thogora wa Úkúria wa waru wa shangi ni ta úú:
Production costs: 46.500 KSH,"Thogora wa Úkúria: 46,500"
"Land preparation: 11,500 KSH","Kúharíríria múgúnda: Ksh11,500"
"Fertilizer: 25,000 KSH","Bataraitha :Ksh25,000"
"Fungicides and insecticides: 27,000 KSH","Dawa cia tūtambi na fungi: Ksh27,000"
"Crop Management: 21,000 KSH","Gūthaitīra mīmera: Ksh21,000"
The cost can be higher or lower depending on several factors.,Thogora no ūkorūo wī igūrū kana thī kūringana na maudu matīganīte.
"For example, the prices can be higher if you include insurance costs.","Kwa mūhano rī, thogora no ūkorūo wī igūrū hanini angīkoruo niūrarīhīra kaba ya Insurance."
The costs will also be higher if you lease land in urban areas.,Thogora no ūkorūo ūri īgūrū ūngīkobora mūgūda taūninī.
How much is a 50kg bag of potatoes in Kenya?,Thogora wa waru kilo 50 nib mbeca cigana?
"A 50kg bag of potatoes retails for KSH 3,500, up from KSH 1,500 a month ago.",Kilo 50 ya warū īrauma 3500 kuuma 1500 mweri mūhītūku.
"That reflects a rise in prices per 50kg unit of KSH 2,000, with dealers expressing fears that a supply shortage may further push up the prices as year-end festivities start","Ugūo nī kuuga atī ni ksh2000 kwabatīra gwa thogora,Ojorithia mena hahū tondū thogora ūyū no wabatīre twakuhīrīrīa maaburaīnī ma mathigūkū"
How much is a bucket of potatoes in Kenya?,Hihi baketi ya waru nī mbeca cigana Kenya
"10kg bucket at KSH 450/- 20kg bucket KSH 800/- 70/90 kg bag KSH 3,500/-","10kg nī ksh450, 20kg nī ksh800, mūhuko wa 70/90kg ni ksh3500"
How to control late blight disease in potatoes?,Mūrīmū wa baa kana heho ūgīragīrīrio atia?
The best way to control this disease is to use fungicides.,Njīra īrīa njega makīria ya kugīrīrīa mūrīmū uyu ni kwaria na ataaramu a ūrīmī.
Its application should be based on the advice of an agricultural officer.,Mītaratara ya urīmi wagūo ūbatiī kuma kūrī abītha a ūrīmī
"In addition, spraying should only be done when the plants are at least 10 cm tall.","Gūkīrī ouguo rī, kūhuhira mīmera kūbatiī gūkoruo mumera wakinyia 10cm"
"However, spraying should be done after symptoms are identified if the tuber variety is late blight disease resistant.","O na kũrĩ ũguo,kũhũũra dawa nĩ wagĩrĩirũo nĩ gwĩkwo thutha wa kuonania atĩ kũrĩ na mĩrimũ wa late Blight"
"When spraying a fungicide, ensure you spray on the underside part of the leaves",ūkīhuhīra fungicide tīgīrīrs urahuhīra mwena wathī wa mahuti
How to control early blight disease in potatoes?,Mūrimu wa baa harī waru ungī īthemwo atīa?
"Early blight disease can be controlled by prism crop rotation, using suitable seed varieties, rouging, and proper sanitation.","Mũrimũ wa thithino no ũhote kũgirĩrĩrio na njĩra ya gũcenjia mĩmera, kũhũthĩra mbeũ cia mĩthemba ĩrĩa yagĩrĩire, na kũhũthĩra njĩra njega cia gũtheria."
"In addition, farmers can also use systemic chemicals or contact fungicides to prevent the disease from spreading.","Oūgūo rī, arīmi no mahūthīre njīra cia kīīriu cia kūgitīra guthegea kwa mīrimū"
How to control bacterial wilt in potatoes?,Mūrīmū wa bacteria wilt ungīgirīrīrio guthegea atia harī waru?
"Though bacterial wilt has no known chemical control measure, farmers are encouraged to implement integrated disease management practices.","onangīkorūo gūtīīrī dawa yūikaine ya kugīrīrīa gūthegea kwa bacteria wilt harī warū rī, arīmī nīmarahoywo, kūhūthīra njīra īrīa ciuīkaine cia kugīrirīa guthegea kwa mīrīmu"
"These practices involve planting healthy seeds, using disease-resistant varieties, and practicing crop rotation.","Njīra īcī nī hamwe na, kuhada mbeu cīa mūthemba mwega irīa cīngītīria mīrīmū na kuhada mīmera ngūrani muganda o kīmera"
How to control the black scurf disease in potatoes?,Mūrīmū wa black scurf ungīgīrīrīrio atīa hari waru
"One way to control the disease is to practice crop rotation, using non-host crops, using certified seeds, treating certified seeds before sprouting, and not planting in waterlogged soil.","Njira imwe ya kūgīrīrīrīa mūrīmū ūyu ni hamwe na kuhada mīmera ngūrani mūgūda o kīmera, kuhuthīra mīmera atarī mīrwaru, kūhūthīra mbegū hetūkie, kūrīgīta mbegū hetūkie cītanaruta nguha na kwaga kūhada kūria tīri wina maaī maingī."
"Farmers should not deep sprouted tubers in chemicals, as these can cause damage.",Arīmī matibatīe kūrida nguha dawa īnī iria cīīna thūmu. Gwīka ūguo no gūtūme cithūke.
How to control blackleg and soft rot disease in potatoes?,Njira cia kugīrirīria mīrīmu ya blackleg na soft rot harī waru nī īrīkū
The blackleg disease can be controlled using fungicides and by planting certified seed varieties.,Mūrimū wa blackleg no ūgitīruo ūkīhuthīra dawa cīa fungicide na kūhada mbeū īrīa cīītīkīrītio
Farmers are also advised to be careful when weeding to avoid tuber injury.,Arīmī nīmaratarūo kūmenyerera makīrīmīra nīgūo kūgīrīrīria gūthūkia mīrī.
"Potatoes should also be grown using the correct spacing, and furrow irrigation should be avoided.","Warū nīcībatiī gūkūrio wega ūkīrūmīrīra ūtīganu ūria ubatīe, gūkū ūgithema kurīma na maaī na njīra cia mītaro."
How to control mosaic virus in potatoes?,Njīra ya kūgītira mūrīmū wa Mosaic vīrus nī īrīkū?
The best way to control the mosaic virus is to use good-quality seeds and rouging when there are symptoms.,"Njīra īrīa njega ya kugīrīrīria mūrimu wa Mosaic vīrus nī kūhūthira mbeu iria hetūkie, na gūcīthaitīra rīrīa darīrī cīa mūrimū uyu cīeyumīria"
"Also, potato farmers should remove and destroy affected plants.","Harī ūguo rī, mūrīmi nī abatie kweheria mīmera īrīa īgūmīiruo nī mūrimū uyū"
How to control aphids on a potato farm?,ūme ungīgirīrīrio atia harī mūgūda wa waru?
"The best way to control aphids is to practice proper field sanitation, such as good waste management and rouging.",Njīra īrīa njega makīria yakugīrīrīa ūme nikūrora ūtherū wa mūgūda ta gūtigīrīra ūtei mwega wa gīko.
Farmers are also advised to use pesticides while wearing protective clothing.,Arīmī nao nīmaratarūo kūhūthīra dawa cīa tūtambi na gūikīra ngūo īrīa ciramagītīra.
They are also encouraged to practice pre-sprouting to accelerate the growth of tubers.,Orīngī nīmarataruo kūrida waru wao nīgūo kūhanyūkia kumera kwa nguha
How to control cutworms?,īgūnyo cīa ngūnga cīngīnyihio atīa?
Cutworms can either be controlled by using systemic insecticides or contact insecticides.,Ngunga cingīgirīrīo na dawa cīa tūtambī
Spraying should be done after you notice beetles or cutworms consuming foliage.,Hūra dawa onarua ungīona nding'oing'o na ngūnga ciatharīkīra mīmera yaku.
Another pest that you need to know about is the potato tuber moth.,Mutheba wa tūtambī ungī harī waru ni potato tuber moth.
This pest attacks potatoes while they are in the field and storage.,Tūtambi tūtū tutharikagīra mīmera ī mugunda kana thitoo.
They create burrows through the stems exposing the plant to bacteria and viruses.,īthegethaga mūkorīni na gutuma mūmera ūnyitūo nī bakterīa.
How to grade and sort potatoes?,Warū cīthuragūo na kūgrīdūo atīa?
"Before storing potato, misshapen, diseased and damaged tubers should be removed to avoid losses in storage due to rotting.","ūtanaiga warū waku rī, thūra iria dwaru na thūkangie nīgūo kūgīrīrīria kūbūtha ."
"Potato are graded into three sizes depending on the diameter: Large or ware (greater than 55mm), medium (25-55mm) and smallest or chatts (less than 25mm).","Warū cīthuragūo harī thaithī ithatu kurīngana na warīe: Nene(makīrīa ma 55mm), gatagatīini ( 25mm -55mm), nini ( thī wa 25mm)"
Keep ware tubers in a cool dark well aerated store to prevent greening.,"Iga waru handū hahehu hena nduma, na rīera rīīngī nīgūo kūgīrīrīria gūcejia rangī na kūgīa wa grini."
"Potato can be held in sacks for short periods (up to 1 month) but for longer periods, wooden crates are preferred.","Waru no ciguo na makūnia gwa kahida kanini( Nginya mweri umwe) no harī kahinda karaya rī, īrītī cia mbaū ñī njega makīria na kūiga waru."
How can I protect my potato crop from pests and diseases?,Ingīgīrīrīria atīa waru cīakwa kūmana na tūtambi na mīrīmū.
Implementing integrated pest management practices is key to safeguarding your potato crop.,Kūhūthīra njīra cīa kūgītīra tūtambi ni njega makīrīa na kūmenyerera mīmera yaku.
Regular scouting for pests like aphids and Colorado potato beetles is crucial.,"Kūroora mūgūnda waku mahinda kwa mahinda nīgūo kumenya tūtambī ta ūme, Colorado na nding'oing'o cia waru he bata mūno"
Utilize natural predators and organic pesticides to control pest populations.,Hūthīra njīra na dawa cīa kīmerera kūnyihia namba ya tūtambi.
"Additionally, selecting disease-resistant potato varieties and practicing crop rotation help mitigate the risk of diseases, ensuring a healthier crop.","Harī oūguo rī, ūthuri wa mbeu īretiria mīrīmū, kūhada mīmera ngūrani mūgūda o kīmera ni gūteithagia kūnyihia gūthegea kwa mūrimū na ūgūo kūgīa mīmera mīega"
What are the tips for disease management?,Nī hitho īrīkū cīa kūgīrīrīria mīrīmū?
Use recommended pesticides Use tolerant and resistant varieties.,Hūthīra dawa cia tūtambi īria ciedekithitio na kūhada mītheba ya mīmera īrīa īngītiria mīrimū.
Practise crop protection.,Menyagīrīea mīmera yaku
Plant healthy and certified tubers.,Hada mbeū iria ciedekithitio
Ensure field sanitation.,"Tīgīrīra mūgūnda waku nī
 mutheru"
Ensure timely and proper weed control.,Rīmīra mūgūnda īhīnda rīrīa rībatiī
Ensure adequate spacing.,Tīgīthūkanīa wega mīmera yakū
Plant early.,Hada gatene
Ensure proper crop nutrition,"Tigīrīra niwahe mīmera īrio irīa ībatiī
 nigūo gūkūra wega"
How are fungal diseases controlled in potatoes at the time of planting?,Mīrīmū ya fungī waruini īngīgirirīrio atia mahida ma kūhada
"To control fungal diseases on seed tubers, they should be dipped in a solution containing 2 to 3 g fungicide/L of water prior to any sunlight treatment;","Nīgīo kūgirīrīria mīrīmū ya fungal waruini, wagīrīrīrio kurīnda waru cīaku dawaini ya 2-3g harī rita 20 cia maaī, mbere ya kūrigita na rīua"
"If cut tubers are used, they should follow the given treatment methods:","Koruo ni waru ūrahūthika, fuatīīrīra mītaratara īrīa īheyanītuo."
"When cutting, the knife or sickle should be sterilized between every cut by dipping in hard alcohol or a fungicide solution.","Ukīrenga rī, tigīrīra nīwathabia kahīu na kang'eri gaku wega na dawa ya kūūraga jamuthi."
"Otherwise, the cut seed tuber can easily spread diseases to other tubers.",Warū urīa mūteme no ūtambie mūrimū narūa kūrī waru iria ingīa.
"After cutting, seed tubers should either be rubbed with ashes or Bordeaux mixture to avoid infection of the freshly cut part,and placed in the shade for 2 to 3 days.","Waru ūngītemwo rī, ūbatiī kūhakwo mūhu kana mūtūkanio wa Bordeaux nigūo kūgirīrīria gūtaba kwa mūrimū kūrī warū ūngī na thutha ucio kūiguo hadū hena kīruru harī thikū 2-3."
What are some of the diseases that affect potato production in Kenya?,Nī mīrimū īrīkū ūgīragīrīria ūkūria wa waru Kenya
"Potato Mosaic Virus X, S and Y;Potato Leaf Roll Virus;Bacterial Wilt;Fusarium dry rot;Stem canker;Early blight;Late blight;","Mīrīmū īno nī hamwe na, Potato Mosaic Virus X, S and Y;Potato Leaf Roll Virus;Bacterial Wilt;Fusarium dry rot;Stem canker;Early blight;Late blight;"
What are the symptoms of bacterial wilt?,Ni darīrī īrīkū cia Bacteria wilt?
Plants display sudden wilting and drying in the field even during wet periods.,Mīmera nī īhothaga na īgathira o na hīndī īrīa kūrī na mbura.
"In rapid disease development, entire plants wilt quickly without yellowing.","Mīrimū īngīthiī na mbere na ihenya, mīmera yothe nī īūragaga na ihenya ītarī na rangi wa rangi wa ndathi."
"Sections of diseased plants may wilt completely and dry up, while the remainder of the plant appears healthy;",Icunjī cia mīmera īrīa īrī na mīrimū no ithūke biūna ciūmagare hīndī īrīa mīmera īrīa īngī īkoragwo īrī mīega;
"Leaves become yellow at their bases, then the whole plant wilts and dies.","Mathangū magatuīka ma rangi wa ndathi mūthingi-inī wamo, na thutha ūcio mūtī wothe ūgaitīka na ūkue."
When stems are cut a brown coloured ring will be visible.,"Hīndī īrīa mīmera ītinatio, mūbira wa rangi wa burauni nī ūkuoneka"
"When a tuber is cut in half, black or brown rings will be visible.","Rīrīa ngigī īrarutwo icunjī igīrī, nī ūkuona mībira ya rangi mweru kana wa burauni."
"If left for a while or squeezed, these rings will exude a thick white fluid.","Tūngīmatiganīria kwa ihinda kana tūmahingīrīrie, tūhengereta tūu no tūtheremage kīndū kīrūmu kīerū."
"Fluid exudes from tuber eyes, which results in soil sticking to tuber eyes when crops are harvested.",maaī marīa maumaga maithoini ma waru nīmatūmaga tīīrī wīnyitīīrīre nagūo doro īkagia.
What are the symptoms of blackleg/soft rot in potato production?,Nī maūndū marīkū monanagia atī waru nī irūaga na ikagīa na kīronda?
The disease begins with yellowing and upward rolling of leaflets which eventually wilt and die.,"Mūrimū ūcio wambīrīria na kūgīa na mathangū ma rangi wa ndathi na magathiī na igūrū, na thutha-inī magathiī kūbutha na gūkua."
What are the symptoms of Potato Leafroll Virus,Hihi nī maūndū marīkū monanagia Mūrimū wa Potato Leafroll Virus
"In primary infections, symptoms first appear at the top of the plant where the leaves roll inwards and turn pale yellow, some may develop yellow margins.","Thīinī wa mīrimū ya mbere, mīrimū īonekaga kīambīrīria-inī kīa mūtī ūcio harīa mathangū mathiaga na thīinī na magatuīka ma rangi wa ndathi, mamwe no makūre na mathangū ma rangi wa ndathi."
"In secondary infections, the entire plant is affected all the leaves roll inwards, especially at the base of the plant.","Thīinī wa mīrimū īngī ya thutha-inī, Mūtī wothe nī ūhutagia mahūa mothe magathiī na thīinī, na makīria mūthingi-inī wa mūtī."
Symptoms appear 2 to 3 weeks after crop emergence.,Mīrimū īyo yonekaga thutha wa ciumia igīrī kana ithatū kuuma rīrīa magetha maambīrīirie kuoneka.
How can I store harvested potatoes to ensure their longevity?,Ingīiga waru iria ciarutītwo atīa nīguo itūūre ihinda iraya?
Proper storage is vital for preserving the quality of harvested potatoes.,Kūiga irio wega nī kwa bata gūtigīrīra atī indo iria ithondeketwo waru iria igethetwo.
"Store potatoes in a cool, dark place with good ventilation to prevent sprouting and greening.","Iga waru ciaku hadū hahehu, hatarī ūtheri na haria rīera rīracera wega nigūo kugīrīrīria kuma nguha na gecejia rangi wa grini."
"Avoid storing them near onions, as both release gases that can accelerate spoilage.",Wītheme kūiga waru hamwe na itūngūrū tondū nīīrutakaga rīera rīrīa rīcungagīrīrīa gūthuka
"Regularly inspect stored potatoes, removing any showing signs of decay.",Thūrimaga kaingi waru ciaku iria wīigite nīguo kūeheria iria mbuthu
Following these guidelines ensures your harvest stays fresh for an extended period.,"ūgīfuatīīrīra mītaratara īno rī, tīgīrīra magetha maku nimathaitīre wega gwa kahinda karaya"
What are some of the value addition strategies in potato seed production?,Nī njīra irīkū cingīhūthīka kuongerera ūciarithanio wa mbegū cia waru.
"Value Addition Techniques in potato production include Cleaning, Sorting, Grading, & Processing","Njīra cia kuongerera ūciarithanio wa waru ni hamwe na, guthambia, guthura, kūgredī na gūthīa."
What are the possible value addition options for irish potatoes?,Nī njīra īrīkū cīa kuongerera ūgacīru wa waru.
The extent of potato development and the benefits derived for potato producers will depend directly on the conditions of the export and in-country market,Wega wa ūkūria na ūtheremu wa ūkūria harī aciarithanī a waru nī īrīnganaga na thoko cia naja na cia būrūri.
When is the highest post harvest losses in potato experienced?,Nīrī kūrī hathara makīria thutha wa magetha ma waru?
"The hotspots for potato Post-Harvest Losses (PHL) are during harvesting, sorting/grading, and storage","Maundu marīa macungagīrīria hadhara nyingī thutha wa magetha ma waru ni kūgetha, gūthūra, na kūiga waru"
What are the Potato varieties in Kenya?,Nī mīthemba īrīkū ya waru īrī Kenya?
"Kenya offers a range of potato varieties, each with its unique characteristics.","Kenya īkoragwo na mīthemba mīingī ya waru, o īmwe na ngumo yayo ya mwanya."
"Varieties like Shangi, Dutch Robjin, and Tigoni are well-suited to different regions and climatic conditions.","Mīthemba ta Shangi, Dutch Robjin, na Tigoni nī īhūthagīrūo kūndū kūingī na kūndū kwi rīera ngūrani"
The registered number of potato varieties in Kenya stands at 56 and is increasing as more players come into the market.,Namba ya mīthemba ya waru īrīa īandīkītwo Kenya nī 56 na nī īrathiī īkīongererekaga o ūrīa andū aingī marokaga thoko-inī īyo.
What potato varieties are best suited for farming in Kenya?,Nī mīthemba īrīkū ya waru īrīa yagīrīire mūno kūrīma būrūri-inī wa Kenya?
"In Kenya, several potato varieties thrive in different regions and climates.",kenya rī mīthemba mīīngī ya waru īkuraga kūndū kūingī na kwīrīera ngūranī
"Popular choices include Shangi, Dutch Robin, and Tigoni. Shangi is well-suited to higher altitudes, while Dutch Robjin and Tigoni perform excellently in various regions.","Iria ikoragwo na ngumo nī ta Shangi, Dutch Robin, na Tigoni. Shangi nī īhūthagīrūo kūndū kūrīa kūraihu mūno, nayo Dutch Robin na Tigoni nīciakaga kūndū ngūrani."
It's crucial to select varieties based on your specific location and altitude to optimize yield.,Nī ūndū wa bata gūthuura mīthemba īringaīne na kūrīa ūikaraga na ūriku nīguo ūhote kūgīa na maciaro maingī.
What are the features of asante potato variety?,Nī maūndū marīkū magwetetwo megiī mīthemba ya waru ya Asante?
"The Asante potato variety yields 14,000-18,000 kg per īka.","Mūtararīko wa waru ya Asante ūciaraga kilo 14,000-18,000 harī acre īmwe."
It matures in 3-4 months from planting.,īkūraga thutha wa mīeri ītatū nginya īna kuuma rīrīa yahandwo.
Its tubers are round with smooth pink skin.,Mīmera yayo nī ya kībungo na īrī na rangi wa gakarakū.
"Its optimal growing region is areas between 1,800-2,600 meters ASL.","Mūgūnda ūrīa mwega mūno wa kūhanda nī kūndū kūrī na ūraihu wa mita 1,800-2,600 igūrū rīa thī."
"The stems are medium, and its tubers have a high dry matter content.","Mītī īyo nī ya gatagatī, na mīri īkoragwo na kīndū kīūmū mūno."
"It is best for making chips, mashing, roasting and baking. This seed is tolerant of late blight disease.","Nī mwega mūno harī gūthondeka chips, gūkīma, gūcinwo na kūruga. Mbeū īyo nī īhotaga kūhiūrania na mūrimū wa mbaa"
What are the features of annet potato variety?,Nī ngumo irīkū cia mīthemba ya waru ya annet?
Annet variety grown in Medium to high altitude of 1300-2000 M.A.S.L.,Mūtararīko wa Annet ūrīa ūkūragwo kūndū kūrīa kūraihu mūno ta mita 1300-2000 igūrū rīa thī.
"It does well in areas such as Nyandarua, Kiambu, Nyeri, Laikipia, Meru, Nakuru, Bomet, Narok, Kwale, Nandi, Kisii, Kericho, Elgeyo Marakwet, Uasin Gishu, Trans-Nzoia, West Pokot, Taita Taveta and Cherangani hills.","īkoragwo na ūgima mwega icigo-inī ta Nyandarua, Kiambu, Nyeri, Laikipia, Meru, Nakuru, Bomet, Narok, Kwale, Nandi, Kisii, Kericho, Elgeyo Marakwet, Uasin Gishu, Trans-Nzoia, West Pokot, Taita Taveta na irīma-inī cia Cherangani."
Maturity period: Early (≤ 3 months). Yield potential: Medium (12-14 tons/īka).,Ihinda rīa kūhītūka: thī kana ūiganaga na mīeri ītatū. ūhotani wa kūruta mbeca: ūritū wa gatagatī (12-14 tonnes/acre).
"Tuber features: Round shaped, Deep eyes, Smooth yellow skin (red blotched), Yellow flesh Tuber dormancy: Long (2 Months).","Ngumo cia mĩmera:  Ĩkoragwo na mũhianĩre wa kĩbungo, maitho mariku, ngothi ya kĩrũrũ nyoroku, (na irema cia rangi mūtune), Rangi wa ngoikoni harī waru mweru. Kwa ihinda iraya (mieri ĩĩrĩ)."
Annet grows tall (about 1m in height) with strong stems and light green medium sized leaves.,Mūtheba wa Annet ūkūraga ta ūraihu wa mita īmwe(1m) wīna mīkorī īna hinya na mathangū ma grini hūthū ya thaithi ya gatagatīini.
It flowers moderately and the flowers are white.,īkoragwo na mahūa ma rangi mwerū.
Disease resistance/tolerance: Annet is tolerant to Late blight. Seed producer: KALRO Tigoni.,Kūhiūrania na mīrimū: Annet nī īhotaga kūhiūrania na mūrimū wa mbaa Mūrīmi wa mbegū: KALRO Tigoni.
What are the features of arizona potato variety?,Nī ngumo irīkū cia mīthemba ya waru ya Arizona?
Arizona variety is suitable for all potato-growing areas and can also grow in altitude of 1300- 3000.,Mūtararīko wa Arizona nī wagīrīire kūndū guothe kūrīa gūkūraga waru na ningī no ūhote gūkūra irīma-inī cia 1300- 3000.
Maturity period: Early (16.19 tons/īka).,Ihinda rīa gūkūra: Kīambīrīria (16.19 tons/acre).
