English,Kikuyu
• Affected plants wilt abruptly and die or topple over as heads enlarge,Mūmera ūrīa wīna mūrimū ūyū no kūūma ūmaga kana ūkahoha o ūrīa ūrakūmba.
How do I control  black leg(Dry rot canker)?,Ingihota atīa kūgirīrīria mūrimu wa black leg (Dry rot canker)?
Use of certified seed,Hūthīra mbegū iria hetūkie.
• Field sanitation (hygiene),Theria mūgūnda.
• Crop rotation for 1-2 years,Garūra mīmera īrīa ūrahanda thutha wa mwaka ūmwe nginya īrī.
• Good drainage,Mūgūnda gūikūrūkia maaī wega.
• Diseased plant parts should not be fed to animals if manure is to be used on fields,Matigari ma mĩmera ĩrīna mĩrimū matikaheo mahiū angĩkorūo thumu wa mo nīūkahūthīka mĩgūnda-inĩ.
• Ploughing,Kūrīma
• Application of Iprodione (ROVRAL 250 FLO ®) (spray on the base of the plants. Do not apply more than twice),Huhīra mūmera dawa ya iprodione(ROVRAL250 FLO®) harīa gītina-inī na ndūkahuhīre makīria ma maita merī
What are the symptoms of ring spot in cabbages?,Ndariri cia mūrimū wa ring spot nī irīkū?
This is a seed borne fungal disease,Ūyū nī mūrimū ūtambagio kūhetūkīra mbeū-inī na ūrehangwo nī fungi.
• Spread by wind or use of compost made from infected crop residues.,Ūtambagio nī rūhuho kana thūmu ūthondeketwo na matigari ma mīmera mīrwaru.
This is a seed borne fungal disease,Ni mūrimū wa mbegū ūria ni fungal
• Spread by wind or use of compost made from infected crop residues.,Ūtambagio nī rūhuho kana thūmu ūthondeketwo na matigari ma mīmera mīrwaru.
Circular brown grey spots on the leaves which are often bordered by a green margin and with black – specked concentric zones,Tūmaroro twa tūthiūrūrī tūtune tūhana kīmuhu na mīthia ya mathangū īgakorwo īīgreen
How do I control ring spot in cabbages?,Ingihota atīa kūrūa na mūrimū wa ring spot mboga-inī?
Use of certified seeds,Hūthīra mbegū iria hetūkie.
• Crop rotation for at least 2 years,Handa mbegū ngurani kwa ihinda rītanyihīire mīaka īrī
"• Use of fungicides, such as – Tebuconazole (ORIUS 25EW, WARRIOR 25EW ) A Cabbage leaf infected with • Maintain field hygiene","Huhīra dawa cia kūūraga fungi ta Tebuconazole (ORIUS 25EW, WARRIOR 25EW ) na wūige mūgūnda ūrī mūtheru."
What are the symptoms of altenaria leaf spot?,Kīonereria kīa Alternaria leaf spot nī kīrīkū?
"A fungal disease that can severely damage cabbage if uncontrolled.Initial symptoms are small, circular dark spots on older leaf surfaces",ūyū nī mūrimū wa fungal na nīūthūkagia kabici muno ūtangīthaitīrwo tene(dariri cia mūrimū ūyū cia mbere nītūmaroro twa tūthiūrurī mahuti-īnī marīa makūrū
"• As the spots enlarge, concentric rings develop within lesions surrounded by a yellow halo",ūria tūmaroro tūtū tūratherema noguo centric rings cithiaga na mbere na gūtamba na īkarehe rangi wa yellow
"• The lesions eventually fall out, producing a hole or under wet conditions, may be covered with masses of black spores",Tumithia tūu tūcokaga kugūa na gūtiga irima kana rungu rwa ithangū gukurwo rīrī rīigū.
"• In storage, spots enlarge and soft rot bacteria may enter lesions",Haha nīho bacteria cīingagirira
How do I control alternaria leaf spot?,Ingihota atīa gūthaitīra mūrimu ūyū wa Alternaria leaf?
Use disease free transplants,Merithia mīmera ītarīna mīrimu
• Remove infected plant debris or destroy it after the season,"Angīkorwo kīmera kīhūtūku kīrarī na mūrimu ūyu, ūte matigari mothe."
• Crop rotation,Handa mbegū ngurani.
What are the symptoms of bacterial soft rot?,Kīonereria kīa Bacteria soft Rot
It is a soil borne disease,ūyū nī mūrimū wa tīīri
• High temperature (32 – 33 0C) favour disease development,Kūndū kwīna ūrugarī wa digirii 32-33 nīūgūmagīrwo nī mūrimū ūyū muno
• The disease is spread rapidly by rain splash on lower leaves,Mūrimū ūyū utheremagio makīria nī matata ma mbura
• It is mainly a post-harvest problem.,Mūrimū ūyū ūkaga mūno thūtha wa kūgetha
The head becomes soft and has watery rot which develops an offensive smell,Tūongo nītūbuthaga na tūkagīa maaī marīa manūngaga ūru mūno
"• When the stem of the affected plant is cut, a very bad smell is generated",Rūhonge rwa mboga īno rūngītemwo nīūkoragwo na mūrukī mūūru
How do I control bacterial soft rot?,Ingihota atīa gūthaitīra mūrimu ūyū wa bacteria soft rot?
Maintain field hygiene,Gutheria mūgūnda
"• Crop rotation with legumes, cereals",Kūhanda mīmera ngurani ta waru na mbembe na mboco
• Avoid harvesting when it is wet,Ndūkagethe mīmera yaku hīndī ya mbura
• Remove from the field or plough crops deeply immediately after harvesting so that the residues decompose as quickly as possible,Warīkia kūruta magetha maku mugūndainī hurania tīri wega gūtigīrīra mīri ya mīmera īria īrari ho nīyauma na kūbutha biū
"• Handle produce carefully and store in a cool, well ventilated area",Thaitīra magetha maku wega na ūmaige handū hena rīera wega na hatarī haigū
• Foliar sprays with copper based fungicides such as Copper Oxychloride 50% metallic copper (COBOX 50 WP®) and (ISACOP®) at early stage of head formation,"Huhīra mūmera na foliar na dawa irīna fungicide ta copper Oxychloride 50%, metallic copper (COBOX 50 WP®) na (ISACOP®) hīndī īria mūmera ūraambirīria kūūngania tūongo"
• Use of bactericide such as Bronopol 27% w/w (ENRICH BM),Hūthīra bactericide ta Bronopol 27% (ENRICH BM)
What are the symptoms of clubroot in cabbages?,Kīonereria kīa Clubroot ūrimi -inī wa kabici
"Galled roots often invaded by secondary rot organisms, such as soft rot bacteria resulting in rapid decay of roots",Mīri kūongerereka na kūora
• Fungus persists as thick walled viable spores for over 10 years,Njamuthi mūthemba ūyū wa fungi no cikare irī muoyo gwa kahinda ta ka mīaka ikūmi.
"• Fungus dispersed by surface water, movement of infected plant or soil.Extensive galling, swelling and distortion of roots",maaī nīmeheragia fungus īno īgumīire mūmera na yarīkia kūgua tīri-ini mīri īkaimba na kūora
How do I control club rot in cabbages?,Ingīhota atīa gūthaitīra mūrimu ūyū wa club rot
Crop rotation,Kūhanda mīmera ngurani
• Field hygiene,Gutheria mūgūnda
• Lime application creates soil condition unfavorable for spore formation,ni gūtūmaha tīri ūkorwo na ikīro irīa ciagīrīire kūrima.
How do I ensure low pests and diseases effects in cabbage production?,Ingīhota atīa gūtigīrīra atī mīrimū na tūtambi tūtiragūmīra kabici ciakwa
Use of pest resistant varieties:Row covering of seedlines with nets:,Kūhanda mbegū cia kabici īria ingīgitia mīrimu na tūtambi
How does crop rotation assist in ensuring low pest and diseases on my farm?,Kūhanda mīmera ngūrani gūteithagia atīa harī gūthaitīra mīrimū na tūtambi mūgūnda -inī wakwa
Do not plant cabbages more than once every 3 – 4 years in the same field.,Ndūkahande mboga mūgūnda -inī makīria ma rita rīmwe harī mīaka īna
"This will minimize the risk of fungal and bacterial diseases such as bacterial black rot and fungal diseases such as downy mildew, powdery mildew, white rot and damping off",Gwīka ūū ni kūnyihagia mīeke ya bacteria na fungal īrīa īrehaga mīrimū ta black rot downy gūtherema
How does soil solarization control pests and diseases in cabbage production?,Hīndī īria wahurania tīri wega na kūwotithia riūa gūteithagia atīa gūthaitīra mīrimū ya kabici
This involves preparing land to a fine tilth so as to expose soil to the sun for one month during the hot season.,ūū nīkūharīrīria mūgūnda na njīra ya kūhurania tīri gūtigīrīra atī rīūa nīrīrakinyīra tīri wothe kwa ihinda rīa mweri ūmwe
"This helps to control soil borne pathogens, soil insects, weeds and root-knot nematodes.","ūū gūtigīrīra atī mīrimū īrīa yumanaga na tīri, ria na tūtambi twa tīīri -inī niyaga kamweke"
Why is crop monitoring important in cabbage production?,Hīndī īria ūrathingatīra ikīro cia ūrīmi wa mboga gūteithagia atīa?
Cabbage crops should be monitored for pests and diseases every week.,ūrīmi wa mboga ūthingatagio oo kiūmia
This is especially important during the early stages of growth when cabbages are susceptible to pests and diseases.,ūndū ūyū nīwa bata mūno makīria wiki cia mbere cia ūkūria wa mboga tondū rīu nīrio ihinda rīrīa mboga īgūmagīrwo nī mīrimu muno
"Consistent monitoring enables a swift and effective response should an outbreak occur, which will minimize crop damage and expense",Hīndī īrīa mūrīmi arathingatia ūrīmi wake ūria kwagīrīire nīahotaga gūthaitīra mīrimu ītanatherema ūū gūtigīrīra atī nīanyihia mahūthīro na gīkīro kīho
What are the pests that attack cabbages at seed stage?,Nī tūtambi tūrikū tūgūmagīra mbegū cia kabici cīrī nini citanahandwo.
Ants and wireworms are among the most difficult insects to control and may be very destructive by feeding on both seeds and seedlings.,Thuraku na mūgagaca nīcīo cīgūmagīra kabici rīrīa īī mbegū ona yarīkia kūhandwo na tīraithi gūcinina
"Planter box insecticide seed treatments will reduce damage to the seeds, but will not protect seedlings",Dawa ya planter box nīīteithagia mbegū kuumana na thuraku na mūgagaca no hīndīīria ciarīkia kūhandwo dawa īno ndīngīteithia
What are the pests that attack cabbages at seedling stage?,Nītūtambi tūrīkū tūgūmagīra kabici?
Cutworm,Cutworms
• Aphids,Ūme
• Diamondback moth,Diamond back moth
• Flea beetles,Flea beetles
• Whiteflies,Ihuruta njerū
• Cabbage root maggot,Cabbage maggot
What are the pests that affect cabbages at vegetative stage?,Nī tūnyamū tūrīkū tūgūmagīra kabici rīrīa īreyūmba gūtuika mboga??
* Cabbage head caterpillar,Cabbage head caterpillar
* Cabbage looper,Cabbage looper
* Cabbage webworm,Cabbage webworm
* Flea beetles,Flea beetles
* Diamondback moth,Diamond back moth
* Spider mites,Mbūmbūī ya mboga
* Cabbage white butterfly,Īhuruta cia kabici
What are the pests that affect cabbages at maturation stage?,Nī tūnyamū tūrīkū tūgūmagīra kabici rīrīa yarīkia gūkūra?
• Cabbage root maggot,Igunyū iria ibuthagia kabici.
What kind of damage does aphids cause on cabbages?,Ūme ūthūkagia kabici atīa?
Both the nymphs and the adults pierce the plant tissues to feed on plant sap.,Tūtambi nī gūtheca tūthecaga mboga nīgetha tūhote kūnyua tūmaaī tūu tokaragwo thīini
The infected leaves become severely distorted when the saliva of aphids are injected into them.,Mahuti marīa mathecangītwo nī tūtambi nī kūbutha maambagīrīria kūbutha hīndī īria mata macio maingīra mahuti -ini.
Heavily infested ones will turn yellow and eventually wilt because of excessive sap removal.,macokaga magacenjia rangi maagatunīha na magekūnja nī ūndū wa kūhihwo tūmaaī mūno nī tūtambi
"The aphids’ feeding on the plant causes wrinkling and cupping of leaves, defoliation, and stunted growth.",Tūtambi tūtū tūrīaga mūmera ūyū ūguo mahuti makaambirīria kūgua na mūmera ūkahoha
Aphids produce large amounts of a sugary liquid waste called honeydew.,Tūtambi tūtū nī tūrūtaga tūmaaī twīna cukari mūingī mūno tūrīa twītagwo honey dew
"A fungus, called sooty mold, grows on honeydew deposits that accumulate on leaves and branches, turning leaves and branches black.",Fungus ītagwo sooty mold nī īkūraga handū haha na kwa ūguo īgatherema nginya mahutiīnī na īgatūma mathangū hamwe na honge kūira.
The appearance of a sooty mold on plants is an indication of an aphid infestation.,Kūira kwa honge na mahuti nī kīonereria gīa tūtambi
How do I control aphids on cabbages using cultural methods?,Ingihota atīa gūthaitīra tūtambi na njīra cia kīmerera?
Control and kill ants.,Kūūraga thuraku
Cultivate and flood the field.,Kūhurania na gwīkīra mūgūnda maaī maiganu
This will destroy ant colonies and expose eggs and larvae to predators and sunlight.,ūū nī gūtumaga matumbī ma tūtambi Kuora
Ants use the aphids to gain access to nutrients from the plants.,Thuraku cihūthagīra tūtambi gūkinyīra irio kabici-inī
2. Avoid using heavy doses of highly soluble nitrogen fertilizers.,2. Ndūkahūthīre bataraitha īna nitrogen nyingī
"Aphids love tender, juicy leaves.",Tūtambi mūthemba wa ūme twendete mathangū marīa mena maaī maingī
Practice split application: during seedling and flowering stage.,Handa mīmera yaku īraihanīrīirie
"3. Intercrop with onion, garlic, spider plant, coriander.","3. Handanīria mboga na indo ta gītungūru,saumu, spider plant na ndania"
5. Plant in a well prepared fertile seedbed to promote crop vigour.,5. Handa mbegū mūgūnda-inī mūnoru nīgūo ūkūre ūrī na hinya.
6. Keep the fields free of weeds and alternative hosts such as wild mustards.,6. Theria mūgūnda na mīmera yoothe īngīhitha tūtambi
"7. Manage the field to favour natural enemies such as lady bird beetles, hover flies and Aphids.",7. Tigīrīra atī mūgūnda waku wīna īndo īria ciingataga tūtambi
8. Encourage growth of milkweed within the field. Milkweed is a host of other types of aphids which are natural enemies,8. Tigīrīra mūgūnda waku wīna ria mūthemba wa milkweed. Milkweed īkoragwo gīikaro gīa tūtambi mūthemba ūrīa ūrī ūguni nīūndū nī thū ya tūtambi tūrīa tūthūkagia kabici.
9. Mulch with wheat straw or clear/transparent polyethylene sheet as reflectors of UV light discourage aphids from landing on the crop.,9. Humbira mīmera na mahuti kana maratathi ma mīnyore marahītūkia ūtheri na marīa magiragia ūme kūūmba mūmera-inī.
10.Use overhead irrigation to knock aphids off the leaves.,10. Itirīria mboga maaī ūkīhūthīra jeti nīgetha ūme wūitike.
At what time should I monitor for aphids on my cabbages?,Nī rī njagīrīirwo gūkorwo ngīthaitīra tūtambi
Early in the season after transplanting and when the conditions are cool and dry favouring aphid development.,Warīkia kūruta mīmera yaku kīareini na kūhanda harīa hagīrīire
"• Look at the lower leaves, stems and growing point for soft bodied insects, curled or capping of infested leaves, black sooty mould.","Rora mathangu mwena wa nathīī, honge na kūria kūhoro kana kwīna dariri cia tūtambi kūbutha kana mūrimū oo wothe"
• Institute control measures when 1 to 2 % of plants are infested,Rūmīrīra njīra iria ciagīrīire wona mūmera ūmwe kana īrī yahutio nī tūtambi
Can I use soap spray in controlling aphids in cabbages and how do I prepare it?,No ūhūthire maaī ma thabuni kūhuhīra mīmera īhutītio nī ūme na ingīthondeka atīa mūtukanio ūyū?
Ammonia spray • Mix 1 part ammonia with 7 parts water.,Tukania gīcunji kimwe kīa Ammonia na maaī icunjī mugwanja
This spray also controls flea beetles.,Dawa īno ni yūragaga flea beetles
• Mix 2½ tablespoons of liquid soap to a gallon of water. 21,Īkīra iciko igīrī na nuthu cia thabuni maaī mūigana wa lita 21
• Spray soapy solution (potassium soaps) (add 10-15 table spoon full of liquid soap in 20lt bucket and spray).,Huhīra mūmera wakū mūtukanio ūyū
"Avoid powder detergent soaps because they can burn plant leaves and if used frequently, will reduce soil fertility.",Ndūkahūthīre thabuni utari wa maaī nīundu no ucine mūmera waku
How do I control cabbage head caterpillar in cabbages?,Ingihota atīa kūūraga kīgūnyū gīa kabicī?
The cabbage plant has ‘window-liked’ damage on its outer leaves.,Mathangū matūrikagio marima maingī.
Larval damage during early head formation results in an aborted or multiple heads.,Matumbī ma kīgunyū kīa mboga matūmaga mboga īgīe na tuongo makīria ma kamwe
The larva bores holes on the developing head. A damaged developing head contains waste matters.,Matumbī macarīkaga igunyū iria irīaga nathī-inī mboga īkīūmba ūndū ūtūmaga īgīe marima. Mboga nyanange īkoragwo na kīoro kīa igunyū.
Attract almost the entire population of the cabbage head caterpillar and 90% DBM.,Kūgucagīrīria igunyū ciothe cia mboga na gīcunje kīa mīrongo kenda kīa DBM.
Remove the trap crops when these are heavily infested with the pests or else these pests will transfer to the main crop.,"Ruta mahuti marīa magūmīirwo nī tūtambi kwa ūgūo, tūtambi tūu tūgūtherema nginya kūrī mūmera ūrīa wa bata."
Plant Indian mustard (Brassica juncea) as a trap crop between several rows of common cabbage to attract most cabbage head caterpillar moths and some Diamondback moth (DBM) adults.,Handa mūmera mūthemba wa indian mastard (Brassica junce) gatagatī-inī ka raini cia mboga nīgūo kūhenereria kīhuruta gīa kīgunyū kīa mboga hamwe na DBM.
"Mustard Larvae feed primarily on leaves causing irregular, rugged holes, bore through the pods, and contaminate pods and leaves with their frass(excreta).","Kīgunyū kīa mūmera wa masterd kīrīaga mahuti gīgatūma magīe mūhianīre ūngī, marima, gīgatūra mīciri, na gūtiga kīoro mahuti-inī."
"Plants can be severely defoliated and stunted. Sometimes, they damage the seedlings, but heavy injury usually occurs during pod stage.","Mīmera nī īkuraga kahora mūno na rīmwe īgathūka oo biū. Rīmwe, ithūkagia mbeū, no kaingī ūthūkangia mūnene wonekaga mbeū igīkīra."
Attract almost the entire population of the cabbage head caterpillar and 90% DBM.,Kūgucagīrīria igunyū ciothe cia mboga na gīcunje kīa mīrongo kenda kīa DBM.
Remove the trap crops when these are heavily infested with the pests or else these pests will transfer to the main crop.,Eheria mīmera yoothe īrīa īhithaga tūtambi nīūndū no tūthamīre mboga-inī.
How do I recognise black rot on my cabbages?,Kīonereria kīa mūrimū wa kūbutha kwa mboga nīkīrī kū?
"Black-rot, caused by the bacterium Xanthomonascampestrispv.campestris, is the most serious disease of crucifers in Kenya.",Mūrimū ūyū ūrehagwo ni bacteria mūthemba wa Xanthomonasccampestrispv.campestris nīguo mūthemba ūrīa mūru mūno ūhutagia mbarī ya crucifers būrūri-inī wa Kenya.
The bacterium attacks many species of the Brassica family.,Bacteria īno ni īgūmagira ona mīmera īngī mūthemba wa mboga
"Among these are cabbage, collard, kale, mustard and turnip.","Imwe cia cīo nī kabici, thūkūma,collard,turnip ma mastered"
Plants may be affected at any stage of growth.,Igumagīra handū o hothe harī ukūria wa kabici
This disease is seed borne and is often introduced by contaminated seeds or infected transplants.,Mūrimū ūyū umanaga na mbegū cīumīte mūmera-inī mūrwaru kana mīūngūrua mīrwaru.
"In some areas of the country, the disease is of minor importance; however, in some parts of Kenya the conditions, the disease becomes serious and many growers sustain severe economic loss.","Kūrī icigo imwe būrūri-inĩ, mūrimū ūcio ndūkoragwo na bata mūno; no icigo-inī imwe būrūri-inī wa Kenya, mūrimū ūcio ūkoragwo na ūritū mūno na arĩmi aingī nīmonaga hathara nene."
"In some cases, the crop may be destroyed. In the field, the disease is easily recognized by the presence of large yellow to yellow orange V-shaped lesions extending inward from the margin of the leaf.","Ihinda-inī rĩmwe, kīmera kīu no gīthūke. Thĩinī wa mūgūnda, mūrimū ūcio nīūmenyekaga wega nīūndū wa ironda nene cia rangi wa ngoikoni nginya yellow-orange ĩhaana ta V ĩratambūrūrūkĩra na thĩinī kuuma mīthia-inī ya mathangū."
"When infected seeds germinate, the resulting young plants usually die quickly; however, these plants serve as an inoculum source for other plants.","Hĩndī ĩrĩa mbeū iria irīna mūrimū ūcio yahandwo, mĩmera ĩrĩa ĩmeraga nayo nīikuaga na ihenya; no mĩmera ĩyo ĩihūthīkaga na kīhumo kīa inoculum kīa mīmera īngī."
"If infection occurs in young seedlings, the disease is much more severe because the main stem becomes infected and the disease becomes systemic and moves throughout the plant.","Mūrimū ūcio ūngīkorwo mīmera-inī mīnini, ūkoragwo ūrī mūūru mūno tondū gītina nī ūnyitagwo nī mūrimū ūcio na ūgathiī na mbere gūtherema thīinī wa mūtī wothe."
These plants remain stunted and the veins in the stem are black. Heads developed from these plants deteriorate rapidly after harvest.,Mĩmera ĩyo nī īhotomaga na mĩri ĩkoragwo ĩrī mīirū. Mboga ithūkaga naihenya thutha wa kūgethwo.
The bacterium enters the vascular system of the plant principally through natural openings and injuries on the leaf.,Bacteria ĩyo ĩtoonyaga thĩinī wa mĩri ya mūtī ūcio kūgerera tūrima-inī twa mūtī na ironda irī mathangū-inĩ.
"In time, the bacterium spreads in the vascular system of the leaf and stem.",Thutha-inī ītheremaga mathangū-inī mothe
"The disease spreads and causes most damage in wet, warm weather.","Mūrimū ūcio ūtheremaga mūno rĩrĩa kūrīna wūigū, na ūrugarĩ."
It does not usually spread in dry weather and is inactivated at temperatures below 50°F.,Mūrimū ūyū ndūonekaga mūno kūndu kwīna riūa na ikīro cia rugarī ciakīra 50° gūikūrūka nī itūmaga mūrimū ūyū wage kamweke
"The bacterium can survive in the soil for 14 to 42 days, depending on the season, and in old cabbage stems for 244 days.","Njamuthi ĩyo no ĩtūūre thĩinī wa tĩri matukū 14 nginya 42, kūringana na ihinda rĩa mwaka, na no īikare thīinī wa mūkori wa kabici thikū 244."
"The disease is also carried over on weed hosts such as “pepper grass” and with wild species of mustard, radish and turnip.","Mūrimū ūcio ningī nīūtambagio nī mĩmera ĩngī ta pepper grass na ria mĩthemba ya mustard, radish na turnip."
"The bacterium is spread by splashing rain, irrigation and running surface water as well as insects and other movement in the field while the plants are wet.","Bacteria ĩyo ĩtambagio nī matata ma mbura, maaī ma kūrīma na kīguū, o hamwe na igunyū na gūcera mūgūnda-inī mīmera ītaitīte ūmwe."
Disease management strategies such as crop rotation away from contaminated land for two years and use of certified seed or transplants are effective.,Mĩtaratara ya kūgirĩrĩria gūtherema kwa mūrimū ta kwaga mūhanda mūgūnda ūrīa mūrwaru kwa ihinda rīa mīaka īrī na kūhūthĩra mbeū kana mĩūngūrwa ĩrĩa mīhetūkie nīkūrehaga moimĩrĩra mega.
There is no remedial control for this disease.,Gūtirī dawa ya kūhonia mūrimū ūyū.
How do i control black rot on my cabbages?,Ingĩhota atīa kūgirĩrĩria kūbutha kwa kabici?
"Use certified tolerant varieties like Baraka F1, Globe Master F1, Blue dynasty FI, Riana F1.","Hūthĩra mĩthemba ĩrĩa ĩrīīhotaga gwītiria mīrimū ta Baraka F1, Globe Master F1, Blue dynasty FI, Riana F1."
• Rotate with non-brassicas like maize and legumes for at least 2 years.,• Handa mīthemba īngī ītarī ya bamīrī ya brassicas ta mbembe na mīthemba ya mboco kwa ihinda rīa mīaka īrī.
• Keep field free from weeds to avoid alternate host of brassica family.,• Nīwega kweheria ria rīothe nīguo rītigakorwo rītukanīte na mīthemba īngī kuuma mbari cia brassica.
• Alternate dry and wet spells in the soil,• Nīwega kūgarūrīra ihinda rīrīa tīri ūkoragwo ūrī mūmū na mūigū.
• Crop rotation Monitoring.,• Kūrūmĩrĩra maūmīrīra ma mūtaratara wa kūgarura mīmera īrīa īrahandwo mūgūnda.
"Monitor for
• Yellow, brown v-shaped patches at the edge of the leaves.",Rora maūndū maya; kana mathangū nīmarethodeka maroro marī na mūhianīre wa V na makagarūrūka rangi magakorwo ma ngoikoni na gītīri mīthia-inī.
"• If the yellow/black lesion is held against the light, black veins are visible.",• Tūmīkiha tūīirū/ngoikoni nītwonekaga maroro maya mangīrorerwo ūtheri-inĩ.
• A cross section of infected stem reveals a black ring.,• Mūkori wa kabici mūrwaru ūngīrengwo wonanangia gīthiūrūrī kia rangi mūirū.
"• In later stages, head turns black with an offensive foul smell.","• Mūrimū ūngīneneha, mūtwe wa kabici ūgarūrūkaga rangī ūgatwīka mūirū na ūgacoka ūkanunga mūno."
• Disease is common during wet conditions with high temperatures,• Mūrimū ūyū ūingīhaga hīndī ya heho na ūrugarī mūingĩ.
• Take immediate action when first symptoms appear.,• Oya itua rīa naihenya ndariri cia mbere cioneka.
How do I recognise black rot on my cabbages?,"Ingīmenya atīa atī kabici nīnyite nī mūrimū wa kūbutha, black rot?"
"Bacillus thuringiensis;Beauveria Bassiana;Amblseiuscalifornicus (Predatory mites)Bacillus thuringiensis is a Biological insecticide for control of Lepidoptera larva and other pests on vegetables eg Giant Lopper, green lopper, leaf skeletonizers and jelly grab in coffee.","Bacillus thuringiensis;Beauveria Bassiana;Amblseiuscalifornicus (Predatory mites) Bacillus thuringiensis nī dawa ya kīmerera ya kūraga kīgunyū mūthemba wa Lepidoptera na tūtambi mīthemba īngī ta Giant Lopper, green lopper, leaf skeletonizers na jelly grab thĩinīwa kahūa."
"Beauveria Bassiana is Natural fungal organism for control of white flies, thrips, aphids, mites and scales. is(Predatory mites) Amblseiuscalifornicus (Predatory mites) An indigenous natural enemy for control of red spider mite on vegetables.","Beauveria Bassiana nīkĩhumo kĩa fungi ya ndūire ya kūhūrana na tūng'aurū, thrips, ume, mbuimbui na ngūci. mblseiuscalifornicus (Predatory mites) Nīthū ya ndūire ya kūhūrana na mbūmbūī ndune irīa ithūkagia mīthemba ya nyeni."
What are brassicas in understanding crop rotation in cabbages?,Brassicas ingīteithia atīa gūtaūkĩrūo maūndū megiī ūcenjia wa mīmera ūrīmi-inī wa mboga?
"Brassicas: Common name for crops such as cabbage, rape, broccoli, kales, turnips e.t.c due to them being in the brassicacae family.","Brassicas: Rĩĩtwa rĩa bamīrī ya  mĩmera ta kabici, rape, broccoli, kales, turnips, na ingī nīūndū wa gūkorwo irī cia bamīrī ya brassicacae."
This family is also known as Cruciferae so some people call these crucifers,Bamĩrī ĩno ningī nīyuīkaine ta Cruciferae na kwoguo andū amwe maciītaga crucifers
How is black rot spread?,"Mūrimū wa kūbutha, kana black rot, ūtambaga atīa?"
"The disease spreads through infected plants, seed or soil, splashing of water, wind, machinery and irrigation.","Mūrimū wa mboga kūbutha ūtambagio nī mĩmera īngī ĩrĩa ĩrīna mūrimū ūcio, mbegū kana tĩri, kūhutio nī matata ma maaĩ, rūhuho, macini na maaī ma kūrīma."
It may survive in disease crop residues buried in soil up to 2 years.,No ūtūūre mĩaka ūrī thĩinī wa matigari ma mĩmera mūthike tīri-inī.
How do i identify black rot in cabbages?,"Ingīkūrana atīa mūrimū wa mboga kūbutha, kana black rot?"
"The signs of the disease are presence of yellow, V-shaped, or U-shaped areas extending inwards from the margin of the leaf.",Ndariri cia mūrimū wa mboga kūbutha nī gwīthondeka kwa maroro marī na mūhianīre wa V kana U ĩrorete na thĩinī kuuma mīthia-inī ya mathangū.
What are the available black rot resistant varieties in Kenya?,Hihi nī mīthemba īrīkū ya kabici īhotaga gwītiria mūrimū wa kūbutha yonekaga Kenya?
"Green challenger, Riana and Pruktor","Green challenger, Riana na Pruktor"
How do I control black rot in cabbages?,Ingĩhota atĩa kūgirĩrĩria kabici kūbutha?
Early removal of infected plants and foliage from the fields can assist in reducing black rot damage.,Kweheria mīmera na mathangū marīa marwaru tene kuuma mūgūnda no gūteithie kūnyihia moorūrū ma mūrimū ūyū wa kūbutha.
Only transplant healthy seedlings.,Handa mīūngūrwa īrīa īnahinya mītheri.
Crop rotation should be practised after every 3 years.,hebata wa kūhanda mīmera mīthemba īngī o thutha wa mīaka ītatū.
"To fasten the decomposition of crop residues, chop them up before incorporating in the soil.","Nĩguo matigari ma mĩmera mabuthe naihenya, mabatiī gūtinangio mbere ya gūthikwo tīri-inī."
Workers should wash their hands and disinfect their tools using Jik after working in infested fields.,"Arĩa marutaga wĩra mĩgūnda-inī īrīa īna mūrimū, magĩrĩirwo gwĩthamba moko na kūhura indo ciao cia wĩra makĩhūthĩra Jik."
Varieties tolerant to black rot are available.,Nīkūrī mĩthemba īhotaga gwītiria mūrimū wa mboga kūbutha kana black rot.
"These include • green challenger,• Riana and Pruktor","Mīthemba īno nī hamwe na; green challenger, Riana na Pruktor"
What causes internal burn tip in cabbages?,Hihi nīkīī gītūmaga kabici īkahīa mīthia mwena wa nathī-inī?
Internal burn tip: tip burn is caused by inadequate supply of calcium.,Kūhĩa mīthia kūrĩa kuonekaga thĩinī wa kabici: kūhĩa kūu kūrehagwo nī wagi wa calcium ya kūigana.
maintenance of a uniform soil moisture content is done to prevent moisture stresses.,Ūigananĩru wa ūīgū tīri-inī nīwagīrīire nĩguo mīmera ndīgatangīke nīūndū wa wagi wa maaī.
Tip burn causes the tip to become necrotic.,Kūhīa mīthiani nī gutūmaga mīthia icenjie rangi
Spraying of the calcium does not necessarily relieve the symptoms.,Kūhūra mītī calcium no kwage kūigana kūnina thīna ūyū.
"Calcium normally requires root pressure to move into the leaves, especially the inner leaves.","Nĩguo calcium ĩingĩre mathangū-inĩ, makĩria mathangū-inī marĩa marīthĩinĩ, no mūhaka mĩri ĩkorūo na hinya."
What are the factors to consider in selecting site for cabbage nursery?,Nī maūdū marīku mabatiī kūrorwo rīrīa ūrathodeka gīito kana tuta ya kabici?
Avoid setting up the nursery in fields previously having a Cabbage crop,Ndūgathodeke tuta hadū herīga kūhadwo kabici.
What is the appropriate time for transplanting of cabbage seedlings after planting?,Nī hīndī īrīkū njega ya gūthamia mīūngūrūa kuuma giito-inī?
Seedlings are transplanted 30 days after seed germination,Mīūngūrūa īhadagwo thutha wa thikū mīrongo ītatū kuuma ya mera tuta-ini.
