English,Kikuyu
How long does coffee take to grow?,kahūa koyaga kahinda kaigana atīa nīgetha gakūre?
It can take anywhere between three to four years after planting for coffee plants to bear the cherries.,kahūa nogaikare gatagatī ka mīaka itatū nginya īna nīguo kambie gūciara matunda.
"They start by producing white blossoms and around eight months later, coffee cherries will usually appear.","Kambaga kūruta mahūa meerū na thutha wa kahinda ta ka mīeri īnana, matunda makambīrīria kuoneka."
The cherries contain the coffee seeds or more commonly recognised as the coffee beans.,matunda maya nīmo makūīte mbegū iria ciūīkaine ta coffee beans
Which is the recommended way to weed a coffee farm?,Kahūa kagīrīire kūrīmīrwo atīa?
Do hand weeding around the young trees.,Kamunyīre ria itina-inī cia mītī īrīa mīnini.
Use implements like the half-moon jembe to weed in between the rows.,Huthīra icembe rīrīa ūkūrima gatagatī ka mīkaro.
"In the event that there are stubborn weeds like couch grass, cover the seedlings (with a bucket or bag) before spraying the weeds with a suitable herbicide.","kūngīkinyīrīra atī kwīna ria rīrīa rītahukaga raithi ta thangari, hubīra mītī na bucket kana iratathi mbere ya kūhūra dawa ya ria."
Which crops can you intercrop with coffee?,Nī mīmera īrīkū īngīhandanīrio na kahūa?
"Suitable intercrops include short leguminous crops such as beans, tomatoes and Irish potatoes.","mīmera īrīa mīega ya kuhandanīria na kahūa nī īrīa yoyaga kahinda kanini gūkūra ta mboco, nyanya na waru cia ngwacī ."
Plant the intercrops using a recommended fertilizer preferably NPK fertilizer such as 17:17:17.,Handa mīmera īno ya gatagatī ūkīhūthīra bataraitha īrīa njītīkīrie ta NPK-17:17:17.
Plant the intercrop at the middle of the inter rows at least 2 feet away from the coffee rows/stem.,Handa mīmera ino gatagatī-inī ka raini cia kahūa ūtigītie ta fiti 2 kuuma gītina-inī gia kahūa.
What to intercrop coffee with?,Kahūa kangīhandanīrio na mīmera īrīkū īngī?
"The technically and economically viable intercrops for coffee were potatoes, tomatoes, beans, and tomatoes in combination with beans.","Mīmera mīega na īrī umithio ībatiī kūhandanīrio na kahūa nī waru, nyanya hamwe na mboco."
How to maintain a coffee plantation?,Kahūa kamenyagīrīrwo atīa?
"replace seedlings that have not grown, keep the soil covered and remove weeds, prune the coffee trees correctly, apply fertilizers, protect the coffee trees from insects and diseases.","Cokereria mīūngūrwa īrīa ītanagwata, thondeka mūceng'i na urīmīre, ceha kahūa ūrīa kwagīrīire na gūkahe bataraitha, kagitīre kuumana na tūtambi na mīrimū."
How to increase coffee berry weight?,Mbegū cia kahūa ingīongererwo ūritū atīa?
"Nitrogen
Nitrogen is needed for good growth, but too much at later stages of crop maturity can compromise coffee berry size.","Nitrogen – Nitrogen nīyabata mūmera ūgīkūra, no īngīkīra kihūa gīgīkūrū, ūnene wa mbegū nīūhatīkagwo."
"Potassium
High supplies of potassium are needed during berry set and berry fill to maximize sugar accumulation in berry and eventual bean.",Potassium – Potasium nīyendagwo kwa wūīngī kahūa gagīkīra mbegū na gūteithia igīe sukari wakūigana.
Potassium has a crucial role to play in improving coffee berry size and quality through its role in the movement of sugars from the leaf for accumulation in the fruit.,Potassium īteithagia kūnenehia mbegū na kūmīhe mūcamo na njīra ya gūcitwarīra cukari kuuma mathangū-inī.
"It is mobile in the tree and during peak periods of growth – particularly fruit fill – reserves in the leaves can soon become depleted, leading to dieback.","īkoragwo igīthiūrūrūka mūmera-inī na makīria rīrīa mbegū irekīra, nīūndū ūyū, mūthithū ūrīa ūrī mathangū-inī no ūthire na kīhua kīambīrīrie kūūma."
"Boron
Foliar boron has a significant positive effect on coffee berry size – improving the quality grade of coffee beans.",Boron – Boron ya mathangū nīyabata mūno harī kūnenehia mbegū na kūhe kahūa gredi njega.
"However, foliar sprays can provide a good, in-season top-up response, raising leaf levels such that coffee production and bean quality are maintained.",ona ningī kūhūra boron o ihinda rīrīa rīagīrīire gūtūmaga mūmera ūgīe na mathangū wega ūū atī mbegū nayo igakorwo īrī na mūcamo mwega.
What are the methods of cultivation of coffee?,Njīra cia kūrīma kahūa nī irīku?
Coffee seeds are generally planted in large beds in shaded nurseries.,Mbegū cia kahūa ciambaga kūhandwo tuta-inī nene na ikagitīrwo kuumana na riūa.
The seedlings will be watered frequently and shaded from bright sunlight until they are hearty enough to be permanently planted.,Mīūngūrwa igaitīīrīrio maaī kaingī nginya īgīe hinya wa kūhandwo harīa mītī īgūkūrīra.
When does intercropping starts?,Kahūa kangīambīrīria kūhandanīrio na mīmera īngī rī?
Intercropping can be undertaken within the first two years after establishment.,Kahūa kangīambīrīria gūtukanio na mīmera īngī mīaka īrī thutha wa kūhandwo.
When to apply fertilizers to coffee?,Kahūa gekagīrwo bataraitha rī?
Apply 50g of CAN per seedling six months after planting.,īkīra grams mīrongo ītano cia CAN mīeri 6 thutha wa kūhanda.
"After one year, apply 80g of NPK e.g. 17:17:17 per tree.","Thutha wa mwaka umwe, īkīra grams mīrongo īnana cia NPK ta 17:17:17 o harī gītina gīa kahūa."
"One and half year apply 100g of CAN. At two years, apply NPK at 125g per tree.","Mīaka īrī na nuthu yathira, īkīra grams igana rīmwe cia CAN. Ningī thutha wa mīaka īrī, īkīra grams 125 cia NPK harī o mūtī."
"Subsequent applications should be as per the recommendations. For the first two years, abort the flowers to encourage vegetative growth.","Mekīra macio mangīmarūmīrīre mataaro. Mīaka īrī ya mbere, reke mahūa magwe nīguo mītī īmere honge nyingī."
Best foliar fertilizer for coffee in Kenya and when to spray?,Nī bataraitha īrīkū ya mathangū njega mūno gūkū Kenya na nīrī ībatiī kūhūrwo mītī?
Boron – promotes shoot growth and facilitates optimal flowering/fruit set.,Boron īteithagīrīria thuna kuumīra na gūteithīrīria kūruta mahūa na gwikīra mbegū .
Zinc – promotes flower bud formation and development. It also increases the coffee plant resistance to cold.,Zinc īteithagia ihūa gūthondekwo na gūkūra wega. Ningī nīgiragīrīria kīhūa gwītiria heho.
Calcium – enhances formation and growth of terminal buds/flower.,Calcium iteithagia mīthondekere ya ihūa rīa kahūa.
"Some of the best foliar fertilizers for increased flowering and bud formation include: Omex Zibo (Omex Foliar Boron) by Omex Oshbor by Osho Chemicals, Agrigrow (Zinc + Boron) by Agrichem Africa","Mabataraitha marīa mega ma mathangū marīa mateithagia kīhūa kūruta mahūa nī hamwe na Omex Zibo( omexoliar boron) ya Omex, Oshbor ya Osho chemicals na Agrigrow (Zinc + Boron) ya Agrichem Africa."
When to fertilize coffee plant?,Nī ihinda rīrīkū rīega rīa gwīkīra bataraitha kahūa-inī?
"Coffee Plants can grow several feet tall at their fullest height, so regular fertilizing and repotting can help your Coffee Plant manage healthy growth!","Mītī ya kahūa no īraihe fiti nyingīna igūrū, kwoguo gwīkīra bataraitha kaingīna kūmīthamia o ūria īrakura nogūteithie gūkūria kahūa kega!"
Fertilize with a balanced houseplant fertilizer every 2-3 months in warmer seasons. Don't fertilize in the fall and winter while the plant is resting,Hūthīra bataraitha īrīa yagīrīire o thutha wa mīeri 2 kana 3 ihinda rīa ūrugarī. Ndugekīre bataraitha hīndī ya heho nīūndū mūtī hīndī īyo ūkoragwo ūkīhurūka.
What is the fertilizer management for coffee?,Mūtaratata ūrīa mwega wa kūhe kahūa bataraitha nī ūrīkū?
"Currently, the fertilizer recommended rate (RR) for coffee is 180 Nitrogen (N)- 90 Phosphorus (P)- 180 Potassium (K).","Bataraitha yagīrīirwo gwīkīrwo kahūa-inī ta ūū -180g Nitrogen (N), -90g Phosphorus (P), - 180g Potassium (K)."
"In areas following the multiple cropping system such as Cavite and other provinces, it is recommended to apply 200-100-200 per hectare plus the needed micronutrients depending on soil analysis","Icigo-inī iria irūmagīrīra mītaratara ya gūtūkania mīmera nī ta Cavite na icigo ingī, yagīrīirwo gwīkīrwo ūū o harī hectare:200-100- 200 na kuongererwo micronutrients iria irendeka kūringana na ithimi cia tīīri."
What is the best fertilizer for coffee flowering?,Nī bataraitha īrīkū yagīrīire rīrīa kahūa karuta kīro?
Magnesium and sulfur have a positive effect on coffee yield and supplies should not be limiting throughout the season.,Magnesium na Sulphur nīiteithagia kuongerera maciro na kuoguo itibatie kwaga ihinda ona rīmwe.
Zinc and Boron are particularly important at the flowering stage to improve berry set and overall coffee yield potential.,Zinc na Boron nīciabata mūno ihinda rīa kūruta kīro nīūndū nīītūmaga mbegū cīige wega na igatūma kahūa gaciare wega.
What is the best fertilizer for coffee trees?,Bataraitha īrīa njega mūno ya mītī ya kahūa nī īrīkū?
"Coffee trees need a lot of potash, a lot of nitrogen, and a little phosphoric acid.","Mītī ya kahūa ībataraga Potash nyingī, Nitrogen nyingī na Phosphoric acid nini."
"Spread the fertilizer in a ring around each coffee tree, but be very careful not to put any on its trunk, branches or leaves.",Thiūrūrūkīria bataraitha iyo o gītina-inī gīa kahūa ūmenyereire ndugaitīīrīrie mathangū kana gītina-inī gīa kahūa.
Is urea fertilizer good for coffee?,Urea nī bataraitha njega na kahūa?
Nitrogen is the nutrient most extracted by the coffee plant and the nutrient of second greatest export by coffee beans,Nitrogen nīyo nutrient īrīa mūmera wa kahūa ūhūthagīra mūno na nīyo nutrient ya keerī īheanagwo nī mbegū cia kahūa.
Is DAP fertilizer good for coffee?,Bataraitha ya DAP nī njega harī kahūa ?
This includes both macro and micronutrients which is achieved through application of both basal and foliar fertilizers,Īno īkoragwo ītukanītie macro na micro nutrients iria ikinyanagīra thutha wa bataraitha ya mīrī na mathangū gūīkirwo.
"For an optimal production, the crop should be provided with a proper nutrition.","Nīguo maciaro maingī moneke, mūmera no mūhaka ūheyo irio cia kūigana"
When should you not use urea fertilizer?,Nī hīndī īrīkū ūtabatie kūthūthīra bataraitha ya urea?
Urea should be applied at the time of sowing.,Urea yagīrīirwo gwīkīrwo hīndī ya kūhanda.
"Since Urea is highly Nitrogen-concentrated, it should be used in combination with earth or sand before its application.","Nīgūkorwo urea īkoragwo na Nitrogen nyingī makīrīa, yagīrīire gūtukanio na tīīri kana mūthanga ītanekīrwo mūmera-inī."
Urea should not be applied when the soil contains free water or likely to remain wet for three or four days after application.,Urea ndīagīrīire gwīkīrwo rīrīa tīīri wīna maaī maingī kana ugūikara ūrī mūigū ta thikū 3 kana 4 thutha wa gwīkīrwo.
What is the best climate for coffee farming in Kenya?,Nī rīera rīrīkū rīega rīa gūkūria kahūa Kenya?
"Most coffee grows at altitudes between 1400 and 2000 metres in deep, well-drained volcanic soils.",Kahūa kaingī gakūraga gatagatī-inī ka matūra marīa mita 1400 -2000 igūrū wa iria na tīīri-inī mūtune na mūriku wūikūrūkagia maaī wega.
Temperatures range from 15 to 24 degrees and average rainfall ranges from 900–1200mm.,Ūrugarī wa gatagatī-inī ka digirii 15 na 24 na mbura ītarī nene mūno ya gatagatī-inī ka ithimo cia milimita 900 nginya 1200.
What are the stages of coffee fruiting?,Matīna ma gūkūra kwa mbegū nī marīkū?
"STAGE 1.
1-7 weeks (0 -50 days) after blooming. Slow Growth stage; the fruit is as big as the tip of a match.","ITĪNA RĪA MBERE
Wiki īmwe nginya mūgwanja(thikū 0 nginya 50) thutha wa ihūa gūcanūka. Mbegū īgakūra kahora na īgakorwo īigana ta kīongo gīa kībiriti"
"STAGE 2.
8-17 weeks (50-120 days) after blooming. The fruit grows quickly; the seed has a gelatinous consistency.","ITĪNA RĪA KEERĪ
Wiki ya kanana nginya ikūmi na mūgwanja (thikū 50 -120) kuuma Ihūa rīacanūka.Mbegū īgakūra na ihenya, na īkagīa na gelatine ."
"STAGE 3
18–25 weeks (120–180 days) after blooming. The seed completes its development, acquires a solid consistency and gains weight.","ITĪNA RĪA GATATŪ
Wiki ya ikūmi na kanana nginya ya mīrongo īrī na ītano (thikū 120-180) kuuma ihūa rīacanūka. Mbegū īkarīkia gūkūra, īkaiyūria na īkagīa na ūritū."
"STAGE 4
26–32 weeks (180–224 days) after blooming. Fruit is physiologically developed and begins to mature.
After week 32 (more than 224 days), fruit over-ripens and turns dark purple. Finally, it dries.","ITĪNA RĪA KANA
Wiki ya mīrongo īrī na ītandatū nginya mīrongo ītatū na ithathatū (thikū 180 – 224 kuuma ihūa gūcanūka. Mbegū ikambīrīria gūtuta. Thutha wa wiki 32, makīria ma thikū 224, mbegū cieruha makīria ikagarūrūka rangi igatuīka cia purple njirīrīru, na ikoma."
How to increase coffee yield and Quality?,Hihi ingīka atīa nīguo hote kūongerera magetha na kwagīrithia mūcamo wa kahūa?
The highest coffee yields are obtained on freely drained soils where water is not limiting.,"Kahūa kaingī kagethagwo tīīri-inī ūrīa ūtaigaga maaī na kūria gūtomaga mūno,"
"Thorough soil preparation prior to planting, and maintenance of pH between 5.2- 6.3, good rooting and that nutrients are readily available.","Tīīri-inī mūharīrīrie wega mbere ya kūhanda ūrī na ūrūrū wa pH ya 5.2 – 6.3, mīrita mīega na mabataro moothe ma īrīo cia mūmera nī makinyanīrie."
It is therefore important to balance the cations in the soil at this stage.,"Nīūndū ūcio, nīūndū wa bata kūiganania cations thīinī wa tīīri ihinda-inī rīrī."
Fertilizer application is essential if high coffee yield potential crops are to be secured.,Bataraitha no mohaka īkīrwo angīkorwo maciaro mega nīmagakinyanīra.
Nitrogen is essential for strong vegetative growth and to maintain good strong cherry fill for high yields.,"Nitrogen nīyabata mūno harī gwīkīra mathangū, na kuiga mītī īrī na hinya na mbegū ciiyūirie nīguo magetha maingīhe."
"Potassium promotes vigor, boosts cell strength and increases the coffee tree`s tolerance to diseases, and water or frost stress.","Potassium ītūmaga mūmera ūgīe na hinya na gūtūma cells īgīe hinya wa gwītiria mīrimū, gūtangīka rīrīa maaī manyiha kana ona mbaa yaingīha."
"Potassium is a key driver for coffee yield, important for respiration, photosynthesis and water regulation.","Potassium nīgītūmīkīnene mūno kīa magetha ma kahūa kūingīha, o hamwe na kūhuhia wega kwa mūmera, gūthondeka irio, na kūigananīria thīiniīwa maaīmūmera-inī."
"It is also important to balance potassium use to nitrogen-use, as high levels of both nutrients are needed for optimum growth.",Ningīnīwega kūiganania ithimi cia nitrogen na potassium nīūndū cierīnīibataranagia kwa wīingī.
"Phosphorus is important for early growth and rooting, particularly in the nursery and at transplanting, as well as bean fill.",Phosphorus nīyabata harī mūnenehere wa kahūa na gūthondeka mīrī mīega makīria hīndī īrīa mīungūrwa īrī tuta-inī na rīrīa ikūhandwo mūgūnda-inī na ningī kūihurīa mbegū wega.
"Especially during peak periods of demand, phosphorus foliar applications can increase coffee yields.","Makīria ma ūū, rīrīa mbegū irenda irio kwa wūingī, bataraitha ya mathangū ya phosporous nīyagīrīire mūno kūhūrwo nīguo magetha maingīhe."
"Calcium is needed to ensure good root and leaf growth, strengthening the coffee tree structure and increasing tree productivity. It is required right through berry-fill.","Calcium īhūthīkaga gūthondeke mīrī na mathangū, kūhe mītī hinya na kuongerera maciaro. Yendagwo rīrīa mbegū īrakūra."
Magnesium and sulfur have a positive effect on coffee yield and supplies should not be limiting throughout the season.,Magnesium na Sulphur itūmaga kahūa gakagīa na magetha mega na kwa ūgwo itibatie kwaga kīmera-inīgiothe.
Zinc and Boron are particularly important at the flowering stage to improve berry set and overall coffee yield potential.,Zinc na Boron ibatarainie makīria mītī īgīkīra kīro nīguo mbegū ciībange wega na magetha maingīhe.
Poor availability of any micronutrient will restrict coffee plant growth – particularly productive leaf area – and reduce coffee yield.,Kwaga kwa irio mūthemba ūyū wa micro-nutrients nīkūgiragia kahūa gūkūra mathangū wega na magetha nī manyihaga.
Other Crop Management Practices Influencing Coffee Yield The return of composed pulp or trash will serve as a mulch to conserve moisture as well as providing a source of nutrients.,Maūndū mangī mabata mahutagia mūciarīre wa kahūa nī hamwe na gūcokia ngore cia kahūa kuuma iganda mūgūnda-inī wa kahūa nīguo ikahūthīka ta mūceng'i o hamwe na kūhe mītī irio ciarīkia kūbutha.
"Maintenance of strong roots and strong growth through good pest and disease control, the use of shelters, and use of recommended crop husbandry practices, ensures maximum coffee productivity and fruit fill.","Gūbachīrīra mīrī na kūnina tūtambi na mīrimū, gwīkīra kīruru na kūrūmīrīra mataro moothe marīa tūheagwo nīgetha tūkagīa na magetha maingīn a mbegū ciyūirie."
Regular pruning is essential to thicken the tree structure and produce new branch growth with a greater number of berries.,Gūceha kaīngī gūtūmaga mūtī ūgīe hinya na ūkaruta honge njerū īria irī na ūhoti wa gūciara mbegū ingī nyingī.
"At the same time, an open canopy between trees is essential to ensure even ripening.","Hamwe na ūgwo, mītī mīcehe nīītūmaga mūmera werūhie mbegū cia kahūa wūigananīirie."
Do coffee berries mature at once?,Mbegū cia kahūa nīikūranagīra hamwe?
Coffee berries do not generally mature all at once and berries in several stages of development are found on any given tree.,Mbegū cia kahūa itikūranagīra hamwe. Nīūhūthū gūkora mbegū cia ūkūrū ūtiganīte mūtī-inī ūmwe.
What is the water requirement of coffee?,Kahūa kabataraga maaī maigana atīa?
The irrigation requirement of coffee is very high; around 101 m3 water per īka per season.,Kahūa kabataraga maaī maingī mūno kuuma gīthimi kia 101m³ harī īka o kīmera.
Which irrigation method is used for coffee?,Nīmūhere ūrīkū wa maaī ūhūthīkaga kahūa-inī?
"Drip irrigation increases coffee yields, while also improving crop quality.",Kūhe maaī na mībira ya drip nīkuongagīrīra magetha na gūgatūma mbegtū ikorwo irī njega mūno.
"In addition, drip technology leads to significant savings in water, fertilizer and labor.","Ningī, drips iteithagia kūhonokia maaī, bataraitha na wīra nīūnyihaga."
Should I water my coffee seedlings?,Miūngūrwa īrī natharī-inī nībatiī kūheo maaī?
"During dry spells, water the seedlings at least two times a week until they are well established.","Ihinda rīa riūa inene, mīungūrwa no īheo maaī maita meerī o kiumia."
Avoid over-watering to encourage proper root development.,Kūhe maaī magakīria nīkūgiragia mīrī īkūre wega.
What to do when the land is slope?,Ingīka atīa angīkorwo mūgūnda nī mūinamu?
Undertake terracing and plant stabilizing grass on the face of the terraces,Thondeka beji na ūhande nyeki mīthia-inī.
How do you manage berry moth?,Kīhuruta kīa mbegū kīhūranagwo nakīo atīa?
"Biological Solution is using Cephalonomia stephanoderis, a parasitoid wasp species that lays its eggs on the borer larvae, which helps to control the population of the pest.","Njīra ya kīmerera nīkūhūthīra Cephalonomia stephanoderis,mūthemba wa kīgi, ūrīa ūrekagīria matumbī thīinī wa kīgūnyū kīa kīhuruta, ūndū ūnyihagia ihuruta."
"Another option is using sprays of Beauveria bassiana, an entomopathogenic fungus that naturally infects and kills the coffee berry borer.","Njīra īngī nī kūhūra dawa ya Beauveria Bassiana, an entomopathongenic fungus, īrīa īrwaragia na īkoraga kīhuruta gia kahūa"
What are the common coffee diseases?,Nī mīrimū īrīkū īgūmagīra kahūa kaingī?
"Coffee rust: This is a fungal disease that attacks the leaves of the coffee tree, causing yellow or orange spots to form on the surface.",Coffee rust: nī mūrimū ūrīa ūhutagia mathangū ma kahūa makagīa na mbegū ikagīa maroro ma rangi wa ngoikoni kana orange.
"To control the disease, it is important to prune and remove infected leaves and apply a fungicide.","Nīguo kūhūrana na mūrimū ūyū, hebata gūceha mītī, kūruta mbegū iria ndwaru na kūhūra dawa mūthemba wa fungicide."
"Coffee berry disease: This is a fungal disease that affects the fruit of the coffee tree, causing the berries to turn red and black. To control it, prune and remove infected berries and apply a fungicide.","Coffee berry disease: ūyū nī mūrimū ūrehagwo ni fungus na ūhutagia mbegū cia kahūa igatuīka na maroro matūne na mairū. Nīguo kūhūrana na mūrimū ūyū, hebata gūceha mītī, kūruta mbegū iria ndwaru na kūhūra dawa mūthemba wa fungicide."
"Root rot: This is a fungal disease that attacks the roots of the coffee tree, causing them to rot and die.",Root rot: Ūyū nī mūrimū wa fungal ūrīa ūhutagia mīrita ya kahūa ūgatūma ībuthe na mūico gūkua.
It can be controlled by ensuring proper drainage and applying a suitable fungicide.,Mūrimū ūyū no ūgirīrīke na njīra ya gūtigīrīra kīguo gītinarūgama mūgūnda na kūhura dawa njega ya fungicide.
"Leaf blight: This is a bacterial disease that affects the leaves of the coffee tree, causing them to turn yellow and brown.",Leaf Blight: Ūyū nī mūrimū wa bacterial ūrīa ūhutagia mathangū ūkamagarūra rangi magatuīka ma ngoikoni na gītīri.
"To control this disease, it is important to prune and remove infected leaves and apply a bactericide to the tree.",Kūhūrana na mūrimū ūyū; Hebata wa gūceha mūtī na kweherie mathangū marīa marwaru na ūhūre dawa njega.
"Coffee mosaic virus: This is a viral disease that affects the tree leaves, causing them to develop a mottled or mosaic-like pattern.",Coffee Mosaic Virus: Ūyū nī mūrimū ūrehegwo nī virus ūrīa ūhutagia mathangū ūgatūma magīe na marangi maingī mathaka.
Coffee mosaics can be controlled by removing and destroying infected plants.,Gūceha na kweheria mathangū marīa mahutie nīkūninaga mūrimū wa coffee mosaics.
What are common pests that affect coffee ?,Nī tūtambi tūrīkū tūgūmagīra kahūa?
"Coffee berry borer: This is a small beetle that burrows into the fruit of the coffee tree, causing significant damage to the berries.",Coffee Berry Borer: Gaka nī kagunyū kaingagīra thīinī wa mbegū ya kahūa na gakamīthūkia mūno.
"The beetle can also transmit diseases, which can further harm the trees.",Kagūnyū gaka ningī no gatambie mīrimū īngī īngīthūkia mītī ya kahūa.
"Coffee leaf miner: This is a tiny insect that feeds on the leaves of the coffee tree, causing yellow or brown spots to form on the surface.","Coffee Leaf Miner: Gaka nī gatambi kanini karīyaga mathangū ma kahūa, gagatūma magīe na maroro ma ngoikoni na gītīri."
"The leaf miner can also transmit diseases, further harming the trees.",Gatambi gaka ningī no gatambie mīrimū īngīthūkia mītī ya kahūa.
"Coffee mealybug: This is a tiny, sap-sucking insect that feeds on the leaves and stems of the coffee tree.",Coffee Mealybug: Gaka nī gatambi kanini kanyuaga maaī kuuma mathangū-inī na itina-inī cia mītī ya kahūa.
The mealybug can cause the tree to become weakened and less productive.,Gatambi ka mealybugs gatūmaga mūtī wage hinya na ūnyihie magetha.
"Coffee thrips: This tiny, slender insect feeds on the coffee tree’s leaves and flowers.",Coffee Thrips: Gaka nīgatambi kanini gaceke karīaga mathangū na kīro gīa kahūa
"The thrips can cause the leaves to become distorted and discoloured, reducing the tree’s ability to produce fruit.","Thrips īthūkagia mūhanīre wa mathangū na mahūa,ona rangi wamo na mūtī ūkaremwo kūrata matūnda."
"Coffee mite: This is a tiny, spider-like insect that feeds on the leaves of the coffee tree.",Mbūmbūī ya kahūa: Gaka nī kagunyū kanini kahana mbūmbūī karīa karīaga mathangū ma mūtī wa kahūa.
"The mite can cause the leaves to become yellow and deformed, reducing the tree’s ability to photosynthesize.","Mbūmbūī īno ītūmaga mathangū matuīke ma rangi wa ngoikoni na magīe na mūhianīre ūngī, ūguo kūnyihia ūhoti wa mūtī gwīthondekera irio."
How to control coffee berry borer?,Kigunyū kīa mbegū cia kahūa kīngīninwo atia?
"Use of insecticides recommended insecticides against coffee berry borers;
LEXUS 247SC 8ml/20l
PROFILE 440EC 30ml/20l
RANGER 480EC 30ml/20l
KINGCODE ELITE 50EC 10ml/20l
SINOPHATE 750SP 20g/20l
PRESENTO 200SP 5g/20l","Hūthīra dawa ya tūtambi ta
LEXUS 247SC8mls/20l
PROFILE 440EC 30ml/20l
KINGCODE ELITE 50EC 10mls20l
SINOPHATE 850SP 20g/20l
PRESENTO 200SP 5g/20l"
"While spraying the insecticides, it is advisable to mix it with INTEGRA 3ml/20l, which improves the efficacy of the chemical.","Rīrīa ūkūhuhīra dawa, nī wega gūtukania na INTEGRA gwa ithimi cia milimita ithatū lita-inī mīrongo īrī cia maaī tondū nī ītūmaga dawa īrute wīra wega makīria."
Several insecticides should be alternated in a crop’s season in order to prevent the pest from gaining resistance over either of the chemicals.,Gūcenjania dawa kīmera-inī nīkūgiragia tūgunyū na tūtambi kūmenyera dawa īmwe.
"Practising rotations and intercropping to reduce pest population, Maintenance of field sanitation, Proper weed control",Kūgarūrira mīmera īria īrahandwo kahūa-inī nīkūnyihagia wūingī wa tūtambi hamwe na gūtheria mūgūnda na kūrīmīra kahūa.
Destroying the attacked berries by burying them deep in soil or by burning.,Gūthika mbegū irīa ndwaru cia kahūa irima-inī iriku kana gūcicina.
Setting baited traps in the pruned fields,Kūiga mītego thīinī wa kahūa gacehe.
Use of natural enemies of the coffee berry borer to reduce the population.,Hūthīra thū cia coffee borer gūcinyihia.
How to prevent green scales on coffee?,Ingīhota atīa kūrigīrīria ngūcī kahūa-īnī?
Prune and remove old branches and leaves so as to enhance aeration,Ceha kahūa nīgetha rīera rīhote gūcera wega.
"Avoid planting host plants such as avocados, guavas, pineapples, citrus, etc.as wind breaks","Ndūkahande mīmera īrīa yendetwo nī ngūcī ta mīkorobia,mainabu(mananathi), mabera(miharū) ona macungwa īrī mīmera ya kūhinga rūhuho."
"Improve shade by sparsely planting shade crops such as Graveillia spp., Leucena spp., or Macadamia spp. to encourage natural enemies.","Kūhanda mītī ītaganīte ya kīruru ta graveillia spp, Leucena spp, or Macadamia spp nī kūgucagīrīria thū cia kīīmerera cia ngūcī cia rangi wa ngirini."
How to control green scales on coffee?,Ingīhota atīa kūhukia ngūcī kahūa-inī?
"Apply with a brush at the base of the stem (1 foot from the base) a 15 cm wide band of a deltamethrin based product such as Decis 2.5 EC, Atom 2.5EC etc at the rate of 10-
15mls/20L of water mixed with 15 gms of Methylene blue which acts as a marker","Haka dawa īna Deltamethrin na kaburaci gītina-inī gīa kahūa futi imwe kuuma tīīri-inī ūthiūrūkītie mūtī na warie wa sentimita 15. Dawa ici nī ta Decis 2.5EC, na Atom 2.5EC na iringītio na gīthimi kīa milimita 10 nginya 15 hari lita mīrongo īrī cia maaī na ītukanio na Methylene Blue ya kuonania harīa hahake dawa."
Mode of action: pyrethroid with contact and residual activity.,Irutaga wīra na pyrethroid na njīra ya kūhutania.
Spray with mineral oils at 200 mls per 20 litres of water Spray with soapy solution (potassium soaps).,Hūra na maaī ma thabuni wa potassium mongereirwo mineral oils grams magana merī lita-inī mirongo īrī cia maaī.
"Introduce natural enemies such as. Cryptolaemus montrouzieri, Verticillium lecanii to reduce population of scales in the ecosystem.","Hūthīra thūū cia kīīmerera ta cryptolaemus montrouzieri, Verticillium Lecanii iria inyihagia ngūcī."
How to control Coffee Berry Disease on coffee?,Hihi īngīrūa atīa na mīrīmū ya mbegū cia kahūa?
Plant resistant varieties e.g. Ruiru 11 or Batian,Handa mīthemba īria ītiragia mīrimū ta Ruiru 11 kana Batian.
Prune properly after harvest to maintain open penetration and improve aeration,Nīwega gūceha thutha wa kūgetha nīgūo rīera rīkahota gūcera wega.
Remove old stems and thin out branches as the old stems are more susceptible than young ones,Ruta honge iria ngūrū na thari nīgūkorwo nīirī ūhūthū wa kūrwara ūkīringithania na iria itarī ngūrū.
Change the crop cycle after every 7 years,Garūrīra rūciaro thutha wa miaka 7.
Do a pre-rain preventive spray before the short and long rain seasons.,"Menyera kūhuhīra nīguo kūrigīrīria mbere ya mbura īringīte, mbura nini na ya kīmera."
"Pluck off diseased berries, collect in a container and destroy by burning or burying","Eheria mbegū iria ndwaru, ūciīkīre handu hamwe, ūcithike kana ūcicine."
Cut back the affected plants and graft gradually using resistant varieties like Ruiru 11 or Batian,Ceha honge iria ndwaru na ūciarithie ingī ūgītūmīra mīthemba īrīa īhotaga gwītiria mīrimū ta Ruiru 11 kana Batiani.
How to control Bacterial Blight of coffee?,Bacterial Blight ya kahūa ingīninwo atīa?
"Cultural control - proper pruning, minimising use of high N foliar feed formulations, splitting ground N application, sterilizing pruning tools (e.g. with Kerol 1% or Lysol 3% or methylated spirit),","Njīra cia kīīmerera: Gūceha wega, kūnyihia ūhūthīri wa mūtūkanio wa N foliar feed, niwega kūgayania N foliar feed, Gūthambia indo cia Guceeha na Kerol 1%, kana Lysol 3% kana Methylated spirit ."
