English,Kikuyu
"For a fine plantation, you must:,keep the soil clean;","Harī mūgunda mwega, tīgīrīra tīri nī mūtheru"
apply fertilizers;,Gītira mūmera kumana na ndwari na tūtambi
prune the plants;,Rūnga mīmera yaku
prevent the plants from falling;,Gitīra mūmera dūkagūe
look after the fruit;,Rora matunda
How do you control pests in banana plantation?,ūgiragīrīria atīa tūtambi na mīrīmū mūgūnda inī wa marigū?
"Chemical Control
Spray soapy water or insecticidal soap on plants thoroughly on petioles, furled leaves, whorls or on young suckers.","Dawa cīa kūhuthīra-Huhīra maaī ma thabuni kana thabuni wa tūtambi harī mīmera wega harī petiols, mathangū makūnjīkanu, whorls kana kūrī thuna iria nini"
Spray Dimethoate (75ml/100lit) or Diazinon (1.5ml/lit) or Acephate (1.3g/lit) on infested plants and suckers.,Huhīra Dimethoate ( 75ml/100ltr) kana Diazinon( 1.5ml/ltr) kana Acephate ( 1.3g/ ltr) harī mīmera kana thuna iria ng'umīre.
Spray Methyl Demeton 25 EC 0.05%,Huhīra Methyl Demeton 25EC 0.05%
What is a major problem with banana plantations?,Nīkīī thīna makīria harī mīgūnda ya marigū?
The major environmental problems arise from the production of bananas for export or from large-scale commercial production of bananas for local markets.,Thīna mūnene harī ūkūria wa marigū maingī na ma naja wa būrūri kana gūkūria nīūndū wa thoko cia o gūkū būrūri-inī
"These include habitat conversion, soil erosion and degradation, pollution from agrochemical use, solid waste, and water usage.","Nī hamwe na gūcejia harīa makūragio, tīri kwenyūka na gūthūka, gūtukanīka na dawa iria ihuhagīrio, guteo gwa takataka na maaī"
What is a Banana weevil (Cosmopolites sordidus),Mbocha cia marigū nīkīī (Cosmopolites Sordidus)
The Banana weevil is a very damaging banana root borer.,Mboca cia marīgu nī ithūkagia na gūtūra marima mīri-inī
"The larvae bore into corms, suckers, and roots and lead to extensive root destruction.","Kīgunyū nīkīo gītūraga mīkori, na mīri na īgatūma mīri īthūke."
This leads to stunted plant growth and eventually premature toppling of the plants and plant death.,Nī ītumaga marigū mekururie gūkūra na mwisho makambia kūgwa na gūkua mūmera wothe
How to manage Banana weevil (Cosmopolites sordidus),ūngīgirīrīria atīa gūtamba kwa mboca cia marīgū
Recommendations to farmers for management of the banana weevil:,Wendekīthia kūrī arīmī nī hamwe na:
"> Use clean planting materials - As mentioned earlier, use tissue culture plantlets or treated suckers for planting new banana plantations.",Hūthīra Indo therū ūkīhanda - Handa mīmera ītarī na mīrīmū.
"> Crop rotation - In heavily infested gardens, it is highly recommended to progressively destroy the entire garden and remove all banana plants and their corms.",> Garūra mīmera - He bata kūmunya marigū mothe mīgūnda-inī īrīa mīgūmīre nī tūtambi n mīrimū na ūhande mīmera mūthemba ūngī.
Chop them to dry or compost them and plant other crops in the field for 1 to 2 years.,Tinangia mīramba iyo nīguo ithondeke thumu na ūhande mīmera īngī harī mwaka ūmwe nginya īrī
Make sure that all corms and roots are destroyed during that time.,Tīgīrīra mbeū na mīrI yothe nī yathūkio
> Ensure field hygiene - It is a common practice to split the pseudostem after every harvest.,ūtheru wa mūgūnda- he bata kūrenga mūramba o wagetha
The stem is split open and the sheaths are spread out to dry so that weevil eggs and larvae are destroyed.,Muramba ūrengaguo nīguo matūmbī ma mboca macinūo na mathūke
"The sheaths should, however, be laid about 2 feet away from the banana stool, like any other mulching material in a banana plantation.",Mīramba ībatiī kūigūo fiti īgīrī haraihu na gītina kīa marigū ota ūrīa gwīkagūo harī kwarīra mīmera īrīa īngī.
"Do not move banana residue material (pseudostems, corms, sheaths) from one field to another in order to limit transmission of weevils.",Matigio ma marigū matibatie kūrutūo mūgūnda inī nginya  ūngī nīgūo kūgirīrīria gūtamba kwa mboca
> Trap the weevils - Laying traps to catch banana weevils and killing the weevils collected from traps can be an effective method of controlling weevils especially in small gardens.,Tega mboca- Iga mītego yaku nīguo kūnyitia mboca cia marīgū na gūciūraga nīguo kūnyihia gūtherema harī mīgūnda mīnini.
The weevils are mobile at night and can be trapped by baiting the field with slices of banana pseudostems.,Mboca nī ithiaga mūno ūtukū koguo no cīarīrwo mītego harī marigū matinangie weega.
Traps should be cleared every 3 days so that they do not become a breeding ground for the weevils.,mītego īyo ībatiī kweherio thutha wa thīkū ithatū nīguo kūgirīrīria gūcīarana makīrīa.
All trapped weevils should be picked from the baits and destroyed or fed to poultry.,Mboca iria cianyitūo cibatīe kweherio mītego-inī kana iheo ngūkū kana nyoni.
> Keep the banana stool clean - Mulching materials or any debris should not be put close or within the stool in order to deny weevils a hiding place.,"Tigīrīra gītinainī kīa marigū nī gītheru, arīra haraihu na gītīna nīgūo kūgiria mboca gūcīarana"
"Also, any banana plant remains from infected gardens should not be used as mulch in clean banana gardens.","Oūgūo rī, matigari mūmera wa marigū o wothe harī mūgūnda mūrwaru ndūbatie kūhūthīrūo kwarīra mīmera ya marigū harī mūgunda ūngī"
"> Use natural pesticides - Such as wood ash, tephrosia leaf dust, chilli preparations with animal urine, tithonia leaf extract, and neem oil.","Hūthīra dawa cīa tūtambī cia kīmerera - ta muhu, rūkūngū rwa tephrosia, biribiri, mathugumo ma mahiū, mahuti ma tithonia na maguta ma neem."
These materials should be applied at the base of the plants around the stool and around infected pseudostems.,Indo ici cibatie gūīkīrūo gītinainī kīa mūmera mwena-inī ūrīa mūgūmīre
"However, it is important for certified organic farmers to check with their certification body before using any factory-made products for weevil control.","Harī oūguo rī, he bata harī arīmi a kīmerera kūrora indo cīumīte igandainī nīguo kūgirīrīria gūtamba kwa mboca"
What are Nematodes,Mīnyongoro nī kī?
• Nematodes are the most damaging pests causing over 70 % loss of the crop Damages:,Mīnyongoro nīyo īthūkagia marigū makīrīa harī gīcunjī kīa 70%
• Lesions and tunnels within the rhizome,Lesion na tunnel thīinī wa rhizome
"• Root destruction leads to toppling of mature plant, especially when the wind blows or during bearing stage",Gūthūūka kwa mīri nī gūtūmaga mūmera ūgūe makīria rīrīa kūrī rūhuho kana rīrīa ūraciara
How to manage Nematodes,mīnyoo ya marigū īhūranagūo nayo atīa
Recommendations to farmers for management of the banana nematodes:,medekithia kūrī arīmi ma njīra cia kūhūrana na mīnyoo ya marigū
> Use clean planting materials - Use tissue materials or treat banana suckers to ensure that no infections are introduced into the new fields.,kūhūthīra  mbeū theru- kūhūthīra mbeū cia mūciarithanio kana gūtheria thuuna nīguo kūnina mīrimū.
"> Crop rotation - In heavily infested plantations, it is highly recommended to destroy the garden and remove all banana plants and their corms.",kūgarūrīra mìmera- mīgūnda ya marigū īrīa īna mīnyoo yendekithītio ķūmunya marigū moothe na thuuna
"Chop them to dry or compost them. Nematodes will survive in the soil for about one year
if deprived of host materials.",kūmatinangia na kūmomithia kana kūmatua thumu. mīnyoo īngīaga gīikaro īngītūra ta mwaka tu
"Therefore, after uprooting all banana material from the infected plot; grow other crops for a period for 1.5 to 2 years, followed by recultivation with clean banana planting materials.",kūhanda mīmera īngī ta mwaka na nuthu nginya īīrī thuutha wa kūmunya marigū kūrīa kwīna mīnyoo kūrūmagīrīrwo nī kūhanda marigū weerū
"> Increase soil fertility - Addition of compost in planting holes, top-dressing with organic manures and mulching with organic materials increases soil life activity and has a negative effect on soil pests like nematodes.",kwongerera ūnoru wa tīīri-kwongerera thumu marima ma kūhanda na kwarīra mahuti nīgūthondekaga tīīri na kūhotomia mīnyoo.
It encourages how to manage nematode and weevil damage,nīīteithagīrīria kūnyihia wanangi wa mīnyoo na mbūca
"> Field hygiene - Besides planting materials, nematodes can also be spread through soil carried on farm tools, farmers shoes/feet and banana residues, mainly corms.","gūtheria mūgūnda-tiga tu kuumana na thuuna rī, mīnyoo nīītambagio na tīīri kuuma na indo cia kūrīma,iiratū cia magūrū ,mīramba na macoya"
"Therefore, ensure that proper cleaning is done of all tools and farmers shoes/feet before entering a healthy garden.",Tīgīrīra ūtheru mwega wīkuo kūrī indo cia wīra hamwe na iratū na magūrū ma mūrīmi atanaingīra mugunda mwerū
Banana corms should not be shared between gardens to limit the spread of nematode infections.,Ndugaciarithanie mīgūnda ngūrani nīguo kūgirīrīria gūtamba kwa mūrimū wa mīnyongoro.
"Control:
• Use of clean planting material (Tissue Culture or by hot water treatment)",Hūthīra indo theru cia kūhanda ( indo cia mūciarithanio kana maaī mahiū)
• Use “Tithonia” and “Mexican Marigold” in banana farm as green manure,Hūthira Tithonia kana Mexican Marigold harī mūgūnda wa marigū ta thumu
• Apply farmyard manure or poultry manure,Hūthīra thumu wa mahiū kana wa ngūkū
"• Use of nematicides such as Azadirachtin (Achook®), Ethoprophos (MOCAP GR 10®)",Hūthīra Nematicides ta Azadirachtin( Achook) Ethroprophos(MOCAP GR10)
How to identify and manage banana thrips,ūngimenya atīa na kūgitīra tūtambi twa Thrips Harī marigū
"Banana Thrips
Damages:
• Silvery patches on the fruits that later turn brown","Thrips cia marigū
Gūthūkia
maroro marahenia harī matunda marīa macenjagia thutha-inī makahana rangi wa gītīri"
"• The skin of heavily infested fruit may crack permitting secondary infection which results in fruit rot making it unattractive hence lowering its
marketability
Control
• Removal of male flowers","Ngothi ya matunda marīa magūmīirūo maambagia gwatūka na kūreka magwatio nī mūrimū wa kerī. Matunda mambagia kūbutha na kūaga kūgucīrīria na macūngīrīro nī thoko kunyiha
Kūgītīra: Eheria kīro kia njamba"
• Covering of bunches/bagging,Kunīka ngoro cia marigū na njīra ya gūciharūkia iratathi.
"• Use of insecticides, such as
– Deltamethrin (Decis 2.5 EC®)
– Pirimiphos-Methyl (ACTELLIC
25EC®)","Hūthīra dawa cia tūtambi ta
- Deltamethrin( Decis 2.5 EC)
- Pirimiphos- methyl ( Actelic 25 EC)"
How to identify and manage Banana Weevil Bore,ūngīmenya atīa na kūgitīra mboca
"Banana Weevil Borer
Identification:
• Weevil: A brown-black weevil with a curved hard shell and rotting","Mboca cia marīgū
Mboca njirū na ya gītīīri na īna gakūmbi komū"
• Borer (grub) form irregular tunnels in the rhizome reducing it to a mass of rotten tissue,(Grub) Yenjaga marima matarī manyoroku na ūguo īkabuthia
"Damages:
• The leaves of infested plants turn yellow, wither and die prematurely","Mahuti magūmīre macenjagia rangi wa ngoikoni, makahoha na magakua biū"
• Infested plants are easily blown over the ground by wind,mīmera īrīa īgūmīiruo nī raithī kūgūa thī nīundu wa rūhuho
"Control:
• Use clean planting material for propagation (Tissue Culture or hot water treatment)",Kūgītīra- Huthira indo theru cia kūhanda ( gūciarithania)
"• Do NOT leave suckers and other planting materials overnight in the field, as the weevils may lay eggs on them",Dūgatige thuna na mīmera īngī mirenge tondū mboca nocirekerie matūmbī mahuti-inī
"• After harvest, cut stems at the ground level and cover the cut surface with a layer of earth to prevent entry of the weevil","Wagetha rī, renga mīramba harīa thī biū  na ūhake tīīrī nīguo mboca ītīkaingīre"
• Cut harvested stems into very small pieces to allow faster drying,Tinangia mīramba rīa mīgethe tūcunjī tūcunjī nīguo tūme narua
How to identify and manage panama disease,ūngīmenya atīa na kūgitīra Mūrimū wa Panama
Panama Disease,mūrimū wa Panama
General Descriptions:,Mītugo yaguo
• A soil-borne disease also known as “Fusarium Wilt”,Nī mūrimū wa tīri ūrīa wītaguo Fusarium wilt
• Fungus attacks roots and blocks vascular system causing wilts Symptoms:,Fungus ici cigūmagīra mīri na gūtūma mūmera ūhohe
• The older leaves turn yellow and collapse while still green at the base,Mahuti makūrū macenjagia rangi ūgatuika ngoikoni na makagūa gītīna inī kīrī na rangi wa grini
"• The leaves fall in order, from the oldest to the youngest until they hang around the pseudo-stem like a skirt, and dry up","Mahuti magūaga mabuatanīte, kuuma rīrīa rīkūrū nginya rīrīa rī nini magathiūngūkīria mūramba ta thikati na thutha-inī makoma"
• The emerging heart leaf may die while the stem remains erect till it decays and falls over,"Ihuti rīrīa rīrathundūka no rīkue na mūramba ūgatigūo ūrūgamīte, ūkabutha na mwishoini ūkagua."
• Diseased plants fail to produce normal fruit and die before the fruit stalk is fully developed,mūmera mūrūaru nī ūremagūo gūciara matunda mega na makuaga itunda ritaithondokete wega
"Control:
• Apple and Gross Michel/Kampala are highly susceptible to this disease",Kūgītīra:Apple na Gross Michel/ Kampala nīciītagīria mūrimū ūyū
"• Use of resistant varieties, such as Giant Cavendish, Lacatan or FHIA hybrids","Hūthīra mīthemba īrīa īngītiria ta Giant Cavendish, Lacatan or FHIA hybrids"
• Observe quarantine,Tigithūkania
• Use disease-free materials (Tissue Culture and clean suckers),Hūthīra thuna na gūciarithania na mīmera ītari mīrīmū
How to identify and manage black leaf streak,ūngemenya/kūgītira atīa black leaf streak
Black Sigatoka/ Black Leaf Streak,Black Sigatoka/ Black Leaf Streak
"General Descriptions:
• A fungal disease that destroys banana leaves also called Leaf Streak Sigatoka","Mūrimū wa fungal- ūthūkagia mahuti ma marigū, ūgetūo Leaf Streak Sigatoka"
• It can seriously reduce crop yield,īnyihagia magetha na gīkīro kīnene
"Symptoms:
• First symptoms are narrow, rusty, reddish-brown streaks on the underside of leaves","Dariri- mahuti gucekeha , magacu, magatunīhīra thī wa mahuti"
• These become dark brown or black spots on both surfaces and develop yellow margins & grey centres,Thutha ūcio makaga maroro ma rangi wa gītīīri miena īrī na mīthia kūgīa rangi wa ngoikoni.
"• It causes significant reduction in leaf area, premature ripening and yield loss of up to 50 % or more","īnyihagia mahuti, matunda makeruha matakinyanīīre na maciaro kūnyiha na gīcunjī kīa 50 harī igana kana makīrīa"
"Control:
• Cultural practices such as removal of affected leaves, adequate spacing of plants and efficient drainage within orchards","Kūgītīra: Eheria mahuti maria mathūku, tīgīthūkanīa wega mīmera na ūtīgīrīre maaī nimaraikūrūka tīri- inī wega"
"• Use of resistant cultivars e.g.) FHIA 17, 18, 25, some Cavendish varieties like Williams and Grand Nain","Hūthīra mīmera īrīa īngītiria mīrimū ta FHIA 17,18,25 mīthemba ya Cavandish ta Williams na Grance Nain"
• Use chemicals such as : – Mancozeb (DITHANE M-45®) – Thiophanate-Methyl (TOPSIN M Liquid®),Hūthīra dawa ta- Mancozeb( Dithane- m-45) - Thiophanate -Methyl ( Topsin M Liquid)
How to identify and manage Banana Bacterial Wilt,ūngīmenya atīa na kūgitīra mūrimū wa Banana Bacterial wilt
Banana Bacterial Wilt,Banana Bacterial wilt
General Descriptions:,Mitugo yake:
• The disease is easily spread by use of infected planting materials and farm tools,Mūrimū ūyū ūtambaga ūngīhūthira īndo ciīna mūrimū ūyū
• Transmitted by insects including bees through the male bud,Nīutambagio nī tūtambi ta njūkī harī kīro kīa njamba.
• Lacatan is a very susceptible variety Symptoms:,Lacatan nīitiragia dariri ici
"• Withering of flowers, wilting of leaves and premature ripening of fruits",Kūhoha kwa mahūa na mahuti na kweruha matunda matakinyanīīre
"• The leaf sheath turns dull green, scalded & breaks at petiole, then all leaves collapse at pseudo-stem","Mahuti magacenjia kūrī rangi wa grini nogu, magatuīka na thutha-inī makambia kūgūa"
• Cross section of the pseudo-stem when cut reveals yellow discoloration bacterial ooze,Mūramba ungīrenguo ūrutaga rangi wa ngoikoni kana bakteria
• Un-even and premature ripening of fruits Control:,Kūgītīra matunda kweruha matakinyanīīre na mataigananite:
• Field Sanitation:,Kūrora wega mūgūnda waku
• Disinfecting farm tools after use and washing hands e.g.) use of jik 1:5 water,Gūthambia wega indo cia mūgūnda na moko ūkīhūthīra dawa. Hūthīra jiki  na gīthimi kīa 1:5
"• Uprooting, destroying, and burying affected plants","Munya, thūkangia na ūthike mīmera īrīa īgūmīiruo"
• Disbudding of male flower buds after fruiting,Eheria kīro kīa njamba thutha wa kūruta matunda
• Observe quarantine,Tīgīthūkania
• Use of clean planting materials,Hūthīra indo therū cia kūhanda
"What would you consider the most dangerous disease of bananas at the moment, Xanthomonas
wilt or Fusarium wilt?",Nī mīrīmū īrīkū mīūru makīria ya marigū rīu?  Xanthomonas wilt kana Fusarium wilt?
"At the moment, Xanthomonas wilt is considered the most dangerous disease.","Thaici, Xanthomonas wilt nīguo mūru makīria."
"If banana has Mycosphaerella leaf spot, can it still produce bunches?","Angīkorwo mahuti mena maroro ma Mycosphaerella, no īrute bunches"
"Yes, bananas that are infected with Mycosphaerella leaf spot still produce bunches.",ona marigū magūmiruo nī mūrimu wa Mycosphaerella no marīciara.
"However, the farmer should provide more manure to such bananas to increase the plant’s vigour and help it withstand the disease.",Mūrīmi nī abatiī ahe mūmera thumu wa kūigana nīguo gūteithia mūmera kūrūma na wītirie mīrimū
Do bananas share any diseases with other crops like beans?,marigū nīmanyitanagīra na mīmera īngī mīrimū ta mboco?
Some of the types of pathogens that cause disease in banana are also found in beans.,Indo iria ikuaga mīrīmū marigū-ini harī marigū niyo īkūragio mboco ini
"However, pathogens are generally rather specific, and diseases specific to banana do not occur on beans.",Indo ici nī cia mwanya na mīrimū ya marigū nī ngūrani harī ya mboco
Can I grow bananas on sloping land in Kenya?,No ngūrie marigū irīma- inī Kenya?
"Yes, bananas can be grown on sloping land, but terracing and erosion control measures may be needed to prevent soil erosion.","marigū nomakūrio irīma-inī, no he bata kūgitīra tīīrī ndūgakuo"
How long does it take for banana plants to bear fruit after planting?,marigū mayoga kahinda kaigana atīa gūciara matunda thutha wa kūhandwo?
"Depending on the variety and growing conditions, bananas can start bearing fruit within 9 to 12 months after planting.","O mūthemba na harīa mūmera ūhandītwo, marigū no mambie gūciara thutha wa mīeri 9-12"
What is the average yield per īka for banana farming in Kenya?,harī īka ya mūgūnda īciaraga marigū maigana atīa Kenya?
"Yields can vary, but with proper management, an average yield of 20,000 to 30,000 kg (20 to 30 metric tons) per īka is achievable.","Magetha nīmacenjagia, maramatītwo wega no maciare 20,000kg-30,000kg harī o īka"
Is organic banana farming viable in Kenya?,marigū ma kīmerera no marīmwo Kenya?
"Yes, organic banana farming is viable and can fetch premium prices in the market, but it requires adherence to organic practices and certification.",īī marigū ma kīmerera no magīe bei njega thoko inī no nīmabataraga ūrori wa kīmerera.
How to prepare land for planting bananas,Mūgūnda wa marigū ūharagīrīrio atīa?
"When planting in virgin land, start with clearing trees and shrubs on the new land.","ūkīhanda mūgūnda mwerū, theria ithaka na mītī"
Then spray the cleared land with broad spectrum herbicide to kill weeds like couch grass or just plough the land and harrow.,Huhīra mūgūnda ūcio na dawa cīa ria kana urīme na ūhūre harū
Dig holes of size: 60cm x 60cm x 60cm  at spacing of 3m x 2m apart when establishing pure banana orchard.,Eja marima ma 60cmx60cmx60cm na ūtīgithūkanie na 3mx2m angīkorwo nī mūgūnda wa marigū matheri.
Place the soil from the top 30 cm in a heap and the soil of the second 30 cm (subsoil) in a separate heap.,Iga mwanya tīīrī wa igūrū wa 39cm kando na ucio ungi 30cm mwena
"Obtain 20 kilogram of well decomposed manure for each hole, put the manure in hole and cover lightly with top soil.",īkīra kilo 20 cia thumu mūhīu wega irima-inī na ūkunīke na gatīīrī kanini
Wait for 2 weeks and plant clean planting material (tissue culture) or paired corm of desired banana variety.,Handa marigū maku thutha wa wiki īgīrī mūthemba ūria ūragūkenia
"At planting, use phosphate fertilizer such as diamonium phosphate (DAP), single super phosphate (SSP) or (NPK 20, 20, 0), add 200 gram of the phosphate fertilizer to top soil and mix well with mature in the hole.","ūkīhanda hūthīra bataraitha ya phosphate ta (DAP) Diamonium Phosphate , (SSP) Single super Phosphate kana (NPK 20:20:0) ongerera gramu 200 cia bataraitha ya phosphate harī tīīrī wa igūrū na ūtukanie wega na thumu irima-inī"
Use 20 kilograms of chopped fresh tithonia leaves  in place of manure where necessary.,Hūthīra kilo 20 cia mahuti ma Tithonia handu ha thumu
"To have a good start for the banana plants, planting should be timed to coincide with the on-set of rains.",Nigūo ūgīe na kīambīrīria kiega gīa mīmera tīgīrīra wa handa mbura īhakuhī kura
Which suckers is suitable for planting on banana farming,Nī thuna irīkū ciagīrīire kūhandwo ūrīminī wa marigū?
Choose healthy sword sucker of superior banana cultivars and make sure there are no signs of weevil tunnels on the chosen suckers.,Thura thuna iria njega itarī na marima ma mbūca
Remove all roots and a thin outer layer of corm skin epidermis this is known as paring.,Eheria mīrī yothe na gakothi ka igūru- gūīka ūū gūitagwo paring
Place only the pared area of sucker in boiling water for 30 seconds or surface sterilized for 20 min in fungicide mixture.,īkīra thuna hau harute ngothi maaī-ini mahiu rīa kahinda ga 30sec kana ūrinde kwa kahinda rīa 20sec
Remove the sterilized sucker and cut the top part to produce the corm.,Ruta thuna īria irī na dawa na ūrenge gacunjī ka īgūrū
Plant the sterilized corm the same day.,Hada gacunjī kau mūthenya ūcio
Mix 20 kilograms of well rotten manure with top soil and put the mixture in the hole.,Tukania kilo 20 cia thumu ūhīte wega na tīīrī wa igūrū na ūtukanie wega irima-inī
Place the paired treated corm in the hole with the mixture.,Iga mūmera waku irima-inī rīu
Use the sub-soil to fill up the hole and bury the corm in the hole at 10 cm below the soil cover.,Hūthīra tīīrī wa thīinī kūihūria irima na ūthike mūmera na ūrikū wa sentimita 10 thīīnī wa tīīrī
How stablishment using tissue culture /macro propagated seedlings,ūhadaga atīa marīgū ma mūciarithanio
Establishment using tissue culture /macro propagated seedlings.,Kūhanda marigū ma mūciarithanio
"When using tissue culture plantlets, mix 20 kilograms of well rotten manure with top soil and put the mixture in the hole.","ūkīhuthira marigū ma mūciarithanio, tukania kilo 20 cia thumu ūhīte wega na tīīrī wa igūru na utukanie wega irima-inī"
"Remove the plastic bag container and place the TC plant, 30 cm deep in the hole with the mixture.","Ruta karatathi, na wūige mūmera waku tīīrī-ini na ūriku wa sentimita 30 irīma- ini hamwe na matukanio ūcio"
Use the sub-soil to fill up the hole to level of soil in pot.,Hūthīra tīīrī wa gatagatī kūihūria irima
When planting without rains irrigate each hole with 20 litres of water.,"ūkīhanda rīrīa gūtarī mbura, itīrīria mīmera lita 20 cia maaī o irima"
Land preparation for bananas,Kūharīrīa mūgūnda wa marigū
"Before planting, deep soil cultivation by ploughing and harrowing is recommended.","ūtanahanda, kūrima ūrikītie kwendekithītio na ūcokerithie."
"The fields should be free of trees, bushes and especially perennial weeds","Mūgūnda ndūbatīī gūkoruo na mītī, ithaka na ria"
What is the correct spacing for planting bananas?,marigū mabatiī gūtigithūkanio atīa?
Should be done at the onset of rains.,īka maūndū maya mbura īhakuhī kuura;
"Under dry conditions dig holes 90cm by 90cm by 60cm, in wet areas dig the holes 60cm by 60cm by 60cm.
Short variety (Dwarf Cavendish, Giant Cavendish) 2.5m × 3m.
Medium variety (Valery, Williams) 3.0m × 4.0m.
Tall variety (Lacatan, Poyo) 4.0m× 4.0m.","Kūrī o kūmū, enja marima ma 90cmx90cmx60cm, no kūrī na ūgunyu, enja marima ma 60cmx60cmx60cm. Mīthemba īria mīkuhī ( dwarf Cavendish, Giant Cavendish) 2.5mx3m, mithemba ya ūraihu wa gatagatī-inī ( Valery, Williams) 3mx4m. Mīthemba mīraihu ( Lacatan,Poyo) 4.0mx4.0m"
What is the best site to plant bananas?,Nī handū harīkū hega ha kūhanda marigū?
Choose a location with suitable soil and climate conditions for banana cultivation.,"Thura handu harī na tīīrī mwega, riera riega ria kurīma marigū"
"Bananas prefer well-drained, loamy soil with good organic matter content.",marigū mendaga tīīrī uraikūrūkia wega maaī na mūirū mūnoru
The site should receive sufficient sunlight and have access to water for irrigation.,mūgūnda ūcio nī ūbatiī nī gūkinyīrwo rīua wega na ūkorwo hakuhī na maaī ma kūrīma.
How long does a banana take to mature in Kenya?,marigū moyaga kahinda kaigana atīa gūkūra būrūri-inī wa Kenya?
The time for planting to maturity of a banana depends. on area and variety.,Ihinda rīa kūhanda nginya gūkūra kwa marīgū kūringanaga na harīa mahandītuo na mūthemba wamo.
A plant takes roughly 12 to 18 months to mature. Fruits are ready for harvesting 90 – 150 days after.,Irigū rīoyaga kīndū mīeri 12-18 gūkūra. Marigū no magethuo thutha wa thīkū 90-150
What is the right spacing for banana?,marigū mabatiī gūtigithūkanio atīa?
Experiments carried out recently show that good quality banana and heavy bunch can be achieved by keeping the planting distance at 1.8 X 1.8 m.,īgerio iria ciīkītuo cionanagia īkīro njega cia marigū nīīkinyagīrwo mangītīgithokanio na ūraihu wa 1.8m x1.8m
"However, to get maximum yield plantation is done at 1.2 X 1.5 m.",Nigūo gūciara makīria tīgīthania na 1.2m x 1.5m
"High Density Planting :
High density planting is in practice to accommodate 4444 to 5555 plants per ha",High density nī kūhanda itina 4444-5555 hactare-inī īmwe
Which month is best for banana plantation?,Nī mweri ūrīkū mwega wa kūhanda marigū?
Bananas planted in March/April made better growth and gave higher yields than those planted upto December.,marigū mahandituo mweri wa gatatū/kana nimakūraga wega na gūcīara wega makīria kūrī marīa mahandītuo thutha ūcio nginya Dithemba
Flowering occurred in less than 300 days after planting in March/April.,Marigū marutaga kīro thutha wa thīkū 300 thutha wa kūhanda mwerī-inī wa gatatū/kana
"Growth and flower bud differentiation and fruit development were adversely affected, when the average temperature was below 750 F",Kūruta kīro na gūciara nīigomagīruo rīrīa ikīro cia rūgarī irī thīī wa 750F
Can you plant banana trees next to each other?,No ūhande marīgū hakuhī na mītī īngī?
"Keep at least 2 to 3 meter gap between 2 plants. Also keep good mulch around the base , so that new root growth should not start new shoots until you want them.",Mītīgithūkanie na 2m -3m kuuma mūtī nginya irigū-inī. Tīgīrīra nī warīra mūcing'i gītina-inī nīguo mīrī mīerū ndīgathune nginya rīrīa ūkwnda.
Establishing a new banana garden?,Uthondekaga atīa mūgūnda mweru wa marigū?
"A site with deep, well-drained and fertile soils, preferably rich in organic matter is good for banana production.","Marigū mekaga wega nandū harī na tīīrī mūriku, uraikūrūkia wega maaī na mūnoru"
It will encourage the development of strong plants that can tolerate infections.,Nīgūteithagia mūmera kūgia hinya na guītirīa mīrīmū
A newly opened land without signs or history of nematodes or the devastating Fusarium wilt and bacterial wilt diseases is preferred.,"Mūgūnda mwerū ūtarī na mīnyongoro kana mīrimū mīūru ya kūhoha, Fusarium wilt na bacterial wilt, nīwendetwo"
"If the site has been used for production of bananas in the last two years, it is highly recommended to remove all remaining banana plants and corms.","Angīkorwo mūgūnda ūcio nīwarīmītwo marigū mīaka īrī mīhītūku, nīwega weherio marigū marīa matiga hamwe na thuna"
Normally such remnants harbour a lot of pests and diseases.,Matigari mau mahithaga tūtambi na mīrimū.
"The remnants should be transferred into another field (not of bananas), chopped and spread to dry or composted.","Matigari mau mabatīe meherio mūgūnda-inī na matwaro kūngī, matinangio na manīkuo nīguo mome"
The land should then be planted with a legume crop (like beans) or left to follow with a legume green manure cover crop for 1 to 2 years.,Mūgūnda ūcio nī ubatie ūhanduo mboco kana ūtiguo ūguo kwa ihinda rīa mwaka 1 nginya 2
This will ensure that any remaining pest or disease infections are completely removed before introducing new banana plants.,Gūika ūū nīgūtigagīrīra tūtambi na mīrīmū yothe nīyeherio ūtanahada marigū merū.
All perennial weeds should also be removed and destroyed before planting because bananas are very susceptible to weed competition.,Ria rīothe rībatiī rīeherio ūtanahada nīūndū marigū nīmatoragio nī ria
Some of the existing trees at the selected site should be left during land clearing in order to protect the young banana plants from wind and strong direct sunshine,ūgītheria mūgūnda wa marigū tigīa mītī mīnini ya kūhinga rūhuho rūnene na rīua kūhe marigū kīruru marī manini.
What is banana tissue culture?,Marīgu ma mūciarithanio nī marīkū?
"Tissue culture is a technique for multiplying clean banana planting material from small plant pieces
taken from a mother plant.",īno nī njīra ya gūciarithania marīgū kuuma marigū-inī manini marutītwo kuuma kūrī mangī makūrū.
"Although any part of the banana plant can be used to generate tissue culture plants, it is the meristem/shoot tip that is commonly used",Ona angīkorūo gacunjī o gothe ka irigū no kahūthīke gūcīarithania nī thuna īhūthīkaga
How to produce tissue culture banana plantlets,ūngīthondeka atīa marīgū ma mūciarithanio?
