English,Kikuyu
"Symptoms include: Blisters which enlarge into painful yellow bumps and finally to dark coloured wart-looking scabs in the skin in non-feathered areas such as comb, wattle, face, and eyelids.","Ndariri cia mūrimū ūyū nī ta: Kūgīa na iroruha iria icokaga kūneneha tarī ihūha na mūico ikaira ta mbatata ngothi-inī kūrīa gūtarī maguoya ta kireera-inī, ūthiū na kīmone-inī."
"Difficulty in breathing and eating due to diseases affecting the respiratory system, mouth, and throat.","Gūkorwo na ihinda iritū rīrīa īkūhuhia kana īkūrīa nīūndū mūrimū ūyū nīūhotomagia njīra ya kūhuhia, kanua na mūmero."
What are the symptoms of Coccidiosis?,Ndariri cia mūrimū wa kīhuruto nī irīkū?
"The disease is caused by coccidian, which multiplies very rapidly in the intestines.",Mūrimū wa kīhuruto ūrehagwo nī njamuthi īrīa īingīraga thīinī wa mara na ikaingīha na njīra nene.
It usually occurs at eight to 10 weeks of age and normally expresses itself in acute and chronic forms.,"Mūno makīria ūnyitaga ngūkū irī na ūkūrū wa ciumia igīrī nginya ciumia ikūmi, na ngūkū īka hinyīrīrīka na njīra nene."
"In the acute type, death occurs in five to seven days.","Rīrīa mūrimū wa kīhuruto woka na ūritū mūnene, ngūkū īkuaga thīinī wa thikū ithano nginya mūgwanja."
The chronic type does not kill immediately but persists for long.,Mūrimū mūthemba ūngī ndūūragaga hauhau no nī wūikaraga gwa kahinda Karaya.
"Symptoms: Infected birds or chicks become droopy, look unthrifty, and usually have ruffled feathers, pale beaks, and shanks.","Ndariri: Ngūkū kana njui īrīa ndwaru irekagia mathagu, ikarīa na wūitangi, maguoya makaambūrūrūka na mūkanye na mīthirimo īrī na rangi mūthitu."
Caecal coccidiosis has bloody droppings.,Kīhuruto kīa mūhuko wa irio gītūmaga ngūkū īthiī kīoro kīna thakame.
Mortality may be high and sudden.,Ngūkū no ikue irī nyingī o rīmwe.
How do you treat Coccidiosis?,Mūrimū wa kūharwo ūrigitagwo atīa?
"Treatment of Coccidiosis: Good thing, Coccidiosis if noticed early, it can be treated easily.","Kūrigita mūrimū wa kihuruto: ūndū mwega nī ati, mūrimū ūyū ūngimenyeka tene no ūrigitike raithi."
"To contain the Coccidiosis outbreak, treat each and every chicken in the flock.","Nīguo mūrimū wa kīhuruto ndūgathereme, wagīrīire nīkūrigita ngūkū ciothe cirīrūūru-inīrūu"
Amprolium is the most common treatment of Coccidiosis. It weakens the parasite’s ability to multiply.,Dawa ya amprolium nīyo īhūthīkaga kaingī kūrigita mūrimū wa kīhuruto. īkoragwo na ūhoti wa kūnina hinya wa njamuthi ikaremwo gūciarana.
How is Amprolium administered to the chicken?,Dawa ya amprolium īheagwo ngūkū na njīra īrīkū?
Treatment is administered to the poultry birds by adding Amprolium to their drinking.,Ngūkū īrigitagwo mūrimū wa kīhuruto na njīra ya kuongerera dawa ya amprolium maaī-inī.
"Occasionally, medication is administered orally in instances where the birds are not eating or drinking enough water.","Rīmwe, dawa īno no īkundio na kanua rīrīa ngūkū ītarahota kūnyua maaī kana kūria irio njiganu."
Treatment of Newcastle disease?,Mūrimū wa kīhuruto ūrigitagwo atia?
"There is no specific treatment for Newcastle disease although, to prevent secondary infection, Isolate all the infected poultry birds from the healthy ones. Afterwards, contact your vet immediately.","Gūtirī ūrigiti wa mwanya wa mūrimū wa newcastle no nīgetha ūrigīrīrie kūrwara rīngī, no weheranie ngūkū iria ndwaru na iria  itarī ndwaru ūcoke wīte ndagītarī wacio naihenya."
"To prevent Newcastle from occurring, vaccinate your birds after three months.","Nīguo kūrigīrīria mūrimū wa kīhuruto kūhanīka, nīwega kūhe ngūkū ciaku njanjo o thutha wa mīeri ītatū."
Treatment and management of fowl pox?,Mūrimū wa fowl pox ūrigitagwo atīa?
"Prevent further spread by isolating the sick birds, clean and disinfect drinkers, feeders and chicken house daily.","Wagīrīire kūrigīrīria gūtherema na njīra ya kweherania ngūkū iria ndwaru, gūthambia na dawa ya kūūraga njamuthi indo cia kūnyūīra, kūrīīra na nyūmba o mūthenya."
"Unfortunately, there is no cure for fowl pox.","ūndū wa kīeha nīatī, mūrimū wa fowl pox ndūrī kīhonia."
Comfort therapy and preventive measures for secondary infections can be given to affected birds.,ūrigiti wa kūhoreria na kūrigīrīria kūrwara rīngī nī ciabata kūrī ngūkū iria hutie.
"Glucose, tetracycline and multivitamins can be administered in drinking water.","Glucose, dawa ya kūūraga njamuthi mūthemba wa tetracycline o na multivitamins no cīikīrwo maaī-inī ma kūnyua."
"To treat scabs, dilute iodine solution and ointment every day until they get healed.",Njīra ya kweheria ngūcī ni kūhaka mūtukanio wa iodine na maguta o mūthenya nginya rīrīa kīronda gīkahona.
Prevention and treatment of Infectious Coryza?,Kurigīrīria na kurigita mūrimū wa kugwatania wa coryza?
Prevention is the only method to prevent the disease from occurring.,Kūgitīra nīkuo njīra njega ya kurigīrīria mūrimū kuoneka.
The best way to avoid Infectious Coryza is the Isolation method.,Njīra njega ya gwithema na mūrimū wa coryza ni kweherania iria ndwaru na iria itarī ndwaru.
Keep your chickens protected from other random chickens.,Gitīra ngūkū ciaku kuumana na gūtukana na ingī ng'eni.
Keep their coop and water clean to prevent the disease.,Iga kiaga giacio kīri gītheru na maaī marīa iranyua marī matheru nīguo kūrigīrīria ndwari.
How do chicken birds get the infection from Infectious Coryza?,Ngūku irwaraga mūrimū wa kugwatanio wa coryza na njīra irikū?
The disease is spread to chicken by direct contact with droppings or discharges from infected birds.,Mūrimū wa coryza ūtheremagio ni ngūku kūhutania na kioro kana giko kingī kiria kiumaga mwīri kia nyoni īri na mūrimū.
"Objects such as shoes, equipment, clothing and other materials contaminated with infected feces can spread the disease to new flock.","Indo ta iratu, indo cia wira, nguo kana indo ingī iria ihutanītie giko kīa mwīrī kīa nyoni ndwaru noitheremie mūrimū rūūru-inī rwerū."
What are the signs in infected birds when they have Infectious Coryza?,Nī ndariri īrīku cionekaga harī ngūkū iria ndwaru mūrimū wa kūgwatanio wa coryza??
Symptoms in chicken may vary from mild to severe disease.,Ndariri cia mūrimū ūyū noikorwo itarī na morūrū kana o na ikorwo irī na morūrū maingī.
Disease severity depends on the type of virus and immunity of the birds.,Ūrūrū wa mūrimū ūringanaga na mūthemba wa njamuthi na uhoti wa ngūku wa kurua na mīrimū.
"Affected chicken may show signs of coughing, sneezing, nasal discharge, depression and diarrhoea.","ngūkū iria hutie ni mūrimū uyu ikoragwo na ndariri ta kuhaya, gwathimura, kuruta kimira, kuhorera na kuharwo."
"In severe illness, other symptoms include swelling of the head, twisted neck and leg paralysis.","Rīrīa ūrūrū wa mūrimū wakīra,ndariri ingīcionekaga nīhamwe na kūiba kwa mūtwe, ngingo thiore na gūkua kwa magūrū"
"In very severe cases, sudden death of birds occurs.","Ūrūrū ūngīkira, gīkuo kīa hi na hi hari ngūkū gīkoneka."
How do I protect my chicken from Infectious Coryza.?,Hihi ingī gītīra ngūkū ciakwa atia kuumana na mūrimū wa kūgwatanio wa coryza?
The virus stays in the environment for a prolonged period. It is important to prevent birds from infection.,Njamuthi mūthemba wa virus iria irehaga mūrimū ūyū no itūrī kahinda karaya riera-inī. Nīwega kūgitīra ngūkū kūnyitwo nī mūrimū ūyū.
This can be achieved through cleaning and disinfecting chicken houses and equipment.,Ūndū ūyū no ūkinyanīre na njīra ya gūthambia kīaga na indo iria ihūthīkaga ūkīhūthīra maaī mongereirwo dawa.
"For commercial farms, there is need to restrict entry of people into the chicken house.",Mīgūnda ya biacara ībatiī kūnyihia andū arīa maraingīra thīinī wa kīaga.
Use of footbaths is also important.,Thondeka handū harīkīragwo dawa nīguo andū makarangithia magūrū.
Newly introduced birds should be isolated for several weeks before mixing into the flock.,Ngūkū ng'eni no mūhaka ikaigwo keheri-inī wiki cigana ūna mbere ya itūkanīte na ingī.
"Since chicken are most affected, there is need to reduce contact between chicken and other poultry such as ducks, turkeys, pigeons and others.","Na tondū ngūkū nīcio ihotagwo mūno nī mūrimū wa kūgwatanio wa coryza, niwega kwamūrania ngūkū na nyoni ingī ta mbata, mbata mūcinga, na ndūtūra."
This disease has no cure but fairly affordable vaccines are available in many agrovets.,"Mūrimū ūyū ndūhonagwo, no nī ūrī njanjo ītarīgoro ndūka-inī nyingī cia agrovets"
"The vaccines are commonly administered through the eye, nostril or in drinking water.","Njanjo icio ihūthīkaga na njīra ya gūtatīīria ritho, iniūro, kana ona gūtūkania na maaī ma kūnyua."
Vaccination is done three times a year. The vaccine can be given to chicken of all ages.,Njanjo īno ithecagwo maita matatū o mwaka.
It is important to vaccinate only healthy chicken.,Hebata ngūkū iria irī na ūgima mwega wa mwīrī ikorwo nīcio ikūheo njanjo īno.
What to do when birds are infected?,Ingīka atīa ngūkū ciarwara?
Isolate all the sick birds. Contact your vet immediately,Amūrania ngūkū ciothe ndwaru. Menyithia ndagītarī wa mahiū.
Do Not Slaughter and eat the sick birds or Sell the sick birds,Ndūgathīje kana kūrīa na kwendia ngūkū ndwarū.
How do birds get infection?,Hihi ngūkū inyitagwo nī mūrimū atīa?
Chicken get infection directly on contact with infected birds or indirectly through contact with material contaminated with infected feces.,"Ngūkū inyitagwo nī mūrimū īmwe kwa īmwe kūgerera kūhutania na ngūkū iria ndwaru, kana ona kūhutania na indo iria ihutanītie na kīoro kia ngūkū kīna mūrimū."
"Contaminated clothes, beddings, equipment and other materials can spread the disease to a flock.","Indo ingī ikuīte mūrimū ūyū ta nguo, matandīko, indo cia wīra, ona indo ingī no iteithīe gūtheremia mūrimū ūyū."
The virus causing this disease is stable in the environment and particularly difficult to eradicate once it infects a flock.,Njamuthi mūthemba wa virus īrīa īrehaga mūrimū ūyū nī irī hinya kweheria ciarīkia kūnyita rūūru rwa ngūkū.
How do I protect my chickens from the gumboro disease?,Hihi ingī gitīra atīa ngūkū kūnyitwo nī mūrimū wa gumboro?
Prevention of spread of the virus into your flock is vital.,Kūgirīrīria njamuthi mūthemba wa virus iria īrehaga mūrimū ūyū kūingīra ngūkū-inī nīūndū wa bata mūno.
"This can be achieved by restricting movement of people into the farm, footbath and wheel baths on farm entrance.","Ūndū ūyū no ūhoteke na njīra ya kūgiria andū gūchera mūgūnda-inī, gūīkīra dawa kīhingo-inī handū ha andū kana ngari kūrangīthia magūrū ikīingīra mūgūnda."
Isolation of new birds for observation before mixing with the flock.,Ngūkū ng'eni ciambe cigwo keheri-inī ciīrorerwo kana noikorwo na mūrimū mbere ya gūcitukania na iria ingī.
Vaccines are available in most agrovets for protection of chickens against Gumboro.,Njanjo cia mūrimū wa Gumboro nīcionekaga nduka-inī nyingī cia agrovets.
These are administered via the eye or drinking water. Injectable vaccines are also available.,Njanjo ici itatagīrio maitho-inī kana ikaheyanīrio na maaī. Ningī ngūkū no ithecuo.
"For commercial farms, it is important to buy chicks from farms that vaccinate their breeding stock against Gumboro so as to protect chicks during the first 10-14 days post hatching.",Migūnda ya biacara ībatiī kūgūra tūcui kuuma mīgūnda īrīa īheaga ngūkū cia gūciarithania njanjo ya Gumboro nīguo kūgitīra tūcui thikū cia mbere ikūmi nginya ikūmi na inya thutha wa gūcarikio.
It is important as a farmer to vaccinate your chicks following the vaccination schedule provided by the breeding farm.,Hebata mūrīmi kūrūmīrīra mūtaratara wa kūhe njui njanjo ūrīa ekūneo nī mūgūnda wa gūciarithania ngūkū.
Most breeding farms recommend vaccination of chicks at 14 days and a booster at 24 days of age.,Mīgūnda mīingī ya gūciarithania ngūkū yendekithagia njui iheo njanjo ina ūkūrū wa thikū ikūmi na inya na īcokerithio thikū ya mīrongo īrī na īna.
What to do when your birds are infected with gumboro disease?,Hihi batiī gūīka atīa ngūkū ciakwa cianyitwo nī mūrimū wa Gūmboro?
There is no cure for the disease but support therapy such as multivitamins can be given to affected birds.,Mūrimū ūyū ndūri kīhonia no njui iria ndwaru no iheo multivitamins arī ūrigiti wa kūhoreria.
Isolate sick birds. Contact your vet immediately,Amūrania ngūkū iria ndwaru. Menyithia ndagītarīwa mahiū.
How to protect your chickens from the FOWL POX disease?,Hihi ingīgitīra atīa ngūkū kūnyitwo nī mūrimū wa Fowl Pox?
"Restrict movement of people into and out of the farm, disinfection of equipment, watering and feeding troughs and quarantine new birds brought to the flock.","Nyihia mīthiīre ya andū kūingīra na kuma mūgūnda, thambia indo cia wīra na mīharatī ya kūnyuīra na kūrīra na maaī mongereirwo dawa nīguo kūūraga njamuthi, na ningī ngūkū ng'eni ikaigwo keheri-inī mbere ya ītukanītio naingī."
Control of mosquitoes and other blood sucking arthropods is also important.,Girīrīria rwagī na mīthemba ingī ya tūng'aurū na tūnyamū tūngī tūrīa tūnyuaga thakame.
Vaccines are available for use in day-old chicks and unaffected adult birds using the wing-stab method.,Njanjo nīcionekaga na ibatiī kūhuthīka harī tūcui twa ūkūru wa mūthenya ūmwe na ngūkū iria itarī ndwaru kwa njīra ya gūtheca ithagu-inī.
What to do when your birds are infected by fowl pox disease?,Ūngīka atia ngūkū ciaku ingīnyitwo nī mūrimū wa fowl pox?
"When your flock is infected, the first step is to prevent further spread.",Undū wa mbere nī kūgīrīrīria mūrimū gūtambia makīria warikia kūnyita ngūkū.
"Isolate sick birds, clean and disinfect waterers, feeders and chicken house daily.","Amūrania ngūkū iria ndwaru, thambia mīharatī ya maaī na irio na nyūmba yothe ya ngūkū ūkīhūthīra maaī mongereirwo dawa."
There is no cure for the disease but comfort therapy and preventive measures for secondary infections can be given to affected birds.,ūrigiti wa kūhoreria na kūgīrīrīria kūrwara rīngī nīkwabata harī ngūkū iria hūtie.
"Glucose, tetracycline and multivitamins can be administered in drinking water.","Glucose, dawa ya kūūraga njamuthi mūthemba wa tetracycline ona multivitamins no cīikīrwo maaī-inī ma kūnyua."
Scabs can be treated with dilute iodine solution and ointment (sulfur powder and Vaseline) daily until the lesions heal.,Njīra ya kweheria ngūcī ni kūhaka mūtukanio wa iodine na maguta (mūtūkanio wa sulfur poweder na vaseline) o mūthenya nginya rīrīa kīronda gīkahona.
How to boost Immunity in chicken?,Ingīogerera atīa hinya wa mwīrī wa ngūkū wa gūitiria mīrimū?
Improving chicken health by using feed supplements and additives that work to optimize the consumption of nutrients.,Kūgacīrithia ūgima mwega wa ngūkū na njīra ya kuongerera indo irīna mūrio irio-inī
"Reducing the microbial load of feed and raw materials, improving digestive function, and restoring healthy populations of gut bacteria can all be accomplished with high-quality additives.","Kūnyihia njamuthi iria irī irio-inī ona indo-inī cia gūthondeka irio, kwagīrithia mūthīīre wa irio, na gūteithia gūcokereria tūgūnyū tūrīa tūrī ūguni mwīrī-inī na njīra ya kūongerera indo irī na ūguni mūnene irio-inī."
"What are the common Kienyeji chicken diseases, their symptoms, and treatment options?","Hihi mīrimū īrīa kaingī īnyitaga ngūkū cia gīcejī nī īrīkū, ndariri nī irīkū cia mīrimū īyo na īngīrigitwo atīa?"
"Newcastle Disease: Symptoms include respiratory distress, sneezing, coughing, and watery eyes. This is a viral disease, and there is no cure, but a vaccine is available to prevent it.","Mūrimū wa Newcastle : Ndariri ikoragwo ta kūremwo nī kūhuhia, gwathimūra, kūhaya, na kūrīra maitho. Ūyū nī mūrimū ūrehagwo nī virus na kuoguo ndūrī kīhonia, no nī kūrī njanjo ya kūgirīrīria."
"Fowl Pox: Symptoms include raised scabby lesions on the face, comb, and wattles. It’s a viral disease, and there is no cure, but vaccination can prevent it.",Mūrimū wa Fowl pox : Ndariri ikoragwo ta kūgīa ngoni igūrū wa ironda ūthiū na kīreera-inī. mūrimū ūyū umanaga na virus na kuogwo ndūrī kīhonia no nī kūrī njanjo nī giragīrīria.
"Coccidiosis: Symptoms include diarrhea, loss of appetite, and decreased activity. It’s caused by protozoan parasites and can be treated with anti-coccidial drugs.","coccidiosis / kīhuruto: Ndariri nī ta: kūharwo, kūremwo nīkūrīa na gwīkuna. Umanaga a njamuthi cia protozoa na no urigitwo na dawa cia kīhuruto kana anti-coccidial."
"Avian Influenza: Symptoms include respiratory distress, fever, and sudden death. This is a viral disease, and there is no cure, but a vaccine is available to prevent it.","Avian influenza kana homa ya ngūkū : Ndariri nī ta kūremwo nī kūhihia, ūrugarī mūingīna gīkuū kia hi na hi. Mūrimū ūyū umanaga na virus na ndūrī kīhonia no nī kūrī njanjo ya kūgirīrīria."
"Marek’s Disease: Symptoms include paralysis, loss of appetite, and weight loss. It’s a viral disease, and there is no cure, but vaccination can prevent it.","Marek's disease kana kuonja: Ndariri nī ta kuonja, kūremwo nī kūrīa na gūte kīro, mūrimū ūyū umanaga na virus na kuoguo ndūrī kīhonia no njanjo nī giragīrīria."
"Gumboro Disease: Symptoms include diarrhea, loss of appetite, and depression. It’s caused by a virus and can be prevented by vaccination.","Mūrimū wa Gumboro: Ndariri nī ta kūharwo, kūremwo nī kūrīa na kūhorera. Mūrimū ūyū umanaga na virus na kuogwo na ūgirī rīirio na njanjo."
"Fowl Typhoid: Symptoms include high fever, diarrhea, and sudden death. It’s caused by bacteria and can be treated with antibiotics.","Mūrimū wa Fowl typhoid: Ndariri nī ta ūrugarī kūingīha, kūharwo na gīkuū kia hi na hi. Mūrimū ūyū ūrehagwo nī njamuthi cia bacteria na no urigitwo na dawa cia kūūraga njamuthi."
"Infectious Bronchitis: Symptoms include respiratory distress, nasal discharge, and watery eyes. It’s caused by a virus and can be prevented by vaccination.","Mūrimū wa infectious bronchitis: Ndariri nī hamwe na kūremwo kūhuhia, kūruta kīmira na kūrīra maitho. Mūrimū ūyū umanaga na virus na kuogwo no ūgirīrīirio nī njanjo."
What is the treatment of Newcastle disease?,Mūrimū wa Newcastle ūrigitagwo atīa?
Newcastle disease has no cure; chickens already showing symptoms/signs should not be vaccinated.,Mūrimū wa Newcastle ndūrī kīhonia. Ngūkū irīa  irīkītie kuonania ndariri ciaguo itiagīrīire nī kūheo njanjo.
How do you prevent Newcastle disease?,Hihi ingīhota atīa kūgirīrīria mīrimū wa Newcastle?
The only effective means of preventing Newcastle disease is by protecting chickens from getting the disease through vaccination.,Njīra īrīa ya mūmwe yūīkaine ya kūgirīrīria mūrimū wa Newcastle no kūgitīra ngūkū kuumana na kūrwara mūrimū na njīra ya njanjo.
"How to collect, store and select eggs for hatching?","Njīra njega ya kūngania, kūiga na gūthuura  matumbī ma gūcarīkia?"
Remove the eggs once laid and stored them in a cool place,Ūngania matumbī marekio na umaige handū hatarī na ūrugarī mūingī
"When collecting eggs, do not frighten the chicken as a chicken being disturbed constantly may abandon the nest and not brood the remaining eggs","Rīrīa ūkūngania matumbī, ndūkamakie ngūkū nīūndū cingīmakio kaingī noitiganīrie matumbī marīa ikomereirie."
How to store eggs?,Matumbī maigagwo atīa?
Eggs should be stored at between 15C to 18C depending on the duration of storage.,Matumbī magīrīire kūigwo na ūrugarī wa gatagatīKa 15°c na 18°c kūringana na kahinda karīa matanyītwo kūigwo.
"Keep the eggs with the narrow end of the shell down for short term storage and for long term (more than 7 days), with the broader end down.","Iga matumbī na mwena ūrīa mūceke wa ikorogoca ūrorete nathī marīa matanyītwo kūigwo gwa kahinda kanini na marīa matanyītwo kūigwo gwa kahinda karaya kana makīria ma thikū mūgwanja, mwena ūcio mwari īūkorwo nathī."
Pack eggs on wooden pallets.,Banga matumbī tray-inī ūcoke ūmaige mbareti-inī cia mbaū.
Do chicken require proper nutrition?,Hihi ngūkū nī ibataraga irio njega?
"Kienyeji chickens are omnivorous and will eat a variety of foods, including grains, insects, and greens.","Ngūkū cia gīcenjī irīaga irio cia mīthemba yothe hamwe na mūthemba wa mbembe, igunyū na mahuti."
It’s important to provide a balanced diet to ensure the chickens are healthy and produce high-quality eggs.,Nīwega wa kūhe ngūkū irio ina ūtonga wa indio ciothe iria ibataranagia nīguo ikorwo na ūgima mwega wa mwīrī na irekie matumbī mega.
Feeding young chicken?,Hihi ngūkū iheyagwo irio atia?
Young chickens should be fed separately from the adults.,Njui ibatiī kūheo irio kando na ngūkū ng'ima.
They should have a special diet and it is best for them not to have to compete with the adults for food,Ciagīrīirwo kūheo irio cia mwanya na nīwega njui ici itigatharane irio na ngūkū iria ng'ima.
Feeding laying hens,Hihi ngūkū irarekia ibatiī kūheo irio atia?
Laying hens should have easy access to calcium rich food that may be supplemented by calcium-rich sources such as crushed snail or egg shells (may eat eggs due to Ca deficiency),Ngūkū irarekia ibatiī kūheo irio irī na calcium nyingī īrīa īngīoneka na njīra ya kuongerera indo ta makorogoca morage ma ndinoho kana ma ngūkū(ngūkū no irīe matumbī ingīaga kūigania calcium).
How to store feeds for chicken?,Hihi irio cia ngūkū cibatiī kūigwo atīa?
"Feed consumption vary with weather (hot vs cold) changes; breed, type, strain, and age of bird; body weight; rate of lay; energy and fiber content of feed; and particle size of feed ingredients","Mūrīre wa irio ūcenjagia kūringana na rīera (ihiū kana ihehu) ūrīa rīracenjia, mūhīrīga wa ngūkū, mūthemba wa ngūkū, na ūkūrū wa ngūkū, ūritū wayo, ūria īrarekia, mūigana wa irio cia hinya na fiber irio-inī, ona ūrīa irio icio ithīītwo."
Store feed in a clean and dry area.,Iga irio handū hatherū na hatarī na woigū.
"For free-range, best scavenging time is early morning and late in the evening when insects are plenty and heat less",Ithaa rīega ria ngūkū kwīyethera irio nī kīroko tene na hwa-inī rīrīa igūnyū irī kwa wūingī na ūrugarī nī mūnini.
What is Starter diet or (Chick Mash)?,"Hihi irio cia kwambīrīria njui kana irio cia njui cia mūtu, chick mash, nī irīkū?"
"High in protein (18%, 11.8 Mj ME); offered from day old up to 8 weeks; Each chick will consume about 2 kg during this period.","Ici nī irio irī na wūingī wa protein ithimo-inī cia 18% na 11.6 Mj ME, iria iheagwo kuuma mūthī wa mbere gacui gacarīkio nginya wiki ya kanana. Njui irīaga mūigana ta wa kilo igīrī ihinda-inī rīrī."
"Chick mash are given from day 1 to day 56 (8th week), 60g of feed per day @50/= per kg of feed","Irio cia njui cia mūtutu iheagwo kuuma mūthī wa mbere nginya thikū 56(wiki ya kanana), grams mīrongo ītandatū o mūthenya iria irī na ngarama ya shilingi mīrongo ītano harī kilo."
What is Growers’ diet/mash?,Hihi irio cia kūhehe njui hūre nī irīkū?
"Lower in protein (14%, 11.6 Mj ME); offered from 9 weeks up to 18 weeks;","Ici nī irio itarī na wūingī wa protein(14%, 11.6 Mj ME), iria iheagwo kuuma wiki ya kenda nginya wiki ya ikūmi na kana."
Each grower will consume about 8 kg during this period.,Njui imwe hūre īrīaga kilo ta inyanya ihinda-inī rīrī.
"Growers’ mash are given from day 57 (9th week) to day 133 (19th week), fed 90g of feed per day @35/= per kg of feed","Irio cia mūtu cia njui hūre iheagwo kuuma thikū ya mīrongo ītano na mūgwanja(wiki ya kenda) nginya thikū ya igana rīmwe ria mīrongo ītatū na ithatū(wiki ya ikūmi na kenda), ikaheo grams mīrongo kenda o mūthenya ya irio ciīna ngarama ya shilingi mīrongo ītatū na ītano harīo kilo."
What is Layers diet/mash?,Hihi irio cia ngūkū irarekia nī irīkū?
"Medium in protein (14%, 11.2 Mj ME); offered to hens from 19 to 75 weeks.","Ici nīirio itarīna protein nyingī(14%, 11.2Mj ME); iheyagwo ngūkū kuuma wiki ya ikūmi na kenda nginya wiki ya mīrongo mūgwanja na ītano."
Allow 120 g of feed per bird per day. Hens consume about 45 kg of feed annually.,Ngūkū ciītīkīrio kūrīa grams igana rīa mīrongo īrīo mūthenya. Ngūkū irarekia no irīe kiro mīrongo īna na ītano o mwaka.
Which farming systems or methods of poultry exist in Kenya,Hihi njīra cia kūrīithia ngūkū būrūri-inī wa Kenya nī irīkū?
"Best chicken farming systems in Kenya include deep litter systems, slatted floor system and battery cage systems under the intensive production method.","Njīra njega cia kūrīithia ngūkū būrūri-inīwa Kenya nīhamwe na gūcirīithīria cīaga gīite mahuti, cīaga cia thirīti na cīaga irīna tūnyūmba twa kūhingīra ngūkū arīnjīra ya ūbacīrīri mūnene wa kūrīithia ngūkū."
What Chicken Production Systems in Kenya exist?,Hihi njīra cia kūrīithia ngūkū būrūri-inīwa Kenya nīirīkū?
"Chickens are reared under three (3) production systems in the country: free-range, semi-intensive and intensive production systems.","Kwī njīra ithatū cia kūrera ngūkū būrūri-inī; Njīra ya ngūkū gwītuīra, mūtukanio wa ngūkū gwītuīra na kūhingīrwo hanini, na ngūkū kūhingīrwo biū."
What is Free range production system (for indigenous chickens)?,Hihi njīra ya ngūkū cia gīcenji gwītuīra nī īrīku?
This is carried out mainly in rural areas mostly for household consumption and occasionally income generation,īno nī njīra ya kūrīithia ngūkū cia kūrīa na rīmwe kwendia īrīa kaingī īrūmangīrīrwo icagi-inī.
"Farmers keep small flocks ranging from (1-50), commonly 5-15 indigenous chickens",Arīmi marīithagia ngūkū nini(1-50) kaingī ithano nginya ikūmi na ithano.
"The chickens are housed only in the evening either in the main house (enclosed baskets) with the household members, kitchen or small-structured chicken houses","Ngūkū ihingagīrwo o hwainītu ikunīkanīirio na gīterenge nyūmba-inī nene kūrīa andū maraikara, kana riko, kana kiaga gia cio."
"Are allowed to scavenge outside for food during the day (legumes, grains, worms, insects among others)","Ngūkū nī ciītīkagīrio kwīmathīra irio mūthenya ta mīthemba ya mboco, mbembe, igūnyū, tūtambi na ingī nyingī."
"Feeding is occasionally supplemented with locally available materials such as remnants of ugali, maize grain etc","Rīmwe na rīmwe ngūkū nī cikagīrio irio ingīiria iria ironeka o kūu ta matigari ma ngīma na mbembe, arīcia kuongerera kīrīa irīire mūthenya-inī īkīmathīra."
Little input is invested towards health services and hens incubate the eggs until they hatch,Nī mbeca nini ihūthīkaga kūringita ngūkū na nīngī ngūkū nīcio ikomagīrīria matumbī.
High death rates arising from diseases such as Newcastle and predators,Ikuo nyingī nī cionekaga kuumana na mīrimū ta Newcastle na nyamū iria irīaga ngūkū.
Long broody periods *Chickens are less productive (about 60 eggs/hen/year),ihinda iraya ria kwenda gūkomera; Kwoguo ngūkū ikarekia matūmbi manini (ta matumbī mīrongo ītandatū harī ngūkū imwe o mwaka)
Mainly use family labour and are cared for mostly by women and children,"Kaingī, bamīrī na makīria atumia na ciana, nīo matungataga ngūkū."
Hens starts laying eggs at 24-30 weeks (6-7.5 months) of age,Ngūkū ciambagīrīria kūrekia irī na ūkūrū wa kuuma wiki mīrongo irī na īnana nginya mīrongo ītatū(mīeri ītandatū nginya mūgwanja na nuthu).
Most chickens produce 2-4 clutches of eggs a year (10-12 eggs per clutch),"Ngūkū nyingī irekagia matumbi maita merī nginya mana o mwaka na o rita, ikarekia matumbī ikumī nginya ikumī na merī."
What is Semi-intensive chicken production system (indigenous and improved kienyeji)?,Hihi mūtaratara wa kūrīithia ngūkū cia gicenji na njīra ya gūtukania ngūkū gwītuīra na kūhingīra hanini nīūrīkū?
"In this system, free ranging is supplemented with additional feeding, vaccinations, good hygiene and sanitation","Thīinī wa mataratara ūyū, nīūndū wa gwītuīra, ngūkū nī iheagwo irio cia kuongerera, njanjo, na ūtheru"
Require relatively high capital investment compared to extensive production system,Mūtaratara ūyū ūbataraga mbeca nyingī kūwambīrīria kūrī wa kūrekereria ngūkū
Flock sizes range mostly from 50 to more than 200,Ngūkū nī cīgīkagaa nyingī kuuma mīrongo ītano nginya magana merī.
"Chickens have a small house where feeders, drinkers and laying nests are put, and where the chickens are housed at night","Ngūkū ciakagīrwo kīaga kīnini gīa kūkoma ūtūkū na nokwo mīharatī ya irio, maaī na itara ciīkīragwo"
"There is a fenced area outside the chicken house where the chickens exercise, feed, drink, protected from predators and closely observed during the day","Kīaga gīkī nīgīcokaga gīkarīgīcīrio na rūgirī rwa kūhīta ngūkū rīrīa ikwenda gūcera, kūria, kūnyua ona nīngī gūcigitīra kuumana na kūrī nyamū ingīcirīa, na gūteithia gūcitungata mūthenya-inī."
The chicken house should be cleaned regularly and kept dry at all times,Kīaga no mūhaka gīgatherio maita maingī na gīkaigwo kīrī kīniaru hingo ciothe.
