Reference,Kikuyu,English
Exodus 12:13,"Thakame ĩyo ĩgaatuĩka rũũri rwanyu nyũmba-inĩ iria mũgaakorwo mũrĩ, na rĩrĩa ngoona thakame-rĩ, no kũmũhĩtũka ngaamũhĩtũka. Gũtirĩ mũthiro ũkamũhutia hĩndĩ ĩrĩa ngaahũũra bũrũri wa Misiri.","The blood shall be to you for a token on the houses where you are. When I see the blood, I will pass over you, and no plague will be on you to destroy you when I strike the land of Egypt."
Exodus 12:14,"“Mũthenya ũcio nĩmũrĩũririkanaga; ũkũngũyagĩrei harĩ njiarwa iria igooka ũrĩ wa gĩathĩ kĩa Jehova, ũrĩ ũndũ wathanĩtwo wa gũtũũra.",This day shall be a memorial for you. You shall keep it as a feast to Yahweh. You shall keep it as a feast throughout your generations by an ordinance forever.
Exodus 12:15,"Ihinda rĩa mĩthenya mũgwanja, mũkaarĩĩaga mĩgate ĩtarĩ mĩĩkĩre ndawa ya kũimbia. Mũthenya wa mbere mũkeeheria ndawa ya kũimbia kuuma nyũmba cianyu,† nĩgũkorwo mũndũ o wothe ũngĩrĩa kĩndũ kĩrĩ ndawa ya kũimbia kuuma mũthenya wa mbere nginya wa mũgwanja-rĩ, nĩakaingatwo eherio harĩ andũ a Isiraeli.","“ ‘Seven days you shall eat unleavened bread; even the first day you shall put away yeast out of your houses, for whoever eats leavened bread from the first day until the seventh day, that soul shall be cut off from Israel."
Exodus 12:16,"Gĩai na kĩũngano gĩtheru mũthenya wa mbere, na mũgĩe na kĩngĩ mũthenya wa mũgwanja. Mũtikanarute wĩra o na ũrĩkũ mĩthenya ĩyo, tiga o wa kũhaarĩria irio cia kũrĩĩo nĩ mũndũ wothe, ũguo noguo mũngĩĩka.","In the first day there shall be to you a holy convocation, and in the seventh day a holy convocation; no kind of work shall be done in them, except that which every man must eat, only that may be done by you."
Exodus 12:17,"“Kũngũĩrai Gĩathĩ kĩa Mĩgate Ĩtarĩ Ndawa ya Kũimbia, tondũ nĩ mũthenya ũyũ kĩũmbe ndamũrutire mũrĩ ikundi kuuma bũrũri wa Misiri. Kũngũĩrai mũthenya ũyũ ũrĩ ũndũ wathanĩtwo wa gũtũũra nginya njiarwa iria igooka.",You shall observe the feast of unleavened bread; for in this same day I have brought your armies out of the land of Egypt. Therefore you shall observe this day throughout your generations by an ordinance forever.
Exodus 12:18,"Mweri wa mbere mũrĩrĩĩaga mĩgate ĩtarĩ na ndawa ya kũimbia, kwambĩrĩria hwaĩ-inĩ wa mũthenya wa ikũmi na ĩna, nginya hwaĩ-inĩ wa mũthenya wa mĩrongo ĩrĩ na ũmwe.","In the first month, on the fourteenth day of the month at evening, you shall eat unleavened bread, until the twenty first day of the month at evening."
Exodus 12:19,"Handũ ha matukũ mũgwanja, gũtikoneke ndawa ya kũimbia mĩgate nyũmba-inĩ cianyu. Na rĩrĩ, mũndũ o wothe ũngĩrĩa kĩndũ kĩrĩ na ndawa ya kũimbia nĩakaingatwo athengio mũingĩ-inĩ wa Isiraeli, arĩ mũgeni, kana aciarĩtwo arĩ Mũisiraeli.","There shall be no yeast found in your houses for seven days, for whoever eats that which is leavened, that soul shall be cut off from the congregation of Israel, whether he is a foreigner, or one who is born in the land."
Exodus 12:20,"Mũtikanarĩe kĩndũ gĩĩkĩrĩtwo ndawa ya kũimbia. Kũrĩa guothe mũgaatũũra, mũkaarĩĩaga mĩgate ĩtarĩ ndawa ya kũimbia.”",You shall eat nothing leavened. In all your habitations you shall eat unleavened bread.’ ”
Exodus 12:21,"Nake Musa agĩĩta athuuri a Isiraeli othe, akĩmeera atĩrĩ, “Thiĩi o narua mũgathuure nyamũ nĩ ũndũ wa nyũmba cianyu na mũthĩnje gatũrũme ka Bathaka.","Then Moses called for all the elders of Israel, and said to them, “Draw out, and take lambs according to your families, and kill the Passover."
Exodus 12:22,"Oyai kĩohe kĩa mahuti ma mũthobi, mũgĩtobokie karaĩ-inĩ karĩ na thakame, mũcooke mũmĩhake hingĩro ya igũrũ ya mũrango, o na mĩena yeerĩ ya hingĩro cia mũrango. Gũtikagĩe mũndũ o na ũmwe wanyu ũkuuma nja ya nyũmba yake nginya rũciinĩ.","You shall take a bunch of hyssop, and dip it in the blood that is in the basin, and strike the lintel and the two door posts with the blood that is in the basin. None of you shall go out of the door of his house until the morning."
Exodus 12:23,"Hĩndĩ ĩrĩa Jehova arĩtuĩkania bũrũri nĩguo orage andũ a Misiri-rĩ, nĩarĩona thakame ĩyo ĩrĩ igũrũ na mĩena ya hingĩro cia mĩrango, nake ahĩtũke mũromo wa nyũmba ĩyo, na nĩakagiria mũniinani atoonye nyũmba cianyu amũũrage.","For Yahweh will pass through to strike the Egyptians; and when he sees the blood on the lintel, and on the two door posts, Yahweh will pass over the door, and will not allow the destroyer to come in to your houses to strike you."
Exodus 12:24,“Athĩkĩrai ũrutani ũyũ taarĩ watho wa gũtũũra wathĩkagĩrwo nĩ inyuĩ na njiaro cianyu.,You shall observe this thing for an ordinance to you and to your sons forever.
Exodus 12:25,"Rĩrĩa mũgaatoonya bũrũri ũrĩa Jehova akaamũhe ta ũrĩa eranĩire-rĩ, mũkaamenyagĩrĩra gĩathĩ gĩkĩ.","It shall happen when you have come to the land which Yahweh will give you, as he has promised, that you shall keep this service."
Exodus 12:26,"Na rĩrĩa ciana cianyu ikamũũria atĩrĩ, ‘Gĩathĩ gĩkĩ kiugĩte atĩa harĩ inyuĩ?’","It will happen, when your children ask you, ‘What do you mean by this service?’"
Exodus 12:27,"Mũgaaciĩra atĩrĩ, ‘Nĩ igongona rĩa Bathaka rĩa kũrutĩra Jehova, ũrĩa waagararire nyũmba cia andũ a Isiraeli kũu bũrũri wa Misiri, na akĩhonokia andũ a nyũmba ciitũ hĩndĩ ĩrĩa ooragire andũ a Misiri.’ ” Nao andũ makĩinamĩrĩria mothiũ mao, makĩhooya.","that you shall say, ‘It is the sacrifice of Yahweh’s Passover, who passed over the houses of the children of Israel in Egypt, when he struck the Egyptians, and spared our houses.’ ” The people bowed their heads and worshiped."
Exodus 12:28,Andũ a Isiraeli magĩgĩka o ũrĩa Jehova aathire Musa na Harũni.,"The children of Israel went and did so; as Yahweh had commanded Moses and Aaron, so they did."
Exodus 12:29,"O ũtukũ gatagatĩ Jehova akĩũraga marigithathi mothe kũu bũrũri wa Misiri, kwambĩrĩria irigithathi rĩa Firaũni, ũrĩa waikaragĩra gĩtĩ kĩa ũnene, nginya irigithathi rĩa mũndũ muohe ũrĩa warĩ njeera na marigithathi ma mahiũ mothe.","At midnight, Yahweh struck all the firstborn in the land of Egypt, from the firstborn of Pharaoh who sat on his throne to the firstborn of the captive who was in the dungeon, and all the firstborn of livestock."
Exodus 12:30,"Firaũni na anene ake othe o na andũ a Misiri othe, magĩũkĩra kũrĩ o ũtukũ, nakuo gũkĩgĩa kĩrĩro kĩnene kũu bũrũri wa Misiri, nĩgũkorwo gũtiarĩ nyũmba ĩtaarĩ na mũndũ wakuĩte.","Pharaoh rose up in the night, he, and all his servants, and all the Egyptians; and there was a great cry in Egypt, for there was not a house where there was not one dead."
Exodus 12:31,"O ũtukũ ũcio, Firaũni agĩĩta Musa na Harũni, akĩmeera atĩrĩ, “Ũkĩrai! Ehererai andũ akwa, inyuĩ o na andũ a Isiraeli othe! Thiĩi mũgatungatĩre Jehova o ta ũrĩa mũũrĩtie.","He called for Moses and Aaron by night, and said, “Rise up, get out from among my people, both you and the children of Israel; and go, serve Yahweh, as you have said!"
Exodus 12:32,Oyai ndũũru cianyu cia mbũri na cia ngʼombe o ta ũrĩa mũroigĩte na mũthiĩ. Na mũndathime o na niĩ.”,"Take both your flocks and your herds, as you have said, and be gone; and bless me also!”"
Exodus 12:33,"Nao andũ a Misiri makĩhĩka andũ acio moime bũrũri ũcio na ihenya, nĩgũkorwo moigire atĩrĩ, “Kwaga ũguo, tũgũkua ithuothe!”","The Egyptians were urgent with the people, to send them out of the land in haste, for they said, “We are all dead men.”"
Exodus 12:34,"Nĩ ũndũ ũcio andũ a Isiraeli makĩoya kĩmere kĩao gĩtanekĩrwo ndawa ya kũimbia, na magĩgĩkuua na ciande, nayo mĩharatĩ yoohereirwo nguo-inĩ.","The people took their dough before it was leavened, their kneading troughs being bound up in their clothes on their shoulders."
Exodus 12:35,"Nao andũ a Isiraeli magĩĩka o ta ũrĩa meerĩĩtwo nĩ Musa na makĩhooya andũ a Misiri mamahe indo cia betha na cia thahabu, o na nguo.","The children of Israel did according to the word of Moses; and they asked of the Egyptians jewels of silver, and jewels of gold, and clothing."
Exodus 12:36,Jehova agĩtũma andũ acio metĩkĩrĩke nĩ andũ a Misiri nao makĩmahe kĩrĩa gĩothe meetirie; nĩ ũndũ ũcio magĩtaha indo cia andũ a Misiri.,"Yahweh gave the people favor in the sight of the Egyptians, so that they let them have what they asked. They plundered the Egyptians."
Exodus 12:37,"Andũ a Isiraeli makĩambĩrĩria rũgendo kuuma Ramesese magĩthiĩ Sukothu. Arũme arĩa metwaraga na magũrũ maarĩ ta 600,000 hategũtarwo atumia na ciana.","The children of Israel traveled from Rameses to Succoth, about six hundred thousand on foot who were men, in addition to children."
Exodus 12:38,"Na andũ angĩ aingĩ nĩmathiire na makĩambatania nao, hamwe na ndũũru nene cia mahiũ ma mbũri na ngʼombe.","A mixed multitude went up also with them, with flocks, herds, and even very much livestock."
Exodus 12:39,"Kĩmere kĩrĩa maarutĩte bũrũri wa Misiri nĩkĩo maatũmĩrire gũthondeka mĩgate ĩtarĩ ndawa ya kũimbia. Kĩmere kĩu gĩtiarĩ na ndawa ya kũimbia tondũ nĩkũingatwo maingatirwo bũrũri wa Misiri, na matiigana kũgĩa na ihinda rĩa kũhaarĩria irio ciao.","They baked unleavened cakes of the dough which they brought out of Egypt; for it wasn’t leavened, because they were thrust out of Egypt, and couldn’t wait, and they had not prepared any food for themselves."
Exodus 12:40,Ihinda rĩrĩa andũ a Isiraeli maatũũrire bũrũri wa Misiri nĩ mĩaka 430.,Now the time that the children of Israel lived in Egypt was four hundred thirty years.
Exodus 12:41,"Harĩa mĩaka ĩyo 430 yathirĩire-rĩ, mũthenya o ro ũcio, nĩguo ikundi ciothe cia andũ a Jehova cioimire bũrũri wa Misiri.","At the end of four hundred thirty years, to the day, all of Yahweh’s armies went out from the land of Egypt."
Exodus 12:42,"Tondũ ũtukũ ũcio nĩguo Jehova aikarire eiguĩte nĩguo amarute bũrũri wa Misiri-rĩ, na ũtukũ ũyũ nao andũ a Isiraeli othe nĩmarĩikaraga meiguĩte nĩguo matĩĩage Jehova njiarwa-inĩ ciothe iria igooka.","It is a night to be much observed to Yahweh for bringing them out from the land of Egypt. This is that night of Yahweh, to be much observed by all the children of Israel throughout their generations."
Exodus 12:43,"Jehova akĩĩra Musa na Harũni atĩrĩ, “Maya nĩmo mawatho ma Bathaka: “Gũtirĩ mũgeni ũngĩrĩa Bathaka ĩyo.","Yahweh said to Moses and Aaron, “This is the ordinance of the Passover. No foreigner shall eat of it,"
Exodus 12:44,"Ngombo o yothe ũgũrĩte no ĩrĩe Bathaka ĩyo thuutha wa kũmĩruithia,","but every man’s servant who is bought for money, when you have circumcised him, then shall he eat of it."
Exodus 12:45,no mũrarĩrĩri kana mũruti wĩra wa mũcaara ndakanamĩrĩe.,A foreigner and a hired servant shall not eat of it.
Exodus 12:46,"“No nginya ĩrĩĩagĩrwo thĩinĩ wa nyũmba o ĩmwe, mũtikanoimie nyama o na ĩrĩkũ nja ya nyũmba. Mũtikanoine ihĩndĩ o na rĩmwe rĩayo.",It must be eaten in one house. You shall not carry any of the meat outside of the house. Do not break any of its bones.
Exodus 12:47,Mũingĩ wothe wa Isiraeli no nginya ũkũngũĩre Bathaka.,All the congregation of Israel shall keep it.
Exodus 12:48,"“Mũgeni ũtũũrĩte thĩinĩ wanyu na nĩekwenda gũkũngũĩra Bathaka ya Jehova, no nginya aruithie arũme othe a nyũmba yake; thuutha ũcio nĩrĩo angĩkũngũĩra Bathaka ta mũndũ ũciarĩirwo bũrũri-inĩ. Gũtirĩ mũndũ mũrũme ũtarĩ mũruu ũngĩrĩa Bathaka.","When a stranger lives as a foreigner with you, and would like to keep the Passover to Yahweh, let all his males be circumcised, and then let him come near and keep it. He shall be as one who is born in the land; but no uncircumcised person shall eat of it."
Exodus 12:49,"Watho o ũcio noguo ũgwatha arĩa maciarĩtwo marĩ a bũrũri, o na ageni arĩa matũũranagia na inyuĩ.”","One law shall be to him who is born at home, and to the stranger who lives as a foreigner among you.”"
Exodus 12:50,Andũ a Isiraeli othe magĩĩka o ũrĩa Jehova aathĩte Musa na Harũni.,"All the children of Israel did so. As Yahweh commanded Moses and Aaron, so they did."
Exodus 12:51,"Na mũthenya o ro ũcio, Jehova akĩruta andũ a Isiraeli kuuma bũrũri wa Misiri na ikundi ciao.","That same day, Yahweh brought the children of Israel out of the land of Egypt by their armies."
Exodus 13:1,"Nake Jehova akĩĩra Musa atĩrĩ,","Yahweh spoke to Moses, saying,"
Exodus 13:2,"“Nyamũrĩra marigithathi mothe ma twana twa tũhĩĩ. Maciaro ma mbere ma nda o yothe gatagatĩ-inĩ ka andũ a Isiraeli nĩ makwa, marĩ ma mũndũ kana ma nyamũ.”","“Sanctify to me all the firstborn, whatever opens the womb among the children of Israel, both of man and of animal. It is mine.”"
Exodus 13:3,"Nake Musa akĩĩra andũ atĩrĩ, “Ririkanagai mũthenya ũyũ, mũthenya ũrĩa mwoimire bũrũri wa Misiri, mũkiuma bũrũri wa ũkombo, tondũ Jehova nĩamũrutire kuo na guoko kwa hinya. Mũtikarĩĩage kĩndũ kĩrĩ na ndawa ya kũimbia.","Moses said to the people, “Remember this day, in which you came out of Egypt, out of the house of bondage; for by strength of hand Yahweh brought you out from this place. No leavened bread shall be eaten."
Exodus 13:4,"Ũmũthĩ, mweri-inĩ ũyũ wa Abibu, nĩguo mũroimagara mũthiĩ.",Today you go out in the month Abib.
Exodus 13:5,"Rĩrĩa Jehova akaamũkinyia bũrũri wa Akaanani, na Ahiti, na Aamori, na Ahivi, na Ajebusi bũrũri ũrĩa eehĩtire mbere ya maithe manyu ma tene atĩ nĩakamũhe bũrũri ũrĩ bũthi wa iria na ũũkĩ-rĩ, mũkaamenyagĩrĩra gĩathĩ gĩkĩ mweri-inĩ ũyũ:","It shall be, when Yahweh brings you into the land of the Canaanite, and the Hittite, and the Amorite, and the Hivite, and the Jebusite, which he swore to your fathers to give you, a land flowing with milk and honey, that you shall keep this service in this month."
Exodus 13:6,Ihinda rĩa mĩthenya mũgwanja mũkaarĩĩaga mĩgate ĩtarĩ mĩĩkĩre ndawa ya kũimbia na mũthenya wa mũgwanja mũthondeke iruga inene nĩ ũndũ wa Jehova.,"Seven days you shall eat unleavened bread, and in the seventh day shall be a feast to Yahweh."
Exodus 13:7,"Rĩĩagaimĩgateĩtarĩmĩĩkĩrendawayakũimbiaihindarĩamĩthenyaĩyomũgwanja; gũtikoneke kĩndũ kĩrĩ na ndawa ya kũimbia gatagatĩ kanyu, kana ndawa ya kũimbia yoneke handũ o hothe mĩhaka-inĩ yanyu.","Unleavened bread shall be eaten throughout the seven days; and no leavened bread shall be seen with you. No yeast shall be seen with you, within all your borders."
Exodus 13:8,"Mũthenya ũcio o mũndũ ere mũriũ atĩrĩ, ‘Ndĩreka ũũ tondũ wa ũrĩa Jehova aanjĩkĩire rĩrĩa ndoimire bũrũri wa Misiri.’","You shall tell your son in that day, saying, ‘It is because of that which Yahweh did for me when I came out of Egypt.’"
Exodus 13:9,"Kũmenyerera mũthenya ũyũ nĩkuo kũrĩtuĩkaga ta rũũri guoko-inĩ gwaku, na kĩririkania ũthiũ-inĩ waku, atĩ watho wa Jehova nĩũrĩikaraga iromo-inĩ ciaku. Nĩgũkorwo Jehova nĩakũrutire bũrũri wa Misiri na guoko gwake kwa hinya.","It shall be for a sign to you on your hand, and for a memorial between your eyes, that Yahweh’s law may be in your mouth; for with a strong hand Yahweh has brought you out of Egypt."
Exodus 13:10,"No nginya mũrũmie watho ũyũ mwathane ihinda rĩaguo rĩakinya, mwaka o mwaka.",You shall therefore keep this ordinance in its season from year to year.
Exodus 13:11,"“Thuutha wa Jehova kũmũkinyia bũrũri wa Akaanani na amũhe guo, o ta ũrĩa eeranĩire na mwĩhĩtwa kũrĩ inyuĩ o na maithe manyu ma tene-rĩ,","“It shall be, when Yahweh brings you into the land of the Canaanite, as he swore to you and to your fathers, and will give it to you,"
Exodus 13:12,nĩmũkahe Jehova maciaro ma mbere ma nda ciothe. Marigithathi ma njamba mothe ma ũhiũ wanyu nĩ ma Jehova.,"that you shall set apart to Yahweh all that opens the womb, and every firstborn that comes from an animal which you have. The males shall be Yahweh’s."
Exodus 13:13,"Mũgaakũũraga irigithathi o rĩothe rĩa ndigiri na gatũrũme,* no mũngĩaga kũrĩkũũra-rĩ, mũriune ngingo. Kũũragai marigithathi mothe manyu ma aanake.","Every firstborn of a donkey you shall redeem with a lamb; and if you will not redeem it, then you shall break its neck; and you shall redeem all the firstborn of man among your sons."
Exodus 13:14,"“Matukũ-inĩ marĩa magooka, rĩrĩa mũrũguo agaakũũria atĩrĩ, ‘Ũũ nĩ kuuga atĩa?’ mwĩre atĩrĩ, ‘Jehova aatũrutire bũrũri wa Misiri, agĩtũruta bũrũri wa ũkombo, na guoko gwake kwa hinya.","It shall be, when your son asks you in time to come, saying, ‘What is this?’ that you shall tell him, ‘By strength of hand Yahweh brought us out from Egypt, from the house of bondage."
Exodus 13:15,"Rĩrĩa Firaũni omirie mũtwe akĩrega gũtũrekereria-rĩ, Jehova nĩooragire marigithathi ma bũrũri wa Misiri mothe, andũ o na nyamũ. Ũndũ ũcio nĩguo ũtũmaga ndutĩre Jehova igongona rĩa njamba ciothe iria ciambaga kuuma nda, na ngakũũra mũriũ wakwa wothe wa irigithathi.","When Pharaoh stubbornly refused to let us go, Yahweh killed all the firstborn in the land of Egypt, both the firstborn of man, and the firstborn of livestock. Therefore I sacrifice to Yahweh all that opens the womb, being males; but all the firstborn of my sons I redeem.’"
Exodus 13:16,"Naguo ũndũ ũcio ũrĩtuĩkaga ta rũũri guoko-inĩ gwaku, o na ũtuĩkage kĩonania gĩĩkĩrĩtwo ũthiũ-inĩ waku, atĩ Jehova nĩatũrutire bũrũri wa Misiri na guoko gwake kwa hinya.’ ”","It shall be for a sign on your hand, and for symbols between your eyes; for by strength of hand Yahweh brought us out of Egypt.”"
Exodus 13:17,"Rĩrĩa Firaũni aarekereirie andũ a Isiraeli mathiĩ-rĩ, Ngai ndaamatongoreirie njĩra-inĩ ya kũhĩtũkĩra bũrũri wa Afilisti,† o na gũtuĩka ĩyo nĩyo yarĩ njĩra ĩrĩa nguhĩ. Nĩgũkorwo Ngai oigire atĩrĩ, “Mangĩcemania na mbaara-rĩ, maahota kwĩricũkwo, macooke bũrũri wa Misiri.”","When Pharaoh had let the people go, God didn’t lead them by the way of the land of the Philistines, although that was near; for God said, “Lest perhaps the people change their minds when they see war, and they return to Egypt”;"
Exodus 13:18,Nĩ ũndũ ũcio Ngai agĩgĩtongoria andũ acio mathiũrũrũkĩire njĩra ya werũ-inĩ merekeire Iria Itune. Andũ a Isiraeli maambatire makiuma bũrũri wa Misiri meeohete indo cia mbaara.,but God led the people around by the way of the wilderness by the Red Sea; and the children of Israel went up armed out of the land of Egypt.
Exodus 13:19,"Musa nĩakuuire mahĩndĩ ma Jusufu, nĩ ũndũ Jusufu nĩehĩtithĩtie ariũ a Isiraeli na mwĩhĩtwa. Oigĩte atĩrĩ, “Ti-itherũ Ngai nĩakamũteithia, na inyuĩ hĩndĩ ĩyo no nginya mũgaakuua mahĩndĩ makwa kuuma kũndũ gũkũ.”","Moses took the bones of Joseph with him, for he had made the children of Israel swear, saying, “God will surely visit you, and you shall carry up my bones away from here with you.”"
Exodus 13:20,Thuutha wa kuuma Sukothu maambire kambĩ ciao Ethamu ndeere-inĩ cia werũ.,"They took their journey from Succoth, and encamped in Etham, in the edge of the wilderness."
Exodus 13:21,"Mũthenya, Jehova aathiiaga mbere yao arĩ gĩtugĩ-inĩ gĩa itu gĩa kũmoonereria njĩra, na ũtukũ-rĩ, aathiiaga mbere yao arĩ gĩtugĩ-inĩ kĩa mwaki amamũrĩkĩire njĩra, nĩgeetha mahote gũthiĩ mũthenya o na ũtukũ.","Yahweh went before them by day in a pillar of cloud, to lead them on their way, and by night in a pillar of fire, to give them light, that they might go by day and by night:"
Exodus 13:22,"Gĩtugĩ gĩa itu mũthenya kana gĩtugĩ kĩa mwaki ũtukũ, gũtirĩ kĩeheraga handũ hakĩo mbere ya andũ acio.","the pillar of cloud by day, and the pillar of fire by night, didn’t depart from before the people."
Exodus 14:1,"Ningĩ Jehova akĩĩra Musa atĩrĩ,","Yahweh spoke to Moses, saying,"
Exodus 14:2,"“Ĩra andũ a Isiraeli macooke na thuutha, na mambe hema gũkuhĩ na Pi-Hahirothu, gatagatĩ ka Migidoli na iria. Nĩmambe hema hũgũrũrũ-inĩ cia iria, kũngʼethanĩra na Baali-Zefoni.","“Speak to the children of Israel, that they turn back and encamp before Pihahiroth, between Migdol and the sea, before Baal Zephon. You shall encamp opposite it by the sea."
Exodus 14:3,"Firaũni nĩageciiria atĩrĩ, ‘andũ a Isiraeli marĩ na kĩrigiicano no kũũrũũra marorũũra bũrũri-inĩ, mahingĩrĩirio nĩ werũ.’","Pharaoh will say of the children of Israel, ‘They are entangled in the land. The wilderness has shut them in.’"
Exodus 14:4,"Na nĩngomia ngoro ya Firaũni, nake nĩakamaingatithia. No niĩ mwene nĩngegĩĩra na riiri nĩ ũndũ wa Firaũni na mbũtũ yake yothe ya ita, nao andũ a Misiri nĩmakamenya atĩ niĩ nĩ niĩ Jehova.” Nĩ ũndũ ũcio andũ a Isiraeli magĩĩka o ũguo merĩtwo.","I will harden Pharaoh’s heart, and he will follow after them; and I will get honor over Pharaoh, and over all his armies; and the Egyptians shall know that I am Yahweh.” They did so."
Exodus 14:5,"Rĩrĩa mũthamaki wa bũrũri wa Misiri eerirwo atĩ andũ acio nĩmorĩte-rĩ, Firaũni na anene ake makĩĩricũkwo ũhoro ũcio, magĩkiuga atĩrĩ, “Hĩ! Tweka atĩa? Twarekereria andũ a Isiraeli mathiĩ na ithuĩ tuorĩrwo nĩ ũtungata wao?”","The king of Egypt was told that the people had fled; and the heart of Pharaoh and of his servants was changed toward the people, and they said, “What is this we have done, that we have let Israel go from serving us?”"
Exodus 14:6,"Nĩ ũndũ ũcio akiuga ngaari yake ya ita ĩhaarĩrio, na agĩthiĩ na mbũtũ yake ya ita.","He prepared his chariot, and took his army with him;"
Exodus 14:7,"Agĩthiĩ na ngaari cia ita 600 iria njega mũno, o hamwe na ngaari cia ita iria ingĩ ciothe cia bũrũri wa Misiri, ciothe irũgamĩrĩirwo nĩ anene.","and he took six hundred chosen chariots, and all the chariots of Egypt, with captains over all of them."
Exodus 14:8,"Jehova akĩũmia ngoro ya Firaũni mũthamaki wa bũrũri wa Misiri, na nĩ ũndũ ũcio akĩrũmĩrĩra andũ a Isiraeli na ihenya arĩa moimagarĩte makinyũkĩtie na ũcamba.","Yahweh hardened the heart of Pharaoh king of Egypt, and he pursued the children of Israel; for the children of Israel went out with a high hand.†"
Exodus 14:9,"Andũ a Misiri, hamwe na mbarathi ciothe cia Firaũni na ngaari cia ita, na andũ arĩa mathiiaga mahaicĩte mbarathi, na thigari, makĩrũmĩrĩra andũ a Isiraeli na ihenya makĩmakinyĩra harĩa maambĩte hema rũteere-inĩ rwa iria, hakuhĩ na Pi-Hahirothu kũngʼethera Baali-Zefoni.","The Egyptians pursued them. All the horses and chariots of Pharaoh, his horsemen, and his army overtook them encamping by the sea, beside Pihahiroth, before Baal Zephon."
Exodus 14:10,"Firaũni akuhĩrĩria-rĩ, andũ a Isiraeli makĩĩhũgũra, makĩona andũ a Misiri mamoimĩte thuutha makĩmaka mũno, magĩkaĩra Jehova.","When Pharaoh came near, the children of Israel lifted up their eyes, and behold, the Egyptians were marching after them; and they were very afraid. The children of Israel cried out to Yahweh."
Exodus 14:11,"Makĩĩra Musa atĩrĩ, “Nĩ mbĩrĩra gũtaarĩ bũrũri wa Misiri, nĩguo ũtũrehe tũkuĩre gũkũ werũ-inĩ? Nĩ atĩa ũũ ũtwĩkĩte ũgatũruta bũrũri wa Misiri?","They said to Moses, “Because there were no graves in Egypt, have you taken us away to die in the wilderness? Why have you treated us this way, to bring us out of Egypt?"
Exodus 14:12,"Githĩ tũtiakwĩrire tũrĩ o bũrũri wa Misiri atĩ ũtigane na ithuĩ, ũreke tũtungatĩre andũ a bũrũri wa Misiri? Kũngĩarĩ wega tũtungatĩre andũ a Misiri kũrĩ gũkuĩra werũ-inĩ!”","Isn’t this the word that we spoke to you in Egypt, saying, ‘Leave us alone, that we may serve the Egyptians’? For it would have been better for us to serve the Egyptians than to die in the wilderness.”"
Exodus 14:13,"Musa agĩcookeria andũ acio atĩrĩ, “Tigai gwĩtigĩra. Mwĩhaandei wega, na nĩmũkuona ũhonokio ũrĩa Jehova ekũmũrehere ũmũthĩ. Andũ a Misiri aya mũrona ũmũthĩ, mũtikamona rĩngĩ.","Moses said to the people, “Don’t be afraid. Stand still, and see the salvation of Yahweh, which he will work for you today; for you will never again see the Egyptians whom you have seen today."
Exodus 14:14,"Jehova nĩekũmũrũĩrĩra, mũbatie o gũikara mũhooreire.”","Yahweh will fight for you, and you shall be still.”"
Exodus 14:15,"Ningĩ Jehova akĩĩra Musa atĩrĩ, “Ũrangaĩra nĩkĩ? Ĩra andũ a Isiraeli mathiĩ na mbere.","Yahweh said to Moses, “Why do you cry to me? Speak to the children of Israel, that they go forward."
Exodus 14:16,"Oya rũthanju rwaku, na ũtambũrũkie guoko igũrũ wa iria ũgayanie maaĩ nĩgeetha andũ a Isiraeli matuĩkanĩrie iria-inĩ, mathiĩrĩire thĩ nyũmũ.","Lift up your rod, and stretch out your hand over the sea and divide it. Then the children of Israel shall go into the middle of the sea on dry ground."
Exodus 14:17,"Nĩngũũmia ngoro cia andũ a Misiri nĩgeetha o nao mamarũmĩrĩre. Na nĩngegĩĩra riiri nĩ ũndũ wa Firaũni na mbũtũ yake ya ita, o na nĩ ũndũ wa ngaari ciake cia ita, o na andũ ake arĩa mathiiaga mahaicĩte mbarathi.","Behold, I myself will harden the hearts of the Egyptians, and they will go in after them. I will get myself honor over Pharaoh, and over all his armies, over his chariots, and over his horsemen."
Exodus 14:18,"Nao andũ a Misiri nĩmakamenya atĩ niĩ nĩ niĩ Jehova hĩndĩ ĩyo ngegĩĩra riiri nĩ ũndũ wa Firaũni, na ngaari ciake cia ita na andũ ake arĩa mathiiaga mahaicĩte mbarathi.”","The Egyptians shall know that I am Yahweh when I have gotten myself honor over Pharaoh, over his chariots, and over his horsemen.”"
Exodus 14:19,"Hĩndĩ ĩyo mũraika wa Ngai ũrĩa wathiiaga atongoretie mbũtũ ya thigari cia Isiraeli, akĩehera agĩcooka thuutha wao. Gĩtugĩ gĩa itu nakĩo gĩkiuma hau mbere, gĩkĩrũgama thuutha wao,","The angel of God, who went before the camp of Israel, moved and went behind them; and the pillar of cloud moved from before them, and stood behind them."
Exodus 14:20,"gĩkĩgĩa gatagatĩ ga thigari cia Misiri na cia Isiraeli. Ũtukũ wothe itu rĩu rĩgĩĩkĩra nduma mwena ũmwe, na ũtheri mwena ũrĩa ũngĩ; nĩ ũndũ ũcio gũtirĩ andũ makuhĩrĩirie arĩa angĩ ũtukũ wothe.","It came between the camp of Egypt and the camp of Israel. There was the cloud and the darkness, yet it gave light by night. One didn’t come near the other all night."
