Reference,Kikuyu,English
Luke 4:21,"Nake akĩambĩrĩria kwaria, akĩmeera atĩrĩ, “Ũmũthĩ maandĩko maya nĩ mahingio mũkĩĩiguagĩra.”","He began to tell them, “Today, this Scripture has been fulfilled in your hearing.”"
Luke 4:22,"Nao andũ othe makĩmũgaatha na makĩgegio mũno nĩ ciugo njega iria cioimaga kanua gake. Makĩũrania atĩrĩ, “Githĩ ũyũ ti mũrũ wa Jusufu?”","All testified about him and wondered at the gracious words which proceeded out of his mouth; and they said, “Isn’t this Joseph’s son?”"
Luke 4:23,"Nake Jesũ akĩmeera atĩrĩ, “Ti-itherũ nĩ mũkũnjĩĩra thimo ĩrĩa yugaga atĩrĩ, ‘Ndagĩtarĩ, wĩĩhonie wee mwene! Maũndũ marĩa tũiguĩte atĩ nĩ wekire kũu Kaperinaumu meeke gũkũ itũũra-inĩ rĩaku.’ ”","He said to them, “Doubtless you will tell me this proverb, ‘Physician, heal yourself! Whatever we have heard done at Capernaum, do also here in your hometown.’ ”"
Luke 4:24,"Agĩthiĩ na mbere kuuga atĩrĩ, “Ngũmwĩra na ma, gũtirĩ mũnabii wĩtĩkagĩrwo itũũra-inĩ rĩake.","He said, “Most certainly I tell you, no prophet is acceptable in his hometown."
Luke 4:25,"Ngũmwĩra atĩrĩ na ma, nĩ kwarĩ atumia aingĩ a ndigwa Isiraeli matukũ-inĩ ma Elija, rĩrĩa igũrũ rĩarĩ ihinge mĩaka ĩtatũ na nuthu, na ngʼaragu nene ĩkĩiyũra bũrũri wothe.","But truly I tell you, there were many widows in Israel in the days of Elijah, when the sky was shut up three years and six months, when a great famine came over all the land."
Luke 4:26,"No Elija ndaigana gũtũmwo kũrĩ o na ũmwe wao, tiga kũrĩ mũtumia wa ndigwa ũrĩa watũire itũũra rĩa Zarefathu kũu bũrũri wa Sidoni.","Elijah was sent to none of them, except to Zarephath, in the land of Sidon, to a woman who was a widow."
Luke 4:27,"Ningĩ nĩ kwarĩ andũ aingĩ maarĩ na mangũ thĩinĩ wa Isiraeli ihinda rĩa Elisha ũrĩa mũnabii, no gũtirĩ mũndũ o na ũmwe wao wahonirio tiga Naamani ũrĩa Mũsuriata.”","There were many lepers in Israel in the time of Elisha the prophet, yet not one of them was cleansed, except Naaman, the Syrian.”"
Luke 4:28,Andũ othe arĩa maarĩ thĩinĩ wa thunagogi nĩmarakarire mũno rĩrĩa maiguire ũguo.,They were all filled with wrath in the synagogue as they heard these things.
Luke 4:29,"Magĩũkĩra makĩmũrutũrũra kuuma itũũra-inĩ rĩu, makĩmũtwara rwere-inĩ rwa karĩma harĩa itũũra rĩu rĩakĩtwo, nĩguo mamũikie na kũu kĩharũrũka-inĩ.","They rose up, threw him out of the city, and led him to the brow of the hill that their city was built on, that they might throw him off the cliff."
Luke 4:30,"Nowe Jesũ akĩgerera gatagatĩ-inĩ ka andũ, agĩĩthiĩra.","But he, passing through the middle of them, went his way."
Luke 4:31,"Agĩcooka agĩikũrũka, agĩthiĩ Kaperinaumu, itũũra rĩarĩ Galili, na mũthenya wa Thabatũ akĩambĩrĩria kũruta andũ.","He came down to Capernaum, a city of Galilee. He was teaching them on the Sabbath day,"
Luke 4:32,"Nao andũ makĩgega nĩ ũndũ wa ũrutani wake, tondũ ndũmĩrĩri yake yarĩ ya wathani.","and they were astonished at his teaching, for his word was with authority."
Luke 4:33,"Na rĩrĩ, kũu thĩinĩ wa thunagogi nĩ kwarĩ na mũndũ warĩ na ndaimono, nĩyo ngoma thũku. Nake akĩanĩrĩra na mũgambo mũnene, akiuga atĩrĩ,","In the synagogue there was a man who had a spirit of an unclean demon; and he cried out with a loud voice,"
Luke 4:34,"“Hĩ! Ũrenda atĩa na ithuĩ, wee Jesũ wa Nazarethi? Ũũkĩte gũtũniina? Nĩngũũĩ, we nĩwe ũrĩa Mũtheru wa Ngai!”","saying, “Ah! what have we to do with you, Jesus of Nazareth? Have you come to destroy us? I know who you are: the Holy One of God!”"
Luke 4:35,"Nake Jesũ akĩmĩkũma, akĩmĩĩra atĩrĩ, “Kira, na uume thĩinĩ wake!” Nayo ndaimono ĩyo ĩkĩgũithia mũndũ ũcio thĩ hau mbere yao othe, ĩkiuma na ndĩamũtihirie.","Jesus rebuked him, saying, “Be silent and come out of him!” When the demon had thrown him down in the middle of them, he came out of him, having done him no harm."
Luke 4:36,"Nao andũ othe makĩgega makĩũrania atĩrĩ, “Kaĩ ũrutani ũyũ ũhaana atĩa? Araatha ngoma thũku arĩ na wathani na hinya, nacio ikoima!”","Amazement came on all and they spoke together, one with another, saying, “What is this word? For with authority and power he commands the unclean spirits, and they come out!”"
Luke 4:37,Nayo ngumo yake ĩkĩhunja kũrĩa guothe kwariganĩtie na kũu.,News about him went out into every place of the surrounding region.
Luke 4:38,"Nake Jesũ akiuma thunagogi, agĩthiĩ mũciĩ gwa Simoni. Na rĩrĩ, nyina wa mũtumia wa Simoni aarĩ mũrũaru mũrimũ wa kũhiũha mwĩrĩ mũno, nao magĩthaitha Jesũ nĩ ũndũ wake.","He rose up from the synagogue and entered into Simon’s house. Simon’s mother-in-law was afflicted with a great fever, and they begged him to help her."
Luke 4:39,"Nĩ ũndũ ũcio, akĩinamĩrĩra harĩ we, na agĩatha mũrimũ ũcio uume mwĩrĩ wake, naguo ũkiuma. Nake mũtumia ũcio agĩũkĩra o rĩmwe na akĩambĩrĩria kũmatungatĩra.","He stood over her and rebuked the fever, and it left her. Immediately she rose up and served them."
Luke 4:40,"Na rĩrĩa riũa rĩathũaga, andũ makĩrehera Jesũ andũ arĩa othe maarĩ na mĩrimũ ngũrani, nake akĩmaigĩrĩra moko o mũndũ o mũndũ, akĩmahonia.","When the sun was setting, all those who had any sick with various diseases brought them to him; and he laid his hands on every one of them, and healed them."
Luke 4:41,"O na ningĩ ndaimono ikiuma andũ aingĩ, ikĩanagĩrĩra atĩrĩ, “Wee nĩwe Mũrũ wa Ngai!” Nowe agĩcikaania na agĩcigiria ciarie, tondũ nĩcioĩ atĩ nĩwe Kristũ.","Demons also came out of many, crying out and saying, “You are the Christ, the Son of God!” Rebuking them, he didn’t allow them to speak, because they knew that he was the Christ."
Luke 4:42,"Na gwakĩa-rĩ, Jesũ akiumagara agĩthiĩ kũndũ gũtaarĩ andũ. Nao andũ makĩmũcaria, na rĩrĩa maakinyire harĩa aarĩ, makĩgeria kũmũgirĩrĩria ndakoime kũu amatige.","When it was day, he departed and went into an uninhabited place and the multitudes looked for him, and came to him, and held on to him, so that he wouldn’t go away from them."
Luke 4:43,"Nowe akĩmeera atĩrĩ, “No nginya hunjie Ũhoro-ũrĩa-Mwega wa ũthamaki wa Ngai matũũra-inĩ marĩa mangĩ o namo, nĩ ũndũ nĩkĩo ndaatũmirwo.”","But he said to them, “I must preach the good news of God’s Kingdom to the other cities also. For this reason I have been sent.”"
Luke 4:44,Nake agĩthiĩ na mbere na kũhunjia thĩinĩ wa thunagogi cia Judea.,He was preaching in the synagogues of Galilee.
Luke 5:1,"Na rĩrĩ, mũthenya ũmwe Jesũ arũngiĩ hũgũrũrũ-inĩ cia iria rĩa Genesareti, nakĩo kĩrĩndĩ kĩa andũ aingĩ nĩkĩahatĩkanaga kĩmũkuhĩrĩrie nĩguo gĩthikĩrĩrie ũhoro wa Ngai,","Now while the multitude pressed on him and heard the word of God, he was standing by the lake of Gennesaret."
Luke 5:2,"nake akĩona tũtarũ twĩrĩ hũgũrũrũ-inĩ cia iria rĩu, tũtigĩtwo ho nĩ ategi a thamaki, arĩa maathambagia neti ciao cia gũtega.","He saw two boats standing by the lake, but the fishermen had gone out of them and were washing their nets."
Luke 5:3,"Agĩtoonya gatarũ kamwe, nako kaarĩ ga Simoni, akĩmũthaitha agatoonyatoonyie maaĩ-inĩ, kehere hũgũrũrũ-inĩ. Agĩcooka agĩikara thĩ, akĩambĩrĩria kũruta andũ ũhoro arĩ gatarũ-inĩ kau.","He entered into one of the boats, which was Simon’s, and asked him to put out a little from the land. He sat down and taught the multitudes from the boat."
Luke 5:4,"Na aarĩkia kwaria, akĩĩra Simoni atĩrĩ, “Twara gatarũ haarĩa hariku, mũikũrũkie neti maaĩ-inĩ, mũtege thamaki.”","When he had finished speaking, he said to Simon, “Put out into the deep and let down your nets for a catch.”"
Luke 5:5,"Nake Simoni akĩmũcookeria atĩrĩ, “Mwathi witũ, tũrutĩte wĩra mũritũ ũtukũ wothe, na tũtinanyi- ita kĩndũ o na kĩ. No tondũ nĩwoiga ũguo-rĩ, nĩngũikũrũkia neti.”","Simon answered him, “Master, we worked all night and caught nothing; but at your word I will let down the net.”"
Luke 5:6,"Maarĩkia gwĩka ũguo, makĩnyiita thamaki nyingĩ mũno, nginya neti ciao ikĩambĩrĩria gũtuĩka.","When they had done this, they caught a great multitude of fish, and their net was breaking."
Luke 5:7,"Nĩ ũndũ ũcio makĩheneria arĩa maarutithanagia wĩra nao, arĩa maarĩ gatarũ kau kangĩ moke mamateithie, nao magĩũka makĩiyũria tũtarũ twerĩ ki, o nginya tũkĩambĩrĩria gũtoonyerera maaĩ- inĩ.","They beckoned to their partners in the other boat, that they should come and help them. They came and filled both boats, so that they began to sink."
Luke 5:8,"Hĩndĩ ĩrĩa Simoni Petero onire ũguo, akĩĩgũithia maru-inĩ ma Jesũ, akĩmwĩra atĩrĩ, “Njeherera Mwathani; niĩ ndĩ mũndũ mwĩhia!”","But Simon Peter, when he saw it, fell down at Jesus’ knees, saying, “Depart from me, for I am a sinful man, Lord.”"
Luke 5:9,"Nĩgũkorwo we na arĩa othe maarĩ nao nĩmagegire mũno nĩ ũndũ wa thamaki iria maanyiitĩte,","For he was amazed, and all who were with him, at the catch of fish which they had caught;"
Luke 5:10,"o na Jakubu na Johana, ariũ a Zebedi, arĩa maarutithanagia wĩra na Simoni nĩmagegire. Nake Jesũ akĩĩra Simoni atĩrĩ, “Tiga gwĩtigĩra; kuuma rĩu ũrĩtegaga andũ.”","and so also were James and John, sons of Zebedee, who were partners with Simon. Jesus said to Simon, “Don’t be afraid. From now on you will be catching people alive.”"
Luke 5:11,"Nĩ ũndũ ũcio makiumĩria tũtarũ twao hũgũrũrũ-inĩ cia iria, magĩtiga indo ciao ciothe, makĩmũrũmĩrĩra.","When they had brought their boats to land, they left everything, and followed him."
Luke 5:12,"Na rĩrĩ, hĩndĩ ĩmwe rĩrĩa Jesũ aarĩ itũũra-inĩ rĩmwe-rĩ, nĩguokire mũndũ waiyũrĩtwo nĩ mangũ mwĩrĩ wothe. Na rĩrĩa onire Jesũ, akĩĩgũithia, agĩturumithia ũthiũ wake thĩ, akĩmũthaitha, akĩmwĩra atĩrĩ, “Mwathani, ũngĩenda-rĩ, no ũũtherie.”","While he was in one of the cities, behold, there was a man full of leprosy. When he saw Jesus, he fell on his face and begged him, saying, “Lord, if you want to, you can make me clean.”"
Luke 5:13,"Jesũ agĩtambũrũkia guoko gwake, akĩhutia mũndũ ũcio, akĩmwĩra atĩrĩ, “Ĩĩ, nĩngwenda. Therio!” Na o hĩndĩ ĩyo akĩhonio mangũ.","He stretched out his hand and touched him, saying, “I want to. Be made clean.” Immediately the leprosy left him."
Luke 5:14,"Jesũ agĩcooka akĩmũkaania, akĩmwĩra atĩrĩ, “Ndũkeere mũndũ o na ũ, no thiĩ, ũkeyonanie kũrĩ mũthĩnjĩri-Ngai, na ũrute magongona marĩa Musa aathanire nĩ ũndũ wa gũtherio gwaku, arĩ ũira kũrĩ o.”","He commanded him to tell no one, “But go your way and show yourself to the priest, and offer for your cleansing according to what Moses commanded, for a testimony to them.”"
Luke 5:15,"Na rĩrĩ, ngumo yake ĩgĩkĩrĩrĩria kũhunja makĩria, o nginya kĩrĩndĩ kĩingĩ ma kĩa andũ gĩgĩũka kũmũthikĩrĩria na kũhonio mĩrimũ yao.","But the report concerning him spread much more, and great multitudes came together to hear and to be healed by him of their infirmities."
Luke 5:16,"No Jesũ nĩeheragĩra andũ, agathiĩ kũndũ gũtarĩ andũ kũhoera Ngai kuo.",But he withdrew himself into the desert and prayed.
Luke 5:17,"Mũthenya ũmwe nĩ kũrutana aarutanaga, nao Afarisai na arutani a watho arĩa mookĩte kuuma matũũra mothe ma Galili, na Judea, na Jerusalemu, maikarĩte thĩ hau. Naguo hinya wa Ngai wa kũhonania warĩ hamwe na Jesũ.","On one of those days, he was teaching; and there were Pharisees and teachers of the law sitting by who had come out of every village of Galilee, Judea, and Jerusalem. The power of the Lord was with him to heal them."
Luke 5:18,"Na rĩrĩ, nĩhookire andũ makuuĩte mũndũ na kĩbarĩ, warũarĩte mũrimũ wa gũkua ciĩga, nao makĩgeria kũmũtoonyia nyũmba mamũige harĩ Jesũ.","Behold, men brought a paralyzed man on a cot, and they sought to bring him in to lay before Jesus."
Luke 5:19,"Na rĩrĩa maagire njĩra ya gwĩka ũguo nĩ ũndũ wa ũingĩ wa andũ, makĩhaica nyũmba-igũrũ magĩtharia maturubarĩ, makĩmũikũrũkĩria mwanya-inĩ ũcio o arĩ kĩbarĩ-inĩ, nginya gatagatĩ-inĩ ka andũ acio makĩmũiga o hau Jesũ aarĩ.","Not finding a way to bring him in because of the multitude, they went up to the housetop and let him down through the tiles with his cot into the middle before Jesus."
Luke 5:20,"Rĩrĩa Jesũ onire wĩtĩkio wao, akĩmwĩra atĩrĩ, “Mũrata, nĩwarekerwo mehia maku.”","Seeing their faith, he said to him, “Man, your sins are forgiven you.”"
Luke 5:21,"Nao Afarisai na arutani a watho makĩambĩrĩria gwĩciiria ngoro-inĩ ciao, makiuga atĩrĩ, “Kaĩ mũndũ ũyũ arĩ ũ, ũkũruma Ngai? Nũũ ũngĩhota kũrekanĩra mehia, tiga Ngai we wiki?”","The scribes and the Pharisees began to reason, saying, “Who is this who speaks blasphemies? Who can forgive sins, but God alone?”"
Luke 5:22,"Nowe Jesũ nĩamenyaga ũrĩa meeciiragia na akĩmooria atĩrĩ, “Mũreciiria maũndũ macio ngoro- inĩ cianyu nĩkĩ?","But Jesus, perceiving their thoughts, answered them, “Why are you reasoning so in your hearts?"
Luke 5:23,"Nĩ ũndũ ũrĩkũ mũhũthũ; nĩ kwĩra mũndũ, ‘Nĩwarekerwo mehia maku,’ kana nĩ kũmwĩra, ‘Ũkĩra wĩtware’?","Which is easier to say, ‘Your sins are forgiven you,’ or to say, ‘Arise and walk’?"
Luke 5:24,"No nĩgeetha mũmenye atĩ Mũrũ wa Mũndũ arĩ na ũhoti gũkũ thĩ wa kũrekanĩra mehia-rĩ … .” Akĩĩra mũndũ ũcio wakuĩte ciĩga atĩrĩ, “Ndakwĩra atĩrĩ, ũkĩra, oya kĩbarĩ gĩaku, ũinũke.”","But that you may know that the Son of Man has authority on earth to forgive sins,” he said to the paralyzed man, “I tell you, arise, take up your cot, and go to your house.”"
Luke 5:25,"O hau hau akĩrũgama mbere yao, akĩoya kĩbarĩ kĩrĩa akomeire, na akĩinũka mũciĩ akĩgoocaga Ngai.","Immediately he rose up before them, and took up that which he was laying on, and departed to his house, glorifying God."
Luke 5:26,"Nao andũ othe nĩmagegire na magĩkumia Ngai. Makĩiyũrwo nĩ guoya, makiuga atĩrĩ, “Ũmũthĩ nĩtuonete maũndũ tũtarĩ tuona.”","Amazement took hold on all, and they glorified God. They were filled with fear, saying, “We have seen strange things today.”"
Luke 5:27,"Thuutha wa ũguo, Jesũ akiumagara na akĩona mũndũ warĩ mwĩtia wa mbeeca cia igooti wetagwo Lawi aikarĩte harĩa heetagĩrio mbeeca cia igooti. Jesũ akĩmwĩra atĩrĩ, “Nũmĩrĩra.”","After these things he went out and saw a tax collector named Levi sitting at the tax office, and said to him, “Follow me!”"
Luke 5:28,"Nake Lawi agĩũkĩra, agĩtiga indo ciake ciothe, akĩmũrũmĩrĩra.","He left everything, and rose up and followed him."
Luke 5:29,"Lawi agĩcooka akĩrugithĩria Jesũ iruga inene gwake mũciĩ, na gĩkundi kĩnene kĩa etia mbeeca cia igooti o na andũ angĩ nĩmarĩĩanagĩra nao.",Levi made a great feast for him in his house. There was a great crowd of tax collectors and others who were reclining with them.
Luke 5:30,"No Afarisai na arutani a watho arĩa maarĩ a gĩkundi kĩao magĩtetia arutwo ake makĩmooria atĩrĩ, “Mũrĩĩanagĩra na mũkanyuuanĩra na etia mbeeca cia igooti na andũ ehia nĩkĩ?”","Their scribes and the Pharisees murmured against his disciples, saying, “Why do you eat and drink with the tax collectors and sinners?”"
Luke 5:31,"Nake Jesũ akĩmacookeria atĩrĩ, “Andũ arĩa agima mĩĩrĩ tio mabataragio nĩ ndagĩtarĩ, no nĩ arĩa arũaru.","Jesus answered them, “Those who are healthy have no need for a physician, but those who are sick do."
Luke 5:32,"Niĩ ndiokire gwĩta andũ arĩa athingu, no nĩ arĩa ehia, nĩguo merire.”","I have not come to call the righteous, but sinners, to repentance.”"
Luke 5:33,"Nao makĩmwĩra atĩrĩ, “Arutwo a Johana nĩ meehingaga kũrĩa irio kaingĩ kaingĩ makahooya, o nao arutwo a Afarisai nĩmekaga o ũguo, no aku marĩĩaga na makanyua hĩndĩ ciothe.”","They said to him, “Why do John’s disciples often fast and pray, likewise also the disciples of the Pharisees, but yours eat and drink?”"
Luke 5:34,"Nake Jesũ akĩmacookeria atĩrĩ, “No mwĩre ageni a mũhikania mehinge kũrĩa rĩrĩa e hamwe nao?","He said to them, “Can you make the friends of the bridegroom fast while the bridegroom is with them?"
Luke 5:35,"No rĩrĩ, ihinda nĩrĩgakinya rĩrĩa mũhikania akeeherio kuuma kũrĩ o; matukũ-inĩ macio-rĩ, nĩ makeehinga kũrĩa irio.”",But the days will come when the bridegroom will be taken away from them. Then they will fast in those days.”
Luke 5:36,"Ningĩ Jesũ akĩmahe ũhoro na ngerekano ĩno, akĩmeera atĩrĩ, “Gũtirĩ mũndũ ũngĩtinia kĩraka kuuma harĩ nguo njerũ, agĩĩkĩre nguo ngũrũ. Angĩĩka ũguo, angĩkorwo atarũrĩte nguo njerũ, nakĩo kĩraka kĩu kĩa nguo ĩyo njerũ kĩage kwagĩrĩra nguo ĩyo ngũrũ.","He also told a parable to them. “No one puts a piece from a new garment on an old garment, or else he will tear the new, and also the piece from the new will not match the old."
Luke 5:37,"Ningĩ gũtirĩ mũndũ wĩkagĩra ndibei ya mũhihano mondo-inĩ ngũrũ. Angĩka ũguo, ndibei ĩyo ya mũhihano no ĩtarũre mondo icio, ndibei ĩyo ĩitĩke, nacio mondo icio itarũkange.","No one puts new wine into old wineskins, or else the new wine will burst the skins, and it will be spilled and the skins will be destroyed."
Luke 5:38,"Aca, ti ta ũguo, ndibei ya mũhihano no nginya ĩĩkĩrwo mondo-inĩ njerũ.","But new wine must be put into fresh wineskins, and both are preserved."
Luke 5:39,"O na gũtirĩ mũndũ thuutha wa kũnyua ndibei ngũrũ ũcookaga kwenda ndibei ĩyo ya mũhihano, nĩ ũndũ oigaga atĩrĩ, ‘Ĩrĩa ngũrũ nĩyo njega.’ ”","No man having drunk old wine immediately desires new, for he says, ‘The old is better.’ ”"
Luke 6:1,"Mũthenya ũmwe wa Thabatũ, Jesũ akĩgerera mĩgũnda-inĩ ya ngano, nao arutwo ake makĩam- bĩrĩria gũtua ngira imwe cia ngano, magĩcirigitha na moko, makĩrĩa ngano.","Now on the second Sabbath after the first, he was going through the grain fields. His disciples plucked the heads of grain and ate, rubbing them in their hands."
Luke 6:2,"Afarisai amwe makĩmooria atĩrĩ, “Nĩ kĩĩ kĩratũma mwĩke ũrĩa gũtetĩkĩrĩtio nĩ watho mũthenya wa Thabatũ?”","But some of the Pharisees said to them, “Why do you do that which is not lawful to do on the Sabbath day?”"
Luke 6:3,"Jesũ akĩmacookeria atĩrĩ, “Kaĩ mũtathomete ũrĩa Daudi eekire, rĩrĩa we na arĩa maarĩ nake maarĩ ahũtu?","Jesus, answering them, said, “Haven’t you read what David did when he was hungry, he and those who were with him,"
Luke 6:4,"Aatoonyire Nyũmba ya Ngai, akĩoya na akĩrĩa mĩgate ĩrĩa yamũrĩirwo Ngai, ĩrĩa ateetĩkĩrĩtio kũrĩa nĩ watho tiga no athĩnjĩri-Ngai meetĩkĩrĩtio kũmĩrĩa, na agĩcooka akĩhe arĩa maarĩ nake ĩmwe yayo.”","how he entered into God’s house, and took and ate the show bread, and gave also to those who were with him, which is not lawful to eat except for the priests alone?”"
Luke 6:5,"Jesũ agĩcooka akĩmeera atĩrĩ, “Mũrũ wa Mũndũ nĩwe Mwathani wa Thabatũ.”","He said to them, “The Son of Man is lord of the Sabbath.”"
Luke 6:6,"Na rĩrĩ, mũthenya ũngĩ wa Thabatũ nĩathiire thunagogi-inĩ, akĩrutana, nakuo nĩ kwarĩ na mũndũ warĩ mwonju guoko gwake kwa ũrĩo.","It also happened on another Sabbath that he entered into the synagogue and taught. There was a man there, and his right hand was withered."
Luke 6:7,"Nao Afarisai na arutani a watho nĩmacaragia ũndũ mangĩthitangĩra Jesũ, nĩ ũndũ ũcio makĩmũrora mũno, mone kana nĩekũhonania mũthenya wa Thabatũ.","The scribes and the Pharisees watched him, to see whether he would heal on the Sabbath, that they might find an accusation against him."
Luke 6:8,"Nowe Jesũ, tondũ nĩamenyaga ũrĩa meeciiragia, akĩĩra mũndũ ũcio wonjete guoko atĩrĩ, “Ũkĩra ũrũgame mbere ya andũ othe.” Nĩ ũndũ ũcio agĩũkĩra akĩrũgama hau.","But he knew their thoughts; and he said to the man who had the withered hand, “Rise up and stand in the middle.” He arose and stood."
Luke 6:9,"Jesũ agĩcooka akĩmeera atĩrĩ, “Ngũmũũria atĩrĩ, nĩ ũndũ ũrĩkũ mwĩtĩkĩrie nĩ watho mũthenya wa Thabatũ: nĩ gwĩka wega kana nĩ gwĩka ũũru, nĩ kũhonokia muoyo kana nĩ kũũniina?”","Then Jesus said to them, “I will ask you something: Is it lawful on the Sabbath to do good, or to do harm? To save a life, or to kill?”"
Luke 6:10,"Akĩĩhũgũra, akĩmarora othe, agĩcooka akĩĩra mũndũ ũcio atĩrĩ, “Tambũrũkia guoko gwaku.” Nake agĩĩka o ro ũguo; nakuo guoko gwake gũkĩhonio biũ.","He looked around at them all, and said to the man, “Stretch out your hand.” He did, and his hand was restored as sound as the other."
Luke 6:11,"Nao makĩrakara mũno, makĩambĩrĩria kũũrania ũrĩa mangĩĩka Jesũ.","But they were filled with rage, and talked with one another about what they might do to Jesus."
Luke 6:12,"Mũthenya ũmwe Jesũ nĩoimagarire agĩthiĩ kĩrĩma-inĩ akahooe, akĩraara akĩhooya Ngai ũtukũ wothe.","In these days, he went out to the mountain to pray, and he continued all night in prayer to God."
Luke 6:13,"Gwakĩa-rĩ, agĩĩta arutwo ake moke harĩ we, agĩthuura andũ ikũmi na eerĩ ao, akĩmatua atũmwo, nao nĩ:","When it was day, he called his disciples, and from them he chose twelve, whom he also named apostles:"
Luke 6:14,"Simoni (ũrĩa aatuire Petero), na Anderea mũrũ wa nyina, na Jakubu, na Johana, na Filipu, na Baritholomayo,","Simon, whom he also named Peter; Andrew, his brother; James; John; Philip; Bartholomew;"
Luke 6:15,"na Mathayo, na Toma, na Jakubu wa Alufayo, na Simoni ũrĩa wetagwo Zelote,",Matthew; Thomas; James the son of Alphaeus; Simon who was called the Zealot;
Luke 6:16,"na Judasi wa Jakubu, na Judasi Mũisikariota ũrĩa wamũkunyanĩire.","Judas the son of James; and Judas Iscariot, who also became a traitor."
Luke 6:17,"Nake Jesũ agĩikũrũka hamwe nao, makĩrũgama handũ haarĩ haraganu. Gĩkundi kĩnene kĩa arutwo ake kĩarĩ ho, o na andũ aingĩ mũno kuuma Judea guothe, na Jerusalemu, o na kuuma ndeere-inĩ cia Turo na Sidoni,","He came down with them and stood on a level place, with a crowd of his disciples and a great number of the people from all Judea and Jerusalem and the sea coast of Tyre and Sidon, who came to hear him and to be healed of their diseases,"
Luke 6:18,"nao mookĩte nĩguo mamũigue na mahonio mĩrimũ yao. Nao arĩa maanyamaragio nĩ ngoma thũku makĩhonio,",as well as those who were troubled by unclean spirits; and they were being healed.
Luke 6:19,"nao andũ othe makĩgeria kũmũhutia, tondũ hinya nĩwoimaga thĩinĩ wake na ũkamahonia othe.","All the multitude sought to touch him, for power came out of him and healed them all."
Luke 6:20,"Nake akĩrora arutwo ake, akiuga atĩrĩ: “Kũrathimwo-rĩ, nĩ inyuĩ athĩĩni, nĩgũkorwo ũthamaki wa Ngai nĩ wanyu.","He lifted up his eyes to his disciples, and said: “Blessed are you who are poor, for God’s Kingdom is yours."
Luke 6:21,"Kũrathimwo-rĩ, nĩ inyuĩ mũhũũtaga rĩu, nĩgũkorwo nĩmũkahũũnio. Kũrathimwo-rĩ, nĩ inyuĩ mũrarĩra rĩu, nĩgũkorwo nĩmũgatheka.","Blessed are you who hunger now, for you will be filled. Blessed are you who weep now, for you will laugh."
Luke 6:22,"Kũrathimwo-rĩ, nĩ inyuĩ hĩndĩ ĩrĩa andũ mekũmũmena, na meyamũre kũrĩ inyuĩ, na mamũrume, na mathũkĩrĩrie rĩĩtwa rĩanyu, nĩ ũndũ wa Mũrũ wa Mũndũ.","Blessed are you when men hate you, and when they exclude and mock you, and throw out your name as evil, for the Son of Man’s sake."
Luke 6:23,"“Mũthenya ũcio nĩmũgakena na mũrũgarũge, tondũ mũcaara wanyu nĩ mũingĩ Igũrũ. Nĩgũko- rwo ũguo noguo maithe mao meekire anabii.","Rejoice in that day and leap for joy, for behold, your reward is great in heaven, for their fathers did the same thing to the prophets."
Luke 6:24,"“No rĩrĩ, kaĩ mũrĩ na haaro inyuĩ itonga-ĩ, nĩgũkorwo nĩmũrĩkĩtie kwamũkĩra kũnyamarũrwo kwanyu.",“But woe to you who are rich! For you have received your consolation.
Luke 6:25,"Kaĩ mũrĩ na haaro inyuĩ arĩa mũhũũniĩ rĩu-ĩ, nĩgũkorwo nĩmũkahũũta. Kaĩ mũrĩ na haaro arĩa mũratheka rĩu-ĩ, nĩgũkorwo nĩmũgacakaya na mũrĩre.","Woe to you, you who are full now, for you will be hungry. Woe to you who laugh now, for you will mourn and weep."
Luke 6:26,"Kaĩ mũrĩ na haaro inyuĩ hĩndĩ ĩrĩa andũ othe mekũmũgaathĩrĩria-ĩ, nĩgũkorwo ũguo noguo maithe mao meekaga anabii a maheeni.","Woe,† when‡ men speak well of you, for their fathers did the same thing to the false prophets."
Luke 6:27,"“No ngũmwĩra atĩrĩ inyuĩ arĩa mũũthikĩrĩirie: endagai thũ cianyu, na mwĩkage wega arĩa mamũthũire,","“But I tell you who hear: love your enemies, do good to those who hate you,"
Luke 6:28,"na ningĩ mũrathimage arĩa mamũrumaga, na mũhooyagĩre arĩa mamwĩkaga ũũru.","bless those who curse you, and pray for those who mistreat you."
Luke 6:29,"Na rĩrĩ, mũndũ angĩkũgũtha rũthĩa rũmwe, mũhũgũkĩrie rũu rũngĩ o naruo. Na mũndũ angĩgũtunya igooti rĩaku, ndũkamũgirie kuoya o na kanjũ yaku.","To him who strikes you on the cheek, offer also the other; and from him who takes away your cloak, don’t withhold your coat also."
Luke 6:30,"Mũndũ o wothe angĩkũhooya kĩndũ mũhe, na mũndũ o wothe angĩoya kĩndũ gĩaku, ndũkamwĩtie.","Give to everyone who asks you, and don’t ask him who takes away your goods to give them back again."
Luke 6:31,Ĩkagai andũ arĩa angĩ o ũrĩa mũngĩenda mamwĩkage.,"“As you would like people to do to you, do exactly so to them."
Luke 6:32,"“Rĩu-rĩ, angĩkorwo mwendete o arĩa mamwendete-rĩ, mwakĩĩguna na kĩ? O na ‘ehia’ nĩmendaga arĩa mamendete.","“If you love those who love you, what credit is that to you? For even sinners love those who love them."
